,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,THEO PnL,Remarks,Qty,ROI%,Trade Year,Trade Month,Index,Strike,Option Type,Expiry,Slippages,PnL,Cumulative PnL,Strategy
1938,2021-08-26 14:40:00,BUY,2021-08-26 14:45:00,41.95,21.5,21.5,2021-08-26 15:05:00,21.5,-20.450000000000003,-21.401750000000003,,Initial SL Hit,488.9975550122249,-1.0465403422982884,2021.0,8.0,NIFTY,16650.0,P,2021-08-26,0.95175,-10465.403422982885,2179493.2999417605,OPT BUY
898,2021-08-30 11:15:00,LONG,2021-08-30 12:15:00,36057.05,35973.15,36736.925,2021-09-03 13:15:00,36665.3,608.25,600.977765,101214.60296946087,TSL Hit,166.40296419146878,3.333482716972131,2021.0,8.0,,,,,,,,POSITIONAL
1939,2021-09-02 13:40:00,BUY,2021-09-02 13:45:00,9.7,7.55,30.6125,2021-09-02 14:35:00,28.7,19.0,18.424,,TSL Hit,4651.162790697676,8.569302325581397,2021.0,9.0,NIFTY,17200.0,C,2021-09-02,0.576,85693.02325581397,2265186.3231975744,OPT BUY
1940,2021-09-02 14:40:00,BUY,2021-09-02 14:45:00,37.7,25.85,25.85,2021-09-02 15:20:00,32.85,-4.850000000000001,-5.908250000000002,,EOD Exit,843.8818565400843,-0.4985864978902954,2021.0,9.0,NIFTY,17200.0,C,2021-09-02,1.05825,-4985.864978902954,2260200.4582186714,OPT BUY
899,2021-09-03 14:15:00,LONG,2021-09-03 15:15:00,36761.35,36608.75,36608.75,2021-09-06 10:15:00,36608.75,-152.59999999999854,-159.93700999999854,-24906.593473852052,Initial SL Hit,163.2148982559128,-0.870136760483489,2021.0,9.0,,,,,,,,POSITIONAL
900,2021-09-06 11:15:00,LONG,2021-09-06 12:15:00,36704.4,36605.95,36605.95,2021-09-06 14:15:00,36605.95,-98.45000000000437,-105.78103500000437,-16093.438388858724,Initial SL Hit,163.4681400595024,-0.5763943015006613,2021.0,9.0,,,,,,,,POSITIONAL
901,2021-09-07 10:15:00,LONG,2021-09-07 11:15:00,36324.95,36151.95,36578.13055555555,2021-09-08 12:15:00,36556.75,231.8000000000029,224.5118300000029,38287.73336233133,TSL Hit,165.17572632584492,1.2361301529665039,2021.0,9.0,,,,,,,,POSITIONAL
903,2021-09-08 13:15:00,LONG,2021-09-08 14:15:00,17326.2,17262.25,17329.55875,2021-09-13 09:15:00,17288.2,-38.0,-44.92288,-16449.077120199465,TSL Hit,432.87045053156487,-0.6481929101591808,2021.0,9.0,,,,,,,,POSITIONAL
902,2021-09-08 13:15:00,LONG,2021-09-08 14:15:00,36688.95,36556.85,36639.25833333333,2021-09-13 09:15:00,36556.85,-132.09999999999854,-139.42457999999854,-21603.23476141976,Initial SL hit,163.53697775488263,-0.7600358145981204,2021.0,9.0,,,,,,,,POSITIONAL
904,2021-09-13 10:15:00,LONG,2021-09-13 11:15:00,17325.15,17285.8,17499.20625,2021-09-20 13:15:00,17470.25,145.09999999999854,138.14091999999854,62813.308975679225,TSL Hit,432.8966848771872,1.9933582104628027,2021.0,9.0,,,,,,,,POSITIONAL
905,2021-09-15 12:15:00,LONG,2021-09-15 13:15:00,36735.45,36615.55,37561.23888888889,2021-09-20 11:15:00,37526.3,790.8500000000058,783.4238250000058,129169.50792762946,TSL Hit,163.3299714580875,4.265219699227889,2021.0,9.0,,,,,,,,POSITIONAL
1941,2021-09-16 13:50:00,BUY,2021-09-16 13:55:00,13.8,10.0,34.0375,2021-09-16 14:45:00,33.9,20.1,19.3845,,TSL Hit,2631.5789473684204,5.1011842105263145,2021.0,9.0,NIFTY,17600.0,C,2021-09-16,0.7155,51011.842105263146,2311212.3003239343,OPT BUY
1942,2021-09-16 14:25:00,BUY,2021-09-16 14:30:00,85.05,62.1,148.8375,2021-09-16 15:00:00,117.8,32.75,29.70725,,TSL Hit,435.72984749455344,1.2944335511982574,2021.0,9.0,BANKNIFTY,37500.0,C,2021-09-16,3.04275,12944.335511982574,2324156.6358359167,OPT BUY
1943,2021-09-16 14:50:00,BUY,2021-09-16 14:55:00,34.95,25.3,25.3,2021-09-16 15:20:00,29.5,-5.450000000000003,-6.416750000000003,,EOD Exit,1036.2694300518133,-0.6649481865284976,2021.0,9.0,NIFTY,17600.0,C,2021-09-16,0.96675,-6649.481865284976,2317507.153970632,OPT BUY
1944,2021-09-16 15:05:00,BUY,2021-09-16 15:10:00,149.4,107.9,151.9125,2021-09-16 15:20:00,167.25,17.849999999999994,13.100249999999996,,EOD Exit,240.9638554216868,0.315668674698795,2021.0,9.0,BANKNIFTY,37500.0,C,2021-09-16,4.74975,3156.6867469879508,2320663.84071762,OPT BUY
906,2021-09-20 12:15:00,LONG,2021-09-20 13:15:00,37612.65,37476.3,37476.3,2021-09-20 13:15:00,37476.3,-136.34999999999854,-143.85889499999854,-21750.66101431277,Initial SL Hit,159.52079951824717,-0.7649495316070447,2021.0,9.0,,,,,,,,POSITIONAL
908,2021-09-21 11:15:00,LONG,2021-09-21 12:15:00,36866.4,36525.95,37980.45,2021-09-28 10:15:00,37971.8,1105.4000000000017,1097.9161800000015,179903.6521059829,TSL Hit,162.7498209751969,5.95618872469241,2021.0,9.0,,,,,,,,POSITIONAL
907,2021-09-21 11:15:00,LONG,2021-09-21 12:15:00,17422.55,17326.1,17544.51375,2021-09-22 14:15:00,17535.6,113.04999999999929,106.05836999999929,48665.37906334001,TSL Hit,430.4765949875305,1.5218548662509115,2021.0,9.0,,,,,,,,POSITIONAL
909,2021-09-21 13:15:00,LONG,2021-09-21 14:15:00,18218.1,18119.15,18191.933125,2021-09-22 14:15:00,18134.75,-83.34999999999854,-90.62056999999857,-34313.40260510093,TSL Hit,411.67849556210587,-1.2435513308193304,2021.0,9.0,,,,,,,,POSITIONAL
910,2021-09-23 09:15:00,LONG,2021-09-23 10:15:00,17730.1,17646.55,17704.076250000002,2021-09-28 12:15:00,17646.55,-83.54999999999927,-90.62532999999928,-35342.44025696384,Initial SL hit,423.0094584914919,-1.277845725630415,2021.0,9.0,,,,,,,,POSITIONAL
911,2021-09-23 10:15:00,LONG,2021-09-23 11:15:00,18452.4,18382.75,18382.75,2021-09-28 12:15:00,18382.75,-69.65000000000146,-77.01703000000145,-28309.3256161806,Initial SL hit,406.4511933407037,-1.0434554583685787,2021.0,9.0,,,,,,,,POSITIONAL
1945,2021-09-23 14:15:00,BUY,2021-09-23 14:20:00,9.85,7.7,24.3,2021-09-23 14:50:00,23.9,14.05,13.54375,,TSL Hit,4651.162790697676,6.299418604651164,2021.0,9.0,NIFTY,17800.0,C,2021-09-23,0.50625,62994.18604651164,2383658.026764132,OPT BUY
1946,2021-09-23 14:20:00,BUY,2021-09-23 14:25:00,114.85,75.35,113.5625,2021-09-23 14:40:00,103.0,-11.849999999999994,-15.117749999999994,,TSL Hit,253.16455696202533,-0.3827278481012657,2021.0,9.0,BANKNIFTY,37700.0,C,2021-09-23,3.26775,-3827.278481012657,2379830.748283119,OPT BUY
1947,2021-09-23 15:00:00,BUY,2021-09-23 15:05:00,19.75,7.25,25.1625,2021-09-23 15:20:00,23.6,3.8500000000000014,3.1997500000000016,,TSL Hit,800.0,0.2559800000000001,2021.0,9.0,NIFTY,17800.0,C,2021-09-23,0.65025,2559.800000000001,2382390.5482831188,OPT BUY
912,2021-09-28 13:15:00,LONG,2021-09-28 14:15:00,17689.0,17609.05,17609.05,2021-09-28 14:15:00,17609.05,-79.95000000000073,-87.00961000000073,-33898.18531290664,Initial SL Hit,423.99231160608286,-1.2297135225281353,2021.0,9.0,,,,,,,,POSITIONAL
913,2021-09-28 13:15:00,LONG,2021-09-28 14:15:00,18431.75,18307.35,18307.35,2021-09-28 14:15:00,18307.35,-124.40000000000146,-131.74782000000147,-50619.17614985071,Initial SL Hit,406.9065606901135,-1.7869684104873584,2021.0,9.0,,,,,,,,POSITIONAL
914,2021-09-28 14:15:00,LONG,2021-09-28 15:15:00,38058.4,37315.2,37315.2,2021-10-01 09:15:00,37183.3,-875.0999999999985,-882.6241699999986,-137961.65892417944,Gap Open Outside ISL,157.65244991907173,-4.638262091942901,2021.0,9.0,,,,,,,,POSITIONAL
915,2021-09-29 09:15:00,LONG,2021-09-29 10:15:00,18419.45,18270.65,18270.65,2021-09-30 14:15:00,18270.65,-148.79999999999927,-156.13801999999927,-60588.12831001981,Initial SL Hit,407.17828165336095,-2.11920035614526,2021.0,9.0,,,,,,,,POSITIONAL
916,2021-09-29 09:15:00,LONG,2021-09-29 10:15:00,17684.05,17608.15,17608.15,2021-09-30 13:15:00,17608.15,-75.89999999999782,-82.95843999999782,-32190.024343970053,Initial SL Hit,424.1109926741895,-1.1727862113033753,2021.0,9.0,,,,,,,,POSITIONAL
1948,2021-09-30 13:30:00,BUY,2021-09-30 13:35:00,53.55,34.6,34.6,2021-09-30 13:50:00,34.6,-18.95,-20.27225,,Initial SL Hit,527.7044854881268,-1.0697757255936675,2021.0,9.0,NIFTY,17650.0,P,2021-09-30,1.32225,-10697.757255936676,2371692.7910271822,OPT BUY
1949,2021-09-30 14:20:00,BUY,2021-09-30 14:25:00,138.85,85.55,128.2125,2021-09-30 15:05:00,127.2,-11.649999999999991,-15.640749999999992,,TSL Hit,187.6172607879925,-0.2934474671669792,2021.0,9.0,BANKNIFTY,37600.0,P,2021-09-30,3.99075,-2934.4746716697923,2368758.3163555125,OPT BUY
1950,2021-09-30 14:20:00,BUY,2021-09-30 14:25:00,45.65,19.85,19.85,2021-09-30 14:50:00,19.85,-25.8,-26.7825,,Initial SL Hit,387.59689922480624,-1.0380813953488373,2021.0,9.0,NIFTY,17650.0,P,2021-09-30,0.9825,-10380.813953488372,2358377.502402024,OPT BUY
917,2021-10-01 13:15:00,LONG,2021-10-01 14:15:00,37206.0,37083.75,37682.46388888889,2021-10-06 14:15:00,37522.5,316.5,309.02715,51040.15481373972,TSL Hit,161.26431220770843,1.661168359941945,2021.0,10.0,,,,,,,,POSITIONAL
918,2021-10-04 09:15:00,LONG,2021-10-04 10:15:00,18377.6,18217.55,18398.93625,2021-10-06 14:15:00,18311.85,-65.75,-73.08789,-26832.93792442974,TSL Hit,408.10551976319,-0.9942523778948286,2021.0,10.0,,,,,,,,POSITIONAL
919,2021-10-05 09:15:00,LONG,2021-10-05 10:15:00,17696.75,17640.9,17681.541250000002,2021-10-06 14:15:00,17640.9,-55.84999999999855,-62.91752999999854,-23669.6003503462,Initial SL hit,423.8066311610889,-0.8888288810092043,2021.0,10.0,,,,,,,,POSITIONAL
921,2021-10-07 10:15:00,LONG,2021-10-07 11:15:00,18421.45,18367.8,18367.8,2021-10-07 11:15:00,18367.8,-53.650000000001455,-61.007850000001454,-21842.743106542148,Initial SL Hit,407.13407467924617,-0.8279458185973613,2021.0,10.0,,,,,,,,POSITIONAL
920,2021-10-07 10:15:00,LONG,2021-10-07 11:15:00,17820.15,17789.2,17789.2,2021-10-07 14:15:00,17789.2,-30.950000000000728,-38.07187000000073,-13025.984629759314,Initial SL hit,420.8718781828436,-0.5341126477611121,2021.0,10.0,,,,,,,,POSITIONAL
922,2021-10-07 11:15:00,LONG,2021-10-07 12:15:00,37884.6,37650.25,37763.68055555556,2021-10-07 14:15:00,37751.05,-133.54999999999563,-141.11356499999565,-21151.074579115888,TSL Hit,158.3756988327711,-0.7449653157219326,2021.0,10.0,,,,,,,,POSITIONAL
923,2021-10-08 12:15:00,LONG,2021-10-08 13:15:00,17893.55,17840.35,17840.35,2021-10-11 09:15:00,17840.35,-53.20000000000073,-60.34678000000073,-22298.53774125344,Initial SL hit,419.1454462641567,-0.8431359344568397,2021.0,10.0,,,,,,,,POSITIONAL
924,2021-10-08 13:15:00,LONG,2021-10-08 14:15:00,37808.85,37686.4,39538.45555555556,2021-10-19 14:15:00,39495.3,1686.4500000000044,1678.7195850000044,267627.81729674473,TSL Hit,158.69300441563286,8.880035150500502,2021.0,10.0,,,,,,,,POSITIONAL
925,2021-10-11 10:15:00,LONG,2021-10-11 11:15:00,18020.15,17962.25,17962.25,2021-10-11 14:15:00,17962.25,-57.900000000001455,-65.09648000000145,-24098.02360135797,Initial SL hit,416.2007530458958,-0.9031067998879233,2021.0,10.0,,,,,,,,POSITIONAL
926,2021-10-11 15:15:00,LONG,2021-10-12 09:15:00,17954.8,17930.9,17930.9,2021-10-12 10:15:00,17930.9,-23.899999999997817,-31.07713999999782,-9983.402766947202,Initial SL hit,417.7155969434357,-0.43271353621312714,2021.0,10.0,,,,,,,,POSITIONAL
927,2021-10-12 11:15:00,LONG,2021-10-12 12:15:00,17938.6,17864.95,18290.66375,2021-10-20 13:15:00,18254.3,315.7000000000007,308.4614200000007,131991.90572285492,TSL Hit,418.0928277569041,4.2988502447236785,2021.0,10.0,,,,,,,,POSITIONAL
928,2021-10-13 12:15:00,LONG,2021-10-13 13:15:00,18693.5,18647.25,18647.25,2021-10-13 15:15:00,18647.25,-46.25,-53.71815,-18555.91515767513,Initial SL hit,401.2089763821649,-0.7184067991547863,2021.0,10.0,,,,,,,,POSITIONAL
929,2021-10-14 10:15:00,LONG,2021-10-14 11:15:00,18738.5,18706.0,19150.381875,2021-10-28 13:15:00,19126.85,388.34999999999854,380.7769299999986,155435.3336713178,TSL Hit,400.24548389679,5.0801415534861185,2021.0,10.0,,,,,,,,POSITIONAL
1951,2021-10-14 13:55:00,BUY,2021-10-14 14:00:00,54.5,47.65,59.89999999999999,2021-10-14 14:25:00,54.2,-0.2999999999999971,-1.9304999999999968,,TSL Hit,1459.8540145985398,-0.2818248175182477,2021.0,10.0,NIFTY,18250.0,C,2021-10-14,1.6305,-2818.248175182477,2355559.254226841,OPT BUY
1952,2021-10-14 14:00:00,BUY,2021-10-14 14:05:00,173.75,40.0,262.525,2021-10-14 14:35:00,210.7,36.94999999999999,31.183249999999987,,TSL Hit,74.76635514018692,0.2331457943925232,2021.0,10.0,BANKNIFTY,39000.0,C,2021-10-14,5.76675,2331.4579439252325,2357890.7121707667,OPT BUY
1953,2021-10-14 14:30:00,BUY,2021-10-14 14:35:00,61.4,48.15,87.29999999999998,2021-10-14 15:20:00,87.3,25.9,23.6695,,EOD Exit,754.7169811320755,1.7863773584905658,2021.0,10.0,NIFTY,18250.0,C,2021-10-14,2.2305,17863.77358490566,2375754.485755672,OPT BUY
1954,2021-10-14 14:40:00,BUY,2021-10-14 14:45:00,240.0,189.6,334.92499999999995,2021-10-14 15:20:00,337.0,97.0,88.345,,EOD Exit,198.4126984126984,1.7528769841269842,2021.0,10.0,BANKNIFTY,39000.0,C,2021-10-14,8.655,17528.76984126984,2393283.2555969423,OPT BUY
930,2021-10-20 10:15:00,LONG,2021-10-20 11:15:00,39725.05,39531.75,39531.75,2021-10-20 11:15:00,39531.75,-193.3000000000029,-201.2256800000029,-29195.68383173885,Initial SL Hit,151.03819881913302,-1.013092142111856,2021.0,10.0,,,,,,,,POSITIONAL
931,2021-10-20 12:15:00,LONG,2021-10-20 13:15:00,39700.2,39462.25,39462.25,2021-10-20 13:15:00,39462.25,-237.9499999999971,-245.8662449999971,-35962.03545574034,Initial SL Hit,151.1327398854414,-1.2386146417398256,2021.0,10.0,,,,,,,,POSITIONAL
932,2021-10-20 14:15:00,LONG,2021-10-20 15:15:00,39570.9,39342.0,41160.14444444444,2021-10-27 11:15:00,41150.95,1580.0499999999956,1571.9778149999956,239577.5683646309,TSL Hit,151.6265740733721,7.945120353593148,2021.0,10.0,,,,,,,,POSITIONAL
1955,2021-10-21 13:30:00,BUY,2021-10-21 13:35:00,35.0,12.35,28.425,2021-10-21 13:45:00,25.65,-9.35,-10.259750000000002,,TSL Hit,441.5011037527594,-0.4529690949227374,2021.0,10.0,NIFTY,18100.0,P,2021-10-21,0.90975,-4529.690949227374,2388753.564647715,OPT BUY
1956,2021-10-21 13:55:00,BUY,2021-10-21 14:00:00,33.6,18.1,18.1,2021-10-21 14:25:00,18.1,-15.5,-16.2755,,Initial SL Hit,645.1612903225806,-1.050032258064516,2021.0,10.0,NIFTY,18100.0,P,2021-10-21,0.7755,-10500.32258064516,2378253.2420670697,OPT BUY
1957,2021-10-21 14:50:00,BUY,2021-10-21 14:55:00,350.9,255.85,255.85,2021-10-21 15:05:00,255.85,-95.04999999999998,-104.15124999999998,,Initial SL Hit,105.20778537611784,-1.0957522356654392,2021.0,10.0,BANKNIFTY,39600.0,C,2021-10-21,9.10125,-10957.522356654392,2367295.719710415,OPT BUY
933,2021-10-26 15:15:00,LONG,2021-10-27 09:15:00,18310.45,18262.8,18262.8,2021-10-27 09:15:00,18262.8,-47.650000000001455,-54.964650000001456,-19517.543260816143,Initial SL hit,409.6021670685319,-0.750454658405466,2021.0,10.0,,,,,,,,POSITIONAL
934,2021-10-27 10:15:00,LONG,2021-10-27 11:15:00,18314.55,18267.55,18267.55,2021-10-27 14:15:00,18267.55,-47.0,-54.31642,-19246.992145589164,Initial SL hit,409.5104711827482,-0.7414380915720016,2021.0,10.0,,,,,,,,POSITIONAL
935,2021-10-27 12:15:00,LONG,2021-10-27 13:15:00,41217.85,41089.8,41089.8,2021-10-27 14:15:00,41089.8,-128.04999999999563,-136.28076499999565,-18639.982434794,Initial SL Hit,145.56800027172693,-0.661270614551684,2021.0,10.0,,,,,,,,POSITIONAL
1958,2021-10-28 13:30:00,BUY,2021-10-28 13:35:00,50.0,23.95,43.975,2021-10-28 13:45:00,38.3,-11.700000000000005,-13.024500000000003,,TSL Hit,383.8771593090211,-0.4999808061420348,2021.0,10.0,NIFTY,18000.0,P,2021-10-28,1.3245,-4999.808061420347,2362295.911648995,OPT BUY
1959,2021-10-28 13:50:00,BUY,2021-10-28 13:55:00,60.0,34.35,102.225,2021-10-28 14:55:00,84.4,24.40000000000001,22.234000000000005,,TSL Hit,389.8635477582846,0.8668226120857702,2021.0,10.0,NIFTY,18000.0,P,2021-10-28,2.166,8668.226120857702,2370964.1377698523,OPT BUY
1960,2021-10-28 14:15:00,BUY,2021-10-28 14:20:00,93.3,51.05,386.175,2021-10-28 15:20:00,412.05,318.75,311.16975,,EOD Exit,236.6863905325444,7.364964497041419,2021.0,10.0,BANKNIFTY,39900.0,P,2021-10-28,7.58025,73649.6449704142,2444613.7827402665,OPT BUY
1961,2021-10-28 15:05:00,BUY,2021-10-28 15:10:00,116.75,63.15,132.5375,2021-10-28 15:20:00,148.6,31.849999999999994,27.86975,,EOD Exit,186.56716417910448,0.5199580223880595,2021.0,10.0,NIFTY,18000.0,P,2021-10-28,3.98025,5199.580223880595,2449813.3629641472,OPT BUY
936,2021-10-29 09:15:00,LONG,2021-10-29 10:15:00,18977.05,18568.85,19209.128125,2021-11-09 09:15:00,19137.8,160.75,153.12703,63530.685749365686,TSL Hit,395.2142192806575,2.01726598707386,2021.0,10.0,,,,,,,,POSITIONAL
1962,2021-11-03 14:15:00,BUY,2021-11-03 14:20:00,23.9,3.85,3.85,2021-11-03 15:00:00,3.85,-20.05,-20.46625,,Initial SL Hit,498.7531172069826,-1.020760598503741,2021.0,11.0,NIFTY,17800.0,P,2021-11-03,0.41625,-10207.605985037408,2439605.7569791097,OPT BUY
1963,2021-11-03 14:20:00,BUY,2021-11-03 14:25:00,408.05,121.15,427.4375,2021-11-03 14:35:00,416.8,8.75,-3.62275,,TSL Hit,34.85535029627048,-0.0126272220285813,2021.0,11.0,BANKNIFTY,39900.0,P,2021-11-03,12.37275,-126.27222028581387,2439479.484758824,OPT BUY
1964,2021-11-03 14:40:00,BUY,2021-11-03 14:45:00,455.05,352.55,483.35,2021-11-03 15:20:00,495.0,39.94999999999999,25.699249999999992,,EOD Exit,97.5609756097561,0.2507243902439023,2021.0,11.0,BANKNIFTY,39900.0,P,2021-11-03,14.250749999999998,2507.243902439024,2441986.728661264,OPT BUY
937,2021-11-08 10:15:00,LONG,2021-11-08 11:15:00,17921.9,17836.1,17959.6625,2021-11-11 09:15:00,17877.65,-44.25,-51.40991,-18517.8468800741,TSL Hit,418.4824153689062,-0.7171381103566028,2021.0,11.0,,,,,,,,POSITIONAL
938,2021-11-09 12:15:00,LONG,2021-11-09 13:15:00,19118.3,19079.3,19079.3,2021-11-09 13:15:00,19079.3,-39.0,-46.63952,-15299.477464000462,Initial SL Hit,392.2942939487298,-0.6098805856169219,2021.0,11.0,,,,,,,,POSITIONAL
939,2021-11-09 14:15:00,LONG,2021-11-09 15:15:00,19093.15,19031.85,19031.85,2021-11-10 09:15:00,19001.0,-92.15000000000146,-99.76883000000146,-36197.53681294133,Gap Open Outside ISL,392.81103432382815,-1.3063432435192914,2021.0,11.0,,,,,,,,POSITIONAL
1965,2021-11-11 13:30:00,BUY,2021-11-11 13:35:00,52.75,33.3,82.05,2021-11-11 14:20:00,69.0,16.25,14.42375,,TSL Hit,514.1388174807197,0.741580976863753,2021.0,11.0,NIFTY,17900.0,P,2021-11-11,1.82625,7415.80976863753,2449402.538429901,OPT BUY
1966,2021-11-11 14:05:00,BUY,2021-11-11 14:10:00,124.95,92.9,92.9,2021-11-11 14:25:00,92.9,-32.05,-35.31775,,Initial SL Hit,312.01248049922,-1.1019578783151325,2021.0,11.0,BANKNIFTY,38500.0,P,2021-11-11,3.2677500000000004,-11019.578783151324,2438382.95964675,OPT BUY
940,2021-11-11 14:15:00,LONG,2021-11-11 15:15:00,17874.6,17798.2,18014.7725,2021-11-16 14:15:00,18002.0,127.40000000000146,120.22468000000146,53455.74166694701,TSL Hit,419.589809002719,1.6815016839537875,2021.0,11.0,,,,,,,,POSITIONAL
941,2021-11-17 15:15:00,LONG,2021-11-18 09:15:00,17900.25,17879.25,17879.25,2021-11-18 09:15:00,17879.25,-21.0,-28.1559,-8798.759793857627,Initial SL Hit,418.988561612268,-0.39323333472996186,2021.0,11.0,,,,,,,,POSITIONAL
1967,2021-11-25 13:40:00,BUY,2021-11-25 13:45:00,37.6,19.15,19.15,2021-11-25 15:05:00,19.15,-18.450000000000003,-19.301250000000003,,Initial SL Hit,542.0054200542005,-1.0461382113821138,2021.0,11.0,NIFTY,17500.0,C,2021-11-25,0.85125,-10461.38211382114,2427921.5775329284,OPT BUY
1968,2021-12-02 13:30:00,BUY,2021-12-02 13:35:00,46.95,31.45,31.45,2021-12-02 13:40:00,31.45,-15.500000000000004,-16.676000000000002,,Initial SL Hit,645.1612903225805,-1.0758709677419356,2021.0,12.0,NIFTY,17300.0,C,2021-12-02,1.176,-10758.709677419354,2417162.8678555093,OPT BUY
1969,2021-12-02 13:45:00,BUY,2021-12-02 13:50:00,47.9,31.45,31.45,2021-12-02 14:00:00,31.45,-16.45,-17.640249999999998,,Initial SL Hit,607.9027355623101,-1.072355623100304,2021.0,12.0,NIFTY,17300.0,C,2021-12-02,1.1902499999999998,-10723.55623100304,2406439.311624506,OPT BUY
942,2021-12-02 13:15:00,LONG,2021-12-02 14:15:00,17340.85,17280.65,17280.65,2021-12-03 13:15:00,17280.65,-60.19999999999709,-67.12429999999709,-26036.785970697987,Initial SL hit,432.5047503438413,-0.967719287116795,2021.0,12.0,,,,,,,,POSITIONAL
1970,2021-12-02 14:30:00,BUY,2021-12-02 14:35:00,49.05,28.7,94.2125,2021-12-02 15:20:00,101.8,52.75,50.48725,,EOD Exit,491.4004914004914,2.480945945945946,2021.0,12.0,NIFTY,17300.0,C,2021-12-02,2.26275,24809.459459459464,2431248.7710839654,OPT BUY
943,2021-12-07 09:15:00,LONG,2021-12-07 10:15:00,17101.75,16987.75,17357.31625,2021-12-14 09:15:00,17280.1,178.34999999999854,171.47362999999854,78215.67968190326,TSL Hit,438.5516102153288,2.5066678848655624,2021.0,12.0,,,,,,,,POSITIONAL
944,2021-12-07 10:15:00,LONG,2021-12-07 11:15:00,36556.3,36326.7,37048.66666666666,2021-12-10 09:15:00,36893.45,337.1499999999942,329.8050249999942,55336.56305479398,TSL Hit,164.13039612871106,1.8043676466162832,2021.0,12.0,,,,,,,,POSITIONAL
945,2021-12-08 09:15:00,LONG,2021-12-08 10:15:00,18254.9,18115.45,18115.45,2021-12-10 09:15:00,18115.45,-139.45000000000073,-146.72407000000072,-57292.836443913984,Initial SL hit,410.8485940761111,-2.0093792625541735,2021.0,12.0,,,,,,,,POSITIONAL
946,2021-12-10 12:15:00,LONG,2021-12-10 13:15:00,36967.55,36825.85,36825.85,2021-12-10 13:15:00,36825.85,-141.70000000000437,-149.07934000000438,-22998.548727195237,Initial SL Hit,162.30450760193736,-0.8065416290774171,2021.0,12.0,,,,,,,,POSITIONAL
947,2021-12-10 14:15:00,LONG,2021-12-10 15:15:00,37125.75,36908.3,37103.84444444444,2021-12-13 12:15:00,37048.75,-77.0,-84.41745,-12444.193046605118,TSL Hit,161.61289670915738,-0.4547649542433485,2021.0,12.0,,,,,,,,POSITIONAL
949,2021-12-14 10:15:00,LONG,2021-12-14 11:15:00,17280.95,17225.8,17225.8,2021-12-15 10:15:00,17225.8,-55.150000000001455,-62.051350000001456,-23935.31605612023,Initial SL Hit,434.0039176086962,-0.8976842997636335,2021.0,12.0,,,,,,,,POSITIONAL
948,2021-12-14 10:15:00,LONG,2021-12-14 11:15:00,17817.55,17757.3,17757.3,2021-12-16 11:15:00,17757.3,-60.25,-67.36497,-25361.23092119848,Initial SL Hit,420.9332932979001,-0.9452052891671413,2021.0,12.0,,,,,,,,POSITIONAL
950,2021-12-14 10:15:00,LONG,2021-12-14 11:15:00,36662.7,36545.4,36545.4,2021-12-16 11:15:00,36545.4,-117.29999999999563,-124.62080999999564,-19196.622180035127,Initial SL Hit,163.6540680309961,-0.6798234172605707,2021.0,12.0,,,,,,,,POSITIONAL
1971,2021-12-16 14:40:00,BUY,2021-12-16 14:45:00,64.6,20.45,20.45,2021-12-16 14:55:00,20.45,-44.14999999999999,-45.42575,,Initial SL Hit,226.50056625141568,-1.0288958097395244,2021.0,12.0,NIFTY,17250.0,P,2021-12-16,1.27575,-10288.958097395243,2420959.8129865704,OPT BUY
1972,2021-12-16 15:00:00,BUY,2021-12-16 15:05:00,190.9,150.8,150.8,2021-12-16 15:15:00,150.8,-40.1,-45.2255,,Initial SL Hit,249.3765586034913,-1.1278179551122196,2021.0,12.0,BANKNIFTY,36700.0,P,2021-12-16,5.125500000000001,-11278.179551122195,2409681.633435448,OPT BUY
951,2021-12-23 15:15:00,LONG,2021-12-24 09:15:00,17089.35,17043.35,17043.35,2021-12-24 09:15:00,17043.35,-46.0,-52.82654,-20188.011831930413,Initial SL hit,438.86982243326986,-0.7727991409854676,2021.0,12.0,,,,,,,,POSITIONAL
952,2021-12-24 13:15:00,LONG,2021-12-24 14:15:00,17046.35,16941.5,16941.5,2021-12-27 09:15:00,16941.5,-104.84999999999854,-111.64756999999857,-46131.57655451103,Initial SL hit,439.97688654756007,-1.6374116746400045,2021.0,12.0,,,,,,,,POSITIONAL
953,2021-12-27 11:15:00,LONG,2021-12-27 12:15:00,17029.5,16990.6,18207.0325,2022-01-18 14:15:00,18097.6,1068.0999999999983,1061.0745799999986,470404.2984233236,TSL Hit,440.4122258433894,15.5770072521213,2021.0,12.0,,,,,,,,POSITIONAL
954,2021-12-28 15:15:00,LONG,2021-12-29 09:15:00,35201.8,35165.2,35165.2,2021-12-29 09:15:00,35165.2,-36.60000000000582,-43.636700000005824,-6238.317358772419,Initial SL Hit,170.44582947462914,-0.24792311756788477,2021.0,12.0,,,,,,,,POSITIONAL
955,2021-12-29 11:15:00,LONG,2021-12-29 12:15:00,35224.55,35142.9,35142.9,2021-12-29 12:15:00,35142.9,-81.65000000000146,-88.68674500000145,-13907.913656810624,Initial SL hit,170.33574594991276,-0.5035507621814982,2021.0,12.0,,,,,,,,POSITIONAL
