,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,THEO PnL,Remarks,Qty,ROI%,Trade Year,Trade Month,Index,Strike,Option Type,Expiry,Slippages,PnL,Cumulative PnL,Strategy
80,2017-04-28 11:15:00,LONG,2017-04-28 12:15:00,22246.75,22182.55,22308.397222222226,2017-05-03 10:15:00,22276.85,30.099999999998545,25.647639999998542,8118.039713665648,TSL Hit,269.7023160686392,0.23057426365647607,2017.0,4.0,,,,,,,,POSITIONAL
81,2017-05-03 12:15:00,LONG,2017-05-03 13:15:00,22290.45,22240.05,22720.355555555558,2017-05-09 09:15:00,22694.3,403.84999999999854,399.35152499999856,108705.7461827819,TSL Hit,269.1735698471767,3.5831625202721216,2017.0,5.0,,,,,,,,POSITIONAL
82,2017-05-03 12:15:00,LONG,2017-05-03 13:15:00,9316.4,9298.4,9325.87375,2017-05-05 09:15:00,9324.2,7.800000000001091,4.071880000001091,6279.249495514167,TSL Hit,805.0319866042678,0.10926645485383546,2017.0,5.0,,,,,,,,POSITIONAL
1542,2017-05-04 14:05:00,BUY,2017-05-04 14:10:00,15.4,7.75,30.6,2017-05-04 14:40:00,24.45,9.05,8.45225,,TSL Hit,1307.18954248366,1.1048692810457514,2017.0,5.0,BANKNIFTY,22700.0,C,2017-05-04,0.59775,11048.692810457514,588691.9846889686,OPT BUY
1543,2017-05-04 14:45:00,BUY,2017-05-04 14:50:00,28.75,16.35,16.35,2017-05-04 14:55:00,16.35,-12.4,-13.0765,,Initial SL Hit,806.4516129032259,-1.0545564516129031,2017.0,5.0,BANKNIFTY,22700.0,C,2017-05-04,0.6765,-10545.564516129032,578146.4201728395,OPT BUY
83,2017-05-08 09:15:00,LONG,2017-05-08 10:15:00,9324.2,9297.95,9318.33375,2017-05-09 14:15:00,9317.9,-6.300000000001091,-10.028420000001091,-5067.458870466976,TSL Hit,804.3585508676347,-0.26888151262309606,2017.0,5.0,,,,,,,,POSITIONAL
84,2017-05-09 10:15:00,LONG,2017-05-09 11:15:00,22720.75,22665.1,22824.483333333334,2017-05-11 15:15:00,22773.85,53.09999999999855,48.55053999999855,14022.424435812693,TSL Hit,264.0757897516587,0.42736740644563703,2017.0,5.0,,,,,,,,POSITIONAL
85,2017-05-10 11:15:00,LONG,2017-05-10 12:15:00,9390.65,9373.0,9373.0,2017-05-10 12:15:00,9373.0,-17.649999999999636,-21.40272999999964,-14096.4682955916,Initial SL hit,798.6667589570477,-0.569788300064416,2017.0,5.0,,,,,,,,POSITIONAL
86,2017-05-10 13:15:00,LONG,2017-05-10 14:15:00,9392.9,9375.6,9375.6,2017-05-12 14:15:00,9375.6,-17.299999999999272,-21.053699999999274,-13813.625184979564,Initial SL hit,798.4754442185055,-0.5603620819980856,2017.0,5.0,,,,,,,,POSITIONAL
1544,2017-05-11 14:50:00,BUY,2017-05-11 14:55:00,23.45,11.45,56.9875,2017-05-11 15:20:00,75.1,51.64999999999999,50.17174999999999,,EOD Exit,833.3333333333334,4.180979166666666,2017.0,5.0,BANKNIFTY,22900.0,P,2017-05-11,1.4782499999999998,41809.79166666666,619956.2118395062,OPT BUY
87,2017-05-12 14:15:00,LONG,2017-05-12 15:15:00,22696.35,22578.0,22792.877777777776,2017-05-15 12:15:00,22782.6,86.25,81.702105,22801.023071991756,TSL Hit,264.3596877912087,0.7199580989894852,2017.0,5.0,,,,,,,,POSITIONAL
88,2017-05-15 10:15:00,LONG,2017-05-15 11:15:00,9445.35,9436.85,9436.85,2017-05-15 11:15:00,9436.85,-8.5,-12.27644,-6749.352856167319,Initial SL hit,794.0415124902729,-0.3249334328532029,2017.0,5.0,,,,,,,,POSITIONAL
89,2017-05-15 13:15:00,LONG,2017-05-15 14:15:00,22825.55,22764.85,22769.186111111117,2017-05-16 09:15:00,22764.85,-60.70000000000073,-65.25904000000072,-15955.803912720805,Initial SL hit,262.863326403964,-0.5718069444109842,2017.0,5.0,,,,,,,,POSITIONAL
90,2017-05-15 13:15:00,LONG,2017-05-15 14:15:00,9443.45,9429.15,9456.52125,2017-05-18 13:15:00,9452.95,9.5,5.72072,7544.912081919213,TSL Hit,794.2012717809698,0.15144676998342768,2017.0,5.0,,,,,,,,POSITIONAL
91,2017-05-16 11:15:00,LONG,2017-05-16 12:15:00,22834.45,22794.45,22875.30277777777,2017-05-18 09:15:00,22761.65,-72.79999999999927,-77.35960999999928,-19128.991501875265,Gap Open Outside ISL,262.760872278509,-0.6775692867575027,2017.0,5.0,,,,,,,,POSITIONAL
92,2017-05-18 10:15:00,LONG,2017-05-18 11:15:00,22768.6,22706.35,22706.35,2017-05-18 14:15:00,22706.35,-62.25,-66.797495,-16404.170656078986,Initial SL Hit,263.5208137522729,-0.5867510079671127,2017.0,5.0,,,,,,,,POSITIONAL
1545,2017-05-18 14:50:00,BUY,2017-05-18 14:55:00,87.8,50.1,82.9625,2017-05-18 15:05:00,76.45,-11.349999999999994,-13.813749999999995,,TSL Hit,265.2519893899205,-0.3664124668435012,2017.0,5.0,BANKNIFTY,22800.0,P,2017-05-18,2.46375,-3664.1246684350126,616292.0871710712,OPT BUY
93,2017-05-19 12:15:00,LONG,2017-05-19 13:15:00,9246.15,9192.9,9192.9,2017-05-22 15:15:00,9192.9,-53.25,-56.93781,-43193.65357473111,Initial SL Hit,811.1484239386123,-1.5395004948005386,2017.0,5.0,,,,,,,,POSITIONAL
94,2017-05-22 10:15:00,LONG,2017-05-22 11:15:00,9463.8,9445.0,9445.0,2017-05-22 12:15:00,9445.0,-18.799999999999272,-22.58175999999927,-14898.877829201225,Initial SL Hit,792.4935015532873,-0.5965299351211794,2017.0,5.0,,,,,,,,POSITIONAL
95,2017-05-22 15:15:00,LONG,2017-05-23 09:15:00,9200.5,9189.0,9189.0,2017-05-23 09:15:00,9189.0,-11.5,-15.1779,-9374.490516819738,Initial SL Hit,815.1730884191077,-0.4124205206238792,2017.0,5.0,,,,,,,,POSITIONAL
96,2017-05-23 11:15:00,LONG,2017-05-23 12:15:00,9172.5,9158.35,9158.35,2017-05-23 14:15:00,9158.35,-14.149999999999636,-17.816169999999637,-11569.910057236006,Initial SL Hit,817.6614881439084,-0.4855865358408187,2017.0,5.0,,,,,,,,POSITIONAL
97,2017-05-23 12:15:00,LONG,2017-05-23 13:15:00,22695.1,22567.5,22567.5,2017-05-23 14:15:00,22567.5,-127.59999999999854,-132.12625999999855,-33734.15406849899,Initial SL Hit,264.37424818573174,-1.1643593551030713,2017.0,5.0,,,,,,,,POSITIONAL
98,2017-05-25 09:15:00,LONG,2017-05-25 10:15:00,9212.6,9159.6,9564.67,2017-06-15 13:15:00,9564.35,351.75,347.99461,286360.5279725593,TSL Hit,814.1024249397564,9.44344186223216,2017.0,5.0,,,,,,,,POSITIONAL
99,2017-05-25 12:15:00,LONG,2017-05-25 13:15:00,9429.55,9407.1,9640.0825,2017-06-06 14:15:00,9634.4,204.8500000000004,201.0372100000004,162931.9532745468,TSL Hit,795.3719954822872,5.32997889612973,2017.0,5.0,,,,,,,,POSITIONAL
1546,2017-05-25 13:50:00,BUY,2017-05-25 13:55:00,4.1,2.9,16.7375,2017-05-25 14:15:00,16.35,12.250000000000002,11.943250000000004,,TSL Hit,8333.333333333336,9.95270833333334,2017.0,5.0,NIFTY,9450.0,C,2017-05-25,0.30675,99527.0833333334,715819.1705044046,OPT BUY
1547,2017-05-25 14:00:00,BUY,2017-05-25 14:05:00,87.8,25.95,197.0125,2017-05-25 14:50:00,173.15,85.35000000000001,81.43575000000001,,TSL Hit,161.68148746968473,1.316665319320938,2017.0,5.0,BANKNIFTY,22900.0,C,2017-05-25,3.91425,13166.65319320938,728985.823697614,OPT BUY
100,2017-05-25 13:15:00,LONG,2017-05-25 14:15:00,23068.85,22813.0,23188.969444444443,2017-05-29 14:15:00,23177.25,108.40000000000146,103.77539000000144,28193.863153126786,TSL Hit,260.0909884974761,0.8997014588937159,2017.0,5.0,,,,,,,,POSITIONAL
1548,2017-05-25 14:25:00,BUY,2017-05-25 14:30:00,22.35,16.1,21.4875,2017-05-25 14:40:00,19.5,-2.8500000000000014,-3.477750000000001,,TSL Hit,1600.0,-0.5564400000000003,2017.0,5.0,NIFTY,9450.0,C,2017-05-25,0.62775,-5564.400000000002,723421.423697614,OPT BUY
1549,2017-05-25 14:45:00,BUY,2017-05-25 14:50:00,21.0,16.0,56.8375,2017-05-25 15:15:00,50.95,29.950000000000003,28.87075,,TSL Hit,2000.0,5.774150000000001,2017.0,5.0,NIFTY,9450.0,C,2017-05-25,1.07925,57741.5,781162.923697614,OPT BUY
1550,2017-05-25 14:55:00,BUY,2017-05-25 15:00:00,210.0,165.0,307.5625,2017-05-25 15:15:00,295.6,85.60000000000002,78.01600000000002,,TSL Hit,222.22222222222223,1.7336888888888895,2017.0,5.0,BANKNIFTY,22900.0,C,2017-05-25,7.584,17336.888888888894,798499.8125865029,OPT BUY
101,2017-05-29 15:15:00,LONG,2017-05-30 09:15:00,23215.35,23141.15,23141.15,2017-05-30 09:15:00,23141.15,-74.19999999999709,-78.83564999999709,-19176.966963667684,Initial SL Hit,258.44968953731046,-0.679168308899044,2017.0,5.0,,,,,,,,POSITIONAL
102,2017-05-30 11:15:00,LONG,2017-05-30 12:15:00,23263.6,23207.05,23207.05,2017-05-30 12:15:00,23207.05,-56.54999999999927,-61.19706499999927,-14585.01693632953,Initial SL Hit,257.9136505098093,-0.5261186144878632,2017.0,5.0,,,,,,,,POSITIONAL
103,2017-05-30 13:15:00,LONG,2017-05-30 14:15:00,23268.9,23213.15,23296.38888888889,2017-06-01 11:15:00,23279.9,11.0,6.34512,2836.403955494244,TSL Hit,257.85490504493123,0.05453734383662313,2017.0,5.0,,,,,,,,POSITIONAL
104,2017-06-01 12:15:00,LONG,2017-06-01 13:15:00,23287.05,23224.05,23416.372222222224,2017-06-06 12:15:00,23397.3,110.25,105.581565,28406.346016348143,TSL Hit,257.6539321210716,0.9067835127248837,2017.0,6.0,,,,,,,,POSITIONAL
1551,2017-06-01 14:10:00,BUY,2017-06-01 14:15:00,60.6,45.45,45.45,2017-06-01 14:25:00,45.45,-15.15,-16.74075,,Initial SL Hit,660.0660066006601,-1.105,2017.0,6.0,BANKNIFTY,23300.0,C,2017-06-01,1.59075,-11050.0,787449.8125865029,OPT BUY
105,2017-06-07 11:15:00,LONG,2017-06-07 12:15:00,23490.8,23458.0,23458.36111111111,2017-06-07 14:15:00,23458.0,-32.79999999999927,-37.49487999999927,-8377.747884277915,Initial SL hit,255.41914281335676,-0.31923033698298287,2017.0,6.0,,,,,,,,POSITIONAL
106,2017-06-07 13:15:00,LONG,2017-06-07 14:15:00,9646.4,9634.6,9634.6,2017-06-07 14:15:00,9634.6,-11.799999999999272,-15.656199999999274,-9174.407032674835,Initial SL Hit,777.4921214131697,-0.4057524050422768,2017.0,6.0,,,,,,,,POSITIONAL
108,2017-06-08 10:15:00,LONG,2017-06-08 11:15:00,23614.45,23579.45,23579.45,2017-06-08 14:15:00,23579.45,-35.0,-39.71939,-8892.860092019928,Initial SL hit,254.0817169148551,-0.3363990268670243,2017.0,6.0,,,,,,,,POSITIONAL
107,2017-06-08 10:15:00,LONG,2017-06-08 11:15:00,9659.8,9647.0,9652.0625,2017-06-08 14:15:00,9647.0,-12.799999999999272,-16.661359999999274,-9938.09395639605,Initial SL hit,776.4135903434855,-0.4312035445868257,2017.0,6.0,,,,,,,,POSITIONAL
1552,2017-06-08 15:00:00,BUY,2017-06-08 15:05:00,39.95,25.45,55.7,2017-06-08 15:20:00,58.05,18.099999999999994,16.629999999999995,,EOD Exit,689.6551724137929,1.1468965517241372,2017.0,6.0,BANKNIFTY,23600.0,P,2017-06-08,1.47,11468.965517241371,798918.7781037443,OPT BUY
109,2017-06-08 15:15:00,LONG,2017-06-09 09:15:00,23546.95,23514.2,23514.2,2017-06-09 10:15:00,23514.2,-32.75,-37.456115,-8345.029823395387,Initial SL Hit,254.8100709433706,-0.3181398440137681,2017.0,6.0,,,,,,,,POSITIONAL
110,2017-06-09 11:15:00,LONG,2017-06-09 12:15:00,23587.65,23545.8,23545.8,2017-06-09 12:15:00,23545.8,-41.85000000000218,-46.56334500000219,-10645.40130110516,Initial SL Hit,254.3704014600861,-0.39481122536583496,2017.0,6.0,,,,,,,,POSITIONAL
111,2017-06-09 13:15:00,LONG,2017-06-09 14:15:00,23679.65,23603.1,23603.1,2017-06-12 09:15:00,23603.1,-76.55000000000291,-81.2782750000029,-19396.40155154394,Initial SL hit,253.3821234688857,-0.6864820637129595,2017.0,6.0,,,,,,,,POSITIONAL
112,2017-06-12 15:15:00,LONG,2017-06-13 09:15:00,23492.25,23463.85,23463.85,2017-06-13 15:15:00,23463.85,-28.40000000000145,-33.09561000000146,-7253.455926955006,Initial SL Hit,255.40337770967025,-0.28175768604541035,2017.0,6.0,,,,,,,,POSITIONAL
113,2017-06-13 12:15:00,LONG,2017-06-13 13:15:00,9647.9,9631.55,9631.55,2017-06-13 13:15:00,9631.55,-16.350000000000364,-20.205890000000363,-12710.019797054563,Initial SL Hit,777.3712414100478,-0.5235825931031718,2017.0,6.0,,,,,,,,POSITIONAL
114,2017-06-13 15:15:00,LONG,2017-06-14 09:15:00,23510.85,23448.25,23448.25,2017-06-14 09:15:00,23448.25,-62.59999999999855,-67.29590999999854,-15975.602753621892,Initial SL Hit,255.20132194284767,-0.5724668397782177,2017.0,6.0,,,,,,,,POSITIONAL
115,2017-06-14 12:15:00,LONG,2017-06-14 13:15:00,23526.45,23420.4,23420.4,2017-06-15 09:15:00,23420.4,-106.04999999999929,-110.74468499999928,-27046.15443468928,Initial SL Hit,255.03210216586007,-0.9414483273081938,2017.0,6.0,,,,,,,,POSITIONAL
1553,2017-06-15 14:05:00,BUY,2017-06-15 14:10:00,51.1,30.55,75.4625,2017-06-15 14:30:00,73.0,21.9,20.0385,,TSL Hit,486.61800486618006,0.975109489051095,2017.0,6.0,BANKNIFTY,23400.0,P,2017-06-15,1.8615,9751.094890510947,808669.8729942552,OPT BUY
116,2017-06-15 14:15:00,LONG,2017-06-15 15:15:00,9583.85,9545.85,9649.464375,2017-06-23 14:15:00,9641.1,57.25,53.40501,44801.93241755661,TSL Hit,782.5665051101593,1.3930990677024369,2017.0,6.0,,,,,,,,POSITIONAL
117,2017-06-19 10:15:00,LONG,2017-06-19 11:15:00,23619.35,23564.9,23655.411111111112,2017-06-21 10:15:00,23636.6,17.25,12.524405,4382.000351406792,TSL Hit,254.0290058786546,0.10605207171238835,2017.0,6.0,,,,,,,,POSITIONAL
118,2017-06-19 11:15:00,LONG,2017-06-19 12:15:00,9629.8,9621.4,9621.4,2017-06-21 09:15:00,9621.4,-8.399999999999636,-12.250239999999636,-6542.191945834522,Initial SL hit,778.8323745041434,-0.3180294502481785,2017.0,6.0,,,,,,,,POSITIONAL
119,2017-06-21 11:15:00,LONG,2017-06-21 12:15:00,9625.1,9611.9,9611.9,2017-06-21 13:15:00,9611.9,-13.200000000000728,-17.047400000000728,-10285.607422261117,Initial SL Hit,779.212683504587,-0.44278501002588877,2017.0,6.0,,,,,,,,POSITIONAL
120,2017-06-21 12:15:00,LONG,2017-06-21 13:15:00,23676.5,23634.55,23634.55,2017-06-21 13:15:00,23634.55,-41.95000000000073,-46.68110500000073,-10630.794247460746,Initial SL Hit,253.4158342660444,-0.39432437226786665,2017.0,6.0,,,,,,,,POSITIONAL
121,2017-06-22 10:15:00,LONG,2017-06-22 11:15:00,9689.45,9665.55,9665.55,2017-06-22 14:15:00,9665.55,-23.90000000000145,-27.77100000000145,-18499.502035720387,Initial SL hit,774.0377420803038,-0.7165267378437746,2017.0,6.0,,,,,,,,POSITIONAL
122,2017-06-22 10:15:00,LONG,2017-06-22 11:15:00,23895.35,23791.7,23791.7,2017-06-22 14:15:00,23791.7,-103.64999999999782,-108.4187049999978,-26025.98413498806,Initial SL hit,251.09487829222005,-0.9074460512191519,2017.0,6.0,,,,,,,,POSITIONAL
1554,2017-06-22 14:10:00,BUY,2017-06-22 14:15:00,59.25,46.25,99.9375,2017-06-22 14:35:00,97.55,38.3,35.948,,TSL Hit,769.2307692307693,2.7652307692307696,2017.0,6.0,BANKNIFTY,23900.0,P,2017-06-22,2.352,27652.30769230769,836322.1806865629,OPT BUY
1555,2017-06-22 14:45:00,BUY,2017-06-22 14:50:00,98.8,87.05,144.4,2017-06-22 15:05:00,143.0,44.2,40.573,,TSL Hit,851.063829787234,3.4530212765957446,2017.0,6.0,BANKNIFTY,23900.0,P,2017-06-22,3.627,34530.21276595745,870852.3934525204,OPT BUY
123,2017-06-23 11:15:00,LONG,2017-06-23 12:15:00,23617.5,23531.4,23531.4,2017-06-23 14:15:00,23531.4,-86.09999999999854,-90.81488999999854,-21873.61067005361,Initial SL Hit,254.04890441409967,-0.769047443632887,2017.0,6.0,,,,,,,,POSITIONAL
124,2017-06-23 12:15:00,LONG,2017-06-23 13:15:00,9597.6,9572.75,9572.75,2017-06-23 14:15:00,9572.75,-24.850000000000364,-28.684070000000364,-19418.917229307608,Initial SL Hit,781.445361340335,-0.747167781528725,2017.0,6.0,,,,,,,,POSITIONAL
126,2017-06-23 15:15:00,LONG,2017-06-27 09:15:00,9646.0,9633.2,9633.2,2017-06-27 09:15:00,9633.2,-12.799999999999272,-16.655839999999273,-9952.311839103726,Initial SL Hit,777.5243624300228,-0.43167737922453026,2017.0,6.0,,,,,,,,POSITIONAL
125,2017-06-23 15:15:00,LONG,2017-06-27 09:15:00,23549.85,23507.5,23507.5,2017-06-27 09:15:00,23507.5,-42.34999999999855,-47.05573499999854,-10789.877642532383,Initial SL Hit,254.7786928579163,-0.3996266218256044,2017.0,6.0,,,,,,,,POSITIONAL
1556,2017-06-29 13:35:00,BUY,2017-06-29 13:40:00,19.3,12.0,12.0,2017-06-29 13:45:00,12.0,-7.300000000000001,-7.769500000000001,,Initial SL Hit,1369.86301369863,-1.0643150684931508,2017.0,6.0,NIFTY,9500.0,P,2017-06-29,0.4695,-10643.150684931508,860209.2427675888,OPT BUY
1557,2017-06-29 13:50:00,BUY,2017-06-29 13:55:00,12.5,7.7,7.7,2017-06-29 14:00:00,7.7,-4.8,-5.103,,Initial SL Hit,2083.333333333333,-1.063125,2017.0,6.0,NIFTY,9500.0,P,2017-06-29,0.303,-10631.25,849577.9927675888,OPT BUY
1558,2017-06-29 14:05:00,BUY,2017-06-29 14:10:00,8.15,4.25,4.25,2017-06-29 14:20:00,4.25,-3.9,-4.086,,Initial SL Hit,2564.102564102564,-1.0476923076923077,2017.0,6.0,NIFTY,9500.0,P,2017-06-29,0.186,-10476.923076923078,839101.0696906657,OPT BUY
1559,2017-06-29 14:25:00,BUY,2017-06-29 14:30:00,15.4,8.5,8.5,2017-06-29 14:30:00,8.5,-6.9,-7.258500000000001,,Initial SL Hit,1449.2753623188405,-1.0519565217391305,2017.0,6.0,BANKNIFTY,23200.0,P,2017-06-29,0.3585,-10519.565217391304,828581.5044732743,OPT BUY
1560,2017-06-29 14:50:00,BUY,2017-06-29 14:55:00,14.0,6.55,6.55,2017-06-29 14:55:00,6.55,-7.45,-7.75825,,Initial SL Hit,1342.2818791946308,-1.0413758389261747,2017.0,6.0,BANKNIFTY,23200.0,P,2017-06-29,0.30825,-10413.758389261746,818167.7460840126,OPT BUY
127,2017-07-03 10:15:00,LONG,2017-07-03 11:15:00,9612.05,9568.5,9854.79,2017-07-18 12:15:00,9842.95,230.90000000000143,227.00900000000144,180164.4810420265,TSL Hit,780.2705978433321,5.9042816048606035,2017.0,7.0,,,,,,,,POSITIONAL
128,2017-07-06 09:15:00,LONG,2017-07-06 10:15:00,23446.15,23369.5,23443.38888888889,2017-07-10 09:15:00,23369.5,-76.65000000000146,-81.33156500000146,-19615.160698025426,Initial SL hit,255.90555379028112,-0.6937733060651873,2017.0,7.0,,,,,,,,POSITIONAL
1561,2017-07-06 14:05:00,BUY,2017-07-06 14:10:00,43.2,35.3,35.3,2017-07-06 14:15:00,35.3,-7.900000000000006,-9.077500000000006,,Initial SL Hit,1265.8227848101258,-1.1490506329113923,2017.0,7.0,BANKNIFTY,23500.0,C,2017-07-06,1.1775,-11490.506329113923,806677.2397548986,OPT BUY
129,2017-07-10 11:15:00,LONG,2017-07-10 12:15:00,23611.45,23575.7,23575.7,2017-07-10 12:15:00,23575.7,-35.75,-40.468715,-9084.57549197529,Initial SL hit,254.11399977553265,-0.3427889011475365,2017.0,7.0,,,,,,,,POSITIONAL
130,2017-07-11 10:15:00,LONG,2017-07-11 11:15:00,23693.05,23641.7,23641.7,2017-07-11 11:15:00,23641.7,-51.34999999999855,-56.08347499999854,-13003.81335454875,Initial SL hit,253.23881897856123,-0.4734170991071099,2017.0,7.0,,,,,,,,POSITIONAL
131,2017-07-12 11:15:00,LONG,2017-07-12 12:15:00,23583.5,23525.8,24186.33055555556,2017-07-21 12:15:00,24111.6,528.0999999999985,523.3304899999986,134356.64765619993,TSL Hit,254.41516314372336,4.438107066381145,2017.0,7.0,,,,,,,,POSITIONAL
132,2017-07-12 14:15:00,LONG,2017-07-12 15:15:00,9638.7,9601.05,10110.576875,2017-08-08 09:15:00,10092.85,454.1499999999997,450.20368999999965,353380.1238756261,TSL Hit,778.1132310373805,11.676981595028366,2017.0,7.0,,,,,,,,POSITIONAL
133,2017-07-19 10:15:00,LONG,2017-07-19 11:15:00,9877.3,9863.5,9866.83125,2017-07-19 13:15:00,9863.5,-13.799999999999272,-17.748159999999274,-10478.572079413863,Initial SL hit,759.3168173488707,-0.449215878833266,2017.0,7.0,,,,,,,,POSITIONAL
134,2017-07-19 14:15:00,LONG,2017-07-19 15:15:00,9904.45,9874.55,9880.75,2017-07-20 12:15:00,9874.55,-29.90000000000145,-33.85580000000145,-22641.33798444244,Initial SL hit,757.2353840950279,-0.8545603238948515,2017.0,7.0,,,,,,,,POSITIONAL
135,2017-07-21 13:15:00,LONG,2017-07-21 14:15:00,24200.75,24079.2,24771.30833333333,2017-07-28 12:15:00,24733.05,532.2999999999993,527.4066199999993,131971.11659762592,TSL Hit,247.92620063427788,4.358597316198874,2017.0,7.0,,,,,,,,POSITIONAL
136,2017-07-21 14:15:00,LONG,2017-07-21 15:15:00,9919.25,9865.95,9976.5875,2017-07-28 12:15:00,9975.95,56.70000000000073,52.72096000000073,42871.18481740106,TSL Hit,756.1055523351059,1.328753686014586,2017.0,7.0,,,,,,,,POSITIONAL
1562,2017-07-27 14:55:00,BUY,2017-07-27 15:00:00,12.4,3.3,3.3,2017-07-27 15:20:00,24.0,11.6,11.054,,EOD Exit,1098.9010989010987,1.2147252747252746,2017.0,7.0,NIFTY,10050.0,P,2017-07-27,0.5459999999999999,12147.252747252744,818824.4925021513,OPT BUY
138,2017-07-28 13:15:00,LONG,2017-07-28 14:15:00,24738.65,24651.05,25087.441666666666,2017-08-02 15:15:00,24956.45,217.79999999999927,212.8304899999993,52824.22444231984,TSL Hit,242.53546575904505,1.7206314006625198,2017.0,7.0,,,,,,,,POSITIONAL
137,2017-07-28 13:15:00,LONG,2017-07-28 14:15:00,9982.25,9944.5,10054.49125,2017-08-03 09:15:00,10032.75,50.5,46.497,37942.34766710912,TSL Hit,751.3336171704776,1.1644919732525232,2017.0,7.0,,,,,,,,POSITIONAL
139,2017-08-03 11:15:00,LONG,2017-08-03 12:15:00,10049.6,10033.05,10033.05,2017-08-03 13:15:00,10033.05,-16.55000000000109,-20.56653000000109,-12351.237860214156,Initial SL Hit,746.2983601337367,-0.5116255870880705,2017.0,8.0,,,,,,,,POSITIONAL
1563,2017-08-03 14:10:00,BUY,2017-08-03 14:15:00,31.95,22.25,97.525,2017-08-03 14:45:00,94.25,62.3,60.407,,TSL Hit,1030.9278350515465,6.227525773195876,2017.0,8.0,BANKNIFTY,24800.0,P,2017-08-03,1.893,62275.257731958765,881099.75023411,OPT BUY
1564,2017-08-03 14:55:00,BUY,2017-08-03 15:00:00,105.15,49.8,49.8,2017-08-03 15:20:00,106.9,1.75,-1.4307500000000002,,EOD Exit,180.66847335140017,-0.0258491418247515,2017.0,8.0,BANKNIFTY,24800.0,P,2017-08-03,3.18075,-258.4914182475158,880841.2588158626,OPT BUY
141,2017-08-03 15:15:00,LONG,2017-08-04 09:15:00,10021.85,10002.65,10002.65,2017-08-04 09:15:00,10002.65,-19.200000000000728,-23.204900000000727,-14368.604598951835,Initial SL Hit,748.3648228620464,-0.5788576959344015,2017.0,8.0,,,,,,,,POSITIONAL
140,2017-08-03 15:15:00,LONG,2017-08-04 09:15:00,24700.15,24636.35,24636.35,2017-08-04 10:15:00,24636.35,-63.80000000000291,-68.73365000000291,-15497.881591812902,Initial SL Hit,242.9135045738589,-0.556544393455124,2017.0,8.0,,,,,,,,POSITIONAL
142,2017-08-04 11:15:00,LONG,2017-08-04 12:15:00,24680.5,24627.25,24791.98611111111,2017-08-08 09:15:00,24627.25,-53.25,-58.180775,-12945.44275845303,Initial SL hit,243.10690626202876,-0.47147160713923947,2017.0,8.0,,,,,,,,POSITIONAL
143,2017-08-04 12:15:00,LONG,2017-08-04 13:15:00,10016.0,9998.1,10062.6825,2017-08-07 14:15:00,10055.15,39.14999999999964,35.13576999999964,29315.59504792305,TSL Hit,748.8019169329074,0.8769910642971156,2017.0,8.0,,,,,,,,POSITIONAL
144,2017-08-08 10:15:00,LONG,2017-08-08 11:15:00,10120.7,10060.4,10060.4,2017-08-09 09:15:00,10060.4,-60.30000000000109,-64.33622000000109,-44685.64427361824,Initial SL Hit,741.0554605906706,-1.5892235714921175,2017.0,8.0,,,,,,,,POSITIONAL
145,2017-08-09 13:15:00,LONG,2017-08-09 14:15:00,10039.85,10017.2,10017.2,2017-08-09 15:15:00,10017.2,-22.64999999999964,-26.66140999999964,-16920.073507074037,Initial SL Hit,747.023112895113,-0.6638896497457539,2017.0,8.0,,,,,,,,POSITIONAL
146,2017-08-10 09:15:00,LONG,2017-08-10 10:15:00,10006.4,9954.15,9954.15,2017-08-10 14:15:00,9954.15,-52.25,-56.24211,-39162.43604093381,Initial SL Hit,749.5203070035178,-1.405153451790854,2017.0,8.0,,,,,,,,POSITIONAL
147,2017-08-17 12:15:00,LONG,2017-08-17 13:15:00,9938.75,9902.4,9902.4,2017-08-17 14:15:00,9902.4,-36.35000000000037,-40.31823000000036,-27430.51188529772,Initial SL hit,754.6220601182241,-1.0141675260973553,2017.0,8.0,,,,,,,,POSITIONAL
148,2017-08-18 13:15:00,LONG,2017-08-18 14:15:00,9823.15,9783.65,9824.37,2017-08-21 12:15:00,9808.3,-14.850000000000364,-18.77629000000036,-11338.012755582751,TSL Hit,763.5025424634664,-0.4778581717677212,2017.0,8.0,,,,,,,,POSITIONAL
149,2017-08-23 10:15:00,LONG,2017-08-23 11:15:00,24168.7,24129.35,24129.35,2017-08-23 11:15:00,24129.35,-39.35000000000218,-44.17980500000218,-9768.833242996649,Initial SL hit,248.2549744090497,-0.36559521198907835,2017.0,8.0,,,,,,,,POSITIONAL
