index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Initial SL,Exit_Price,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Cumulative_PnL,Trade Year,ROI% w cs
100,46,2019-12-24 17:00:00+05:30,2020-01-14 09:00:00+05:30,Long,38514.0,37955.67857142857,39425,911.0,77.93900000000001,833.061,895.5414827608281,746040.6831702183,7.460406831702183,12405.673999999997,2019,7.460406831702183
101,47,2020-01-24 17:00:00+05:30,2020-02-04 17:00:00+05:30,Long,40385.0,39816.57142857143,40060,-325.0,80.44500000000001,-405.445,879.617994470971,-356636.7177682828,-3.566367177682828,12000.228999999998,2020,-3.566367177682828
102,47,2020-01-30 09:00:00+05:30,2020-02-04 17:00:00+05:30,Add_Long,40577.0,39816.57142857143,40060,-517.0,80.637,-597.637,657.5239526582745,-392960.64249483316,-3.929606424948332,11402.591999999997,2020,-3.929606424948332
103,48,2020-02-14 21:00:00+05:30,2020-02-28 21:00:00+05:30,Long,40998.0,40444.92857142857,41300,302.0,82.298,219.702,904.0423608420526,198619.91476172063,1.9861991476172063,11622.293999999996,2020,1.9861991476172063
104,48,2020-02-27 21:00:00+05:30,2020-02-28 21:00:00+05:30,Add_Long,42913.0,40444.92857142857,41300,-1613.0,84.21300000000001,-1697.213,202.58732960958537,-343833.8494486732,-3.438338494486732,9925.080999999996,2020,-3.438338494486732
105,49,2020-03-03 21:00:00+05:30,2020-03-12 17:00:00+05:30,Long,43500.0,42382.53571428572,42382.53571428572,-1117.4642857142826,85.88253571428571,-1203.3468214285683,447.4415928920719,-538427.4185816102,-5.384274185816102,8721.734178571429,2020,-5.384274185816102
106,50,2020-03-24 13:00:00+05:30,2020-03-24 17:00:00+05:30,Long,41840.0,39721.92857142857,40928,-912.0,82.768,-994.768,236.06380467406345,-234828.71884800875,-2.3482871884800876,7726.966178571429,2020,-2.3482871884800876
107,51,2020-03-24 21:00:00+05:30,2020-04-30 21:00:00+05:30,Long,41348.0,39733.57142857143,44933,3585.0,86.281,3498.719,309.7071055658789,1083578.1346783463,10.835781346783463,11225.685178571428,2020,10.835781346783463
108,51,2020-04-03 09:00:00+05:30,2020-04-30 21:00:00+05:30,Add_Long,43680.0,39733.57142857143,44933,1253.0,88.613,1164.387,126.69683257918548,147524.14479638005,1.4752414479638005,12390.072178571429,2020,1.4752414479638005
109,51,2020-04-23 09:00:00+05:30,2020-04-30 21:00:00+05:30,Add_Long,46289.0,39733.57142857143,44933,-1356.0,91.22200000000001,-1447.222,76.27266387726638,-110383.47716178521,-1.1038347716178523,10942.850178571429,2020,-1.1038347716178523
110,52,2020-05-14 17:00:00+05:30,2020-05-26 17:00:00+05:30,Long,46650.0,45677.71428571428,46357,-293.0,93.007,-386.007,514.2521304731104,-198504.9221275339,-1.985049221275339,10556.84317857143,2020,-1.985049221275339
