,level_0,index,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Index,DD%
1695,1695,3231,SHORT,2021-02-17 11:15:00+05:30,2021-02-17 12:15:00+05:30,15268.0,15312.15,2021-02-17 12:15:00+05:30,15312.15,Initial SL Hit,-44.14999999999964,-50.26602999999964,196.48938957296303,3,-8675.006549646248,-9876.741550956178,-0.8675006549646249,-0.4938370775478088,2021,NIFTY,-0.49383707754782336
1696,1696,3232,SHORT,2021-02-18 10:15:00+05:30,2021-02-18 11:15:00+05:30,15216.85,15250.75,2021-02-23 10:15:00+05:30,14782.35,Reversed,434.5,428.50016,197.14987004537733,3,85661.61853471644,84478.75085842339,8.566161853471645,4.22393754292117,2021,NIFTY,0.0
1697,1697,1153,LONG,2021-02-19 15:15:00+05:30,2021-02-22 09:15:00+05:30,35998.45,35584.6,2021-02-22 11:15:00+05:30,35651.85,Reversed,-346.59999999999854,-353.76502999999855,83.33692145078469,3,-28884.57697484185,-29481.68851714437,-2.888457697484185,-1.4740844258572185,2021,BANKNIFTY,-1.4740844258571997
1698,1698,1154,SHORT,2021-02-22 10:15:00+05:30,2021-02-22 11:15:00+05:30,35651.85,36128.9,2021-02-24 16:15:00+05:30,36032.3,Reversed,-380.4500000000044,-387.6184150000044,84.1471059706579,3,-32013.766466537167,-32616.96784318382,-3.201376646653717,-1.630848392159191,2021,BANKNIFTY,-3.1049328180163798
1699,1699,3233,LONG,2021-02-23 09:15:00+05:30,2021-02-23 10:15:00+05:30,14782.35,14635.05,2021-02-25 11:15:00+05:30,15113.25,Reversed,330.89999999999964,324.9208799999996,202.9447280033283,3,67154.41049630127,65940.97961420199,6.715441049630127,3.2970489807100996,2021,NIFTY,0.0
1700,1700,1155,LONG,2021-02-24 15:15:00+05:30,2021-02-24 16:15:00+05:30,36032.3,35060.65,2021-02-25 11:15:00+05:30,36922.2,Reversed,889.8999999999942,882.6045499999942,83.25863183865587,3,74091.85647321938,73484.44728757205,7.409185647321937,3.6742223643786023,2021,BANKNIFTY,0.0
1701,1701,1156,SHORT,2021-02-25 10:15:00+05:30,2021-02-25 11:15:00+05:30,36922.2,37232.2,2021-02-26 14:15:00+05:30,35136.0,Reversed,1786.199999999997,1778.9941799999972,81.25192973333117,3,145132.1968896759,144546.71010936488,14.51321968896759,7.227335505468244,2021,BANKNIFTY,0.0
1702,1702,3234,SHORT,2021-02-25 10:15:00+05:30,2021-02-25 11:15:00+05:30,15113.25,15170.85,2021-02-25 13:15:00+05:30,15133.55,Reversed,-20.299999999999272,-26.349359999999272,198.5013150712124,3,-4029.5766959454654,-5230.382611284656,-0.4029576695945466,-0.26151913056423276,2021,NIFTY,-0.26151913056423837
1703,1703,3235,LONG,2021-02-25 12:15:00+05:30,2021-02-25 13:15:00+05:30,15133.55,15075.5,2021-02-26 09:15:00+05:30,14899.5,Gap Outside Initial SL,-234.04999999999927,-240.05660999999927,198.2350472955784,3,-46396.91281952997,-47587.63343696607,-4.639691281952997,-2.3793816718483036,2021,NIFTY,-2.6409008024125455
1704,1704,3236,LONG,2021-02-26 13:15:00+05:30,2021-02-26 14:15:00+05:30,14692.5,14554.1,2021-02-26 14:15:00+05:30,14554.1,Initial SL Hit,-138.39999999999964,-144.24931999999964,204.1858090862685,3,-28259.315977539485,-29453.66411434398,-2.8259315977539483,-1.472683205717199,2021,NIFTY,-4.113584008129749
1705,1705,1157,LONG,2021-02-26 13:15:00+05:30,2021-02-26 14:15:00+05:30,35136.0,34677.25,2021-02-26 15:15:00+05:30,34677.25,Initial SL Hit,-458.75,-465.731325,85.38251366120218,3,-39169.2281420765,-39765.31121926229,-3.9169228142076498,-1.9882655609631148,2021,BANKNIFTY,-6.101849569092849
1706,1706,3237,LONG,2021-03-01 09:15:00+05:30,2021-03-01 10:15:00+05:30,14766.35,14467.75,2021-03-01 12:15:00+05:30,14676.1,Reversed,-90.25,-96.13849,203.1646276838894,3,-18335.607648471017,-19531.94052694133,-1.8335607648471015,-0.9765970263470662,2021,NIFTY,-7.078446595439914
1707,1707,1158,LONG,2021-03-01 09:15:00+05:30,2021-03-01 10:15:00+05:30,35469.8,34658.7,2021-03-01 12:15:00+05:30,35095.7,Reversed,-374.1000000000058,-381.1565500000058,84.57899396105982,3,-31641.00164083297,-32237.83754066889,-3.164100164083297,-1.6118918770334445,2021,BANKNIFTY,-8.690338472473343
1708,1708,3238,SHORT,2021-03-01 11:15:00+05:30,2021-03-01 12:15:00+05:30,14676.1,14806.8,2021-03-02 09:15:00+05:30,14834.7,Gap Outside Initial SL,-158.60000000000036,-164.50216000000037,204.4139791906569,3,-32420.05709963826,-33626.54111105819,-3.242005709963826,-1.6813270555529096,2021,NIFTY,-10.371665528026256
1709,1709,1159,SHORT,2021-03-01 11:15:00+05:30,2021-03-01 12:15:00+05:30,35095.7,35581.1,2021-03-02 09:15:00+05:30,35581.1,Initial SL Hit,-485.4000000000015,-492.4676800000015,85.48055744720864,3,-41492.2625848752,-42096.41181113369,-4.14922625848752,-2.1048205905566846,2021,BANKNIFTY,-12.476486118582955
1710,1710,3239,SHORT,2021-03-02 10:15:00+05:30,2021-03-02 11:15:00+05:30,14807.2,14933.65,2021-03-02 13:15:00+05:30,14849.85,Reversed,-42.64999999999964,-48.58140999999964,202.60413852720296,3,-8641.066508185133,-9842.794721486767,-0.8641066508185132,-0.4921397360743384,2021,NIFTY,-12.968625854657319
1711,1711,1160,SHORT,2021-03-02 10:15:00+05:30,2021-03-02 11:15:00+05:30,35163.55,35747.05,2021-03-02 13:15:00+05:30,35315.15,Reversed,-151.59999999999854,-158.64786999999853,85.31561801922729,3,-12933.847691714733,-13535.141076483904,-1.2933847691714733,-0.6767570538241952,2021,BANKNIFTY,-13.645382908481508
1712,1712,1161,SHORT,2021-03-02 12:15:00+05:30,2021-03-02 13:15:00+05:30,35315.15,35050.1,2021-03-02 13:15:00+05:30,35050.1,Initial SL Hit,265.0500000000029,258.0134750000029,84.9493772502736,3,22515.832440185262,21918.084023429285,2.251583244018527,1.0959042011714644,2021,BANKNIFTY,-12.549478707310016
1713,1713,3240,LONG,2021-03-02 12:15:00+05:30,2021-03-02 13:15:00+05:30,14849.85,14760.8,2021-03-04 14:15:00+05:30,15111.1,Reversed,261.25,255.25781,202.02224264891564,3,52778.31089202921,51567.75522985081,5.2778310892029205,2.578387761492541,2021,NIFTY,-9.97109094581748
1714,1714,1162,LONG,2021-03-02 14:15:00+05:30,2021-03-02 15:15:00+05:30,35512.85,35002.45,2021-03-04 14:15:00+05:30,35957.45,Reversed,444.59999999999854,437.4529699999986,84.47646415311641,3,37558.23596247543,36954.48013887919,3.7558235962475433,1.8477240069439596,2021,BANKNIFTY,-8.123366938873517
1715,1715,1163,SHORT,2021-03-04 13:15:00+05:30,2021-03-04 14:15:00+05:30,35957.45,36316.4,2021-03-05 15:15:00+05:30,35315.65,Reversed,641.7999999999956,634.6726899999957,83.43194525751966,3,53546.62246627575,52951.97712852238,5.354662246627575,2.6475988564261197,2021,BANKNIFTY,-5.475768082447416
1716,1716,3241,SHORT,2021-03-04 13:15:00+05:30,2021-03-04 14:15:00+05:30,15111.1,15202.35,2021-03-05 09:15:00+05:30,15087.7,Reversed,23.39999999999964,17.360239999999635,198.52955774232183,3,4645.591651170259,3446.5207695004933,0.4645591651170259,0.17232603847502465,2021,NIFTY,-5.303442043972382
1717,1717,3242,LONG,2021-03-04 15:15:00+05:30,2021-03-05 09:15:00+05:30,15087.7,15056.75,2021-03-05 10:15:00+05:30,15056.75,Initial SL Hit,-30.950000000000728,-36.97889000000073,198.83746362931396,3,-6154.019499327411,-7352.788695427546,-0.6154019499327411,-0.3676394347713773,2021,NIFTY,-5.6710814787437585
1718,1718,3243,LONG,2021-03-05 14:15:00+05:30,2021-03-05 15:15:00+05:30,14959.5,14862.1,2021-03-10 11:15:00+05:30,15137.85,Reversed,178.35000000000036,172.33053000000035,200.5414619472576,3,35766.56973829347,34559.41642434581,3.5766569738293468,1.7279708212172904,2021,NIFTY,-3.9431106575264607
1719,1719,1164,LONG,2021-03-05 14:15:00+05:30,2021-03-05 15:15:00+05:30,35315.65,34893.25,2021-03-10 11:15:00+05:30,35871.1,Reversed,555.4499999999971,548.331324999997,84.9481745345194,3,47184.46354519855,46579.745098844025,4.718446354519855,2.3289872549422013,2021,BANKNIFTY,-1.614123402584255
1720,1720,3244,SHORT,2021-03-10 10:15:00+05:30,2021-03-10 11:15:00+05:30,15137.85,15218.45,2021-03-10 14:15:00+05:30,15184.0,Reversed,-46.14999999999964,-52.21436999999963,198.178737403264,3,-9145.94873116056,-10347.777920906792,-0.914594873116056,-0.5173888960453396,2021,NIFTY,-2.131512298629616
1721,1721,1165,SHORT,2021-03-10 10:15:00+05:30,2021-03-10 11:15:00+05:30,35871.1,36176.9,2021-03-12 09:15:00+05:30,36295.7,Gap Outside Initial SL,-424.59999999999854,-431.81667999999854,83.63278516688922,3,-35510.48058186104,-36114.03162991923,-3.551048058186104,-1.8057015814959612,2021,BANKNIFTY,-3.9372138801255687
1722,1722,3245,LONG,2021-03-10 13:15:00+05:30,2021-03-10 14:15:00+05:30,15184.0,15100.85,2021-03-12 11:15:00+05:30,15263.3,Reversed,79.29999999999927,73.21053999999927,197.5763962065332,3,15667.808219177938,14464.674657534102,1.5667808219177937,0.7232337328767051,2021,NIFTY,-3.21398014724889
1723,1723,3246,SHORT,2021-03-12 10:15:00+05:30,2021-03-12 11:15:00+05:30,15263.3,15336.3,2021-03-15 14:15:00+05:30,14840.45,Reversed,422.84999999999854,416.8292499999985,196.54989419064032,3,83111.12275851198,81927.74498306368,8.311112275851197,4.096387249153183,2021,NIFTY,0.0
1724,1724,1166,SHORT,2021-03-12 10:15:00+05:30,2021-03-12 11:15:00+05:30,36163.1,36463.1,2021-03-15 14:15:00+05:30,34744.8,Reversed,1418.2999999999956,1411.2092099999957,82.95748981696813,3,117658.60780740554,117070.37366818628,11.765860780740551,5.853518683409314,2021,BANKNIFTY,0.0
1725,1725,1167,LONG,2021-03-15 13:15:00+05:30,2021-03-15 14:15:00+05:30,34744.8,34430.65,2021-03-16 11:15:00+05:30,35096.65,Reversed,351.84999999999854,344.86585499999853,86.34385577122332,3,30380.0856531048,29777.04764453949,3.03800856531048,1.4888523822269746,2021,BANKNIFTY,0.0
1726,1726,3247,LONG,2021-03-15 13:15:00+05:30,2021-03-15 14:15:00+05:30,14840.45,14745.85,2021-03-16 12:15:00+05:30,14963.55,Reversed,123.09999999999854,117.13919999999854,202.1502043401649,3,24884.690154274005,23679.713216243148,2.4884690154274005,1.1839856608121575,2021,NIFTY,0.0
1727,1727,1168,SHORT,2021-03-16 10:15:00+05:30,2021-03-16 11:15:00+05:30,35096.65,35405.05,2021-03-19 14:15:00+05:30,34030.3,Reversed,1066.3499999999983,1059.4373049999986,85.47824365003497,3,91149.72511621469,90558.84008872628,9.114972511621469,4.527942004436314,2021,BANKNIFTY,0.0
1728,1728,3248,SHORT,2021-03-16 11:15:00+05:30,2021-03-16 12:15:00+05:30,14963.55,15051.6,2021-03-18 12:15:00+05:30,14828.45,Reversed,135.09999999999854,129.14159999999853,200.487183856772,3,27085.8185390496,25891.235702757407,2.70858185390496,1.2945617851378703,2021,NIFTY,0.0
1729,1729,3249,SHORT,2021-03-18 11:15:00+05:30,2021-03-18 12:15:00+05:30,14828.45,14757.9,2021-03-18 12:15:00+05:30,14757.9,Initial SL Hit,70.55000000000109,64.63273000000109,202.31379544052143,3,14273.238268329009,13076.092915982674,1.4273238268329007,0.6538046457991336,2021,NIFTY,0.0
1730,1730,3250,LONG,2021-03-18 13:15:00+05:30,2021-03-18 14:15:00+05:30,14502.55,14830.6,2021-03-18 14:15:00+05:30,14506.0,Gap Outside Initial SL,3.450000000000728,-2.3517099999992723,206.86017286615115,3,713.667596388372,-486.4751371309058,0.0713667596388372,-0.02432375685654525,2021,NIFTY,-0.024323756856517775
1731,1731,3251,SHORT,2021-03-19 11:15:00+05:30,2021-03-19 12:15:00+05:30,14505.3,14642.8,2021-03-19 13:15:00+05:30,14642.8,Initial SL Hit,-137.5,-143.32962,206.82095509917065,3,-28437.881326135965,-29643.56890240119,-2.8437881326135965,-1.4821784451200597,2021,NIFTY,-1.5065022019765593
1732,1732,3252,LONG,2021-03-19 13:15:00+05:30,2021-03-19 14:15:00+05:30,14692.95,14494.65,2021-03-22 09:15:00+05:30,14711.1,Reversed,18.14999999999964,12.269189999999636,204.17955550110767,3,3705.85893234503,2505.117760558561,0.3705858932345029,0.125255888027928,2021,NIFTY,-1.3812463139486226
1733,1733,1169,LONG,2021-03-19 13:15:00+05:30,2021-03-19 14:15:00+05:30,34030.3,33479.3,2021-03-22 09:15:00+05:30,33986.1,Reversed,-44.200000000004366,-51.001640000004365,88.1567309133331,3,-3896.527506369708,-4496.137853619071,-0.3896527506369708,-0.22480689268095355,2021,BANKNIFTY,-1.6060532066295536
1734,1734,3253,SHORT,2021-03-19 15:15:00+05:30,2021-03-22 09:15:00+05:30,14711.1,14788.25,2021-03-23 09:15:00+05:30,14788.25,Initial SL Hit,-77.14999999999964,-83.04986999999963,203.9276464710321,3,-15733.01792524005,-16936.164528825095,-1.5733017925240051,-0.8468082264412548,2021,NIFTY,-2.4528614330708365
1735,1735,1170,SHORT,2021-03-19 15:15:00+05:30,2021-03-22 09:15:00+05:30,33986.1,34355.4,2021-03-23 13:15:00+05:30,33985.7,Reversed,0.4000000000014552,-6.397179999998544,88.27138153539241,3,35.30855261428542,-564.6879165304531,0.0035308552614285,-0.02823439582652265,2021,BANKNIFTY,-2.4810958288973666
1736,1736,3254,LONG,2021-03-23 12:15:00+05:30,2021-03-23 13:15:00+05:30,14802.9,14707.0,2021-03-24 09:15:00+05:30,14707.0,Initial SL Hit,-95.89999999999964,-101.80197999999965,202.66299171108363,3,-19435.380905092847,-20631.493828911825,-1.9435380905092847,-1.0315746914455912,2021,NIFTY,-3.512670520342965
1737,1737,1171,LONG,2021-03-23 12:15:00+05:30,2021-03-23 13:15:00+05:30,33985.7,33622.0,2021-03-24 10:15:00+05:30,33622.0,Initial SL Hit,-363.6999999999971,-370.460769999997,88.27242045919314,3,-32104.67932100829,-32701.468853076185,-3.2104679321008294,-1.6350734426538092,2021,BANKNIFTY,-5.147743962996799
1738,1738,3255,SHORT,2021-03-24 13:15:00+05:30,2021-03-24 14:15:00+05:30,14605.35,14674.85,2021-03-24 14:15:00+05:30,14674.85,Initial SL Hit,-69.5,-75.35604000000001,205.40418408322975,3,-14275.59079378447,-15478.445911943229,-1.427559079378447,-0.7739222955971614,2021,NIFTY,-5.921666258593973
1739,1739,1172,SHORT,2021-03-24 13:15:00+05:30,2021-03-24 14:15:00+05:30,33427.8,33686.2,2021-03-25 13:15:00+05:30,32662.75,Reversed,765.0500000000029,758.4409450000029,89.74566079730045,3,68659.91779297497,68066.78378475427,6.865991779297497,3.4033391892377134,2021,BANKNIFTY,-2.5183270693562463
1740,1740,3256,SHORT,2021-03-25 10:15:00+05:30,2021-03-25 11:15:00+05:30,14364.1,14575.6,2021-03-25 14:15:00+05:30,14447.2,Reversed,-83.10000000000036,-88.86226000000036,208.85401800321637,3,-17355.768896067355,-18559.240049846565,-1.7355768896067354,-0.9279620024923284,2021,NIFTY,-3.4462890718485824
1741,1741,1173,LONG,2021-03-25 12:15:00+05:30,2021-03-25 13:15:00+05:30,32662.75,32415.25,2021-03-26 11:15:00+05:30,33284.65,Reversed,621.9000000000015,615.3052600000015,91.84774705130462,3,57120.11389120648,56514.40187981736,5.712011389120648,2.825720093990868,2021,BANKNIFTY,-0.6205689778577153
1742,1742,3257,LONG,2021-03-25 13:15:00+05:30,2021-03-25 14:15:00+05:30,14447.2,14264.4,2021-03-26 14:15:00+05:30,14497.5,Reversed,50.29999999999927,44.51105999999928,207.65269394761611,3,10444.93050556494,9242.84151946383,1.044493050556494,0.4621420759731914,2021,NIFTY,-0.1584269018845248
1743,1743,1174,SHORT,2021-03-26 10:15:00+05:30,2021-03-26 11:15:00+05:30,33284.65,33610.65,2021-03-26 13:15:00+05:30,33482.3,Reversed,-197.65000000000143,-204.32669500000145,90.1316372562127,3,-17814.51810369057,-18416.29955550094,-1.781451810369057,-0.920814977775047,2021,BANKNIFTY,-1.0792418796595484
1744,1744,1175,SHORT,2021-03-26 12:15:00+05:30,2021-03-26 13:15:00+05:30,33482.3,33192.9,2021-03-26 13:15:00+05:30,33192.9,Initial SL Hit,289.40000000000146,282.73248000000143,89.59957947930697,3,25930.11830131157,25332.71131314169,2.5930118301311564,1.266635565657085,2021,BANKNIFTY,0.0
1745,1745,3258,SHORT,2021-03-26 13:15:00+05:30,2021-03-26 14:15:00+05:30,14497.5,14572.9,2021-03-30 09:15:00+05:30,14631.2,Gap Outside Initial SL,-133.70000000000073,-139.52574000000072,206.93222969477495,3,-27666.83911019157,-28872.372478013604,-2.766683911019157,-1.44361862390068,2021,NIFTY,-1.4436186239007043
1746,1746,1176,LONG,2021-03-26 14:15:00+05:30,2021-03-26 15:15:00+05:30,33221.05,33527.25,2021-03-26 15:15:00+05:30,33241.45,Gap Outside Initial SL,20.39999999999418,13.75374999999418,90.3041896628794,3,1842.205469122214,1242.0212485753018,0.1842205469122214,0.06210106242876505,2021,BANKNIFTY,-1.3815175614719237
1747,1747,1177,SHORT,2021-03-30 09:15:00+05:30,2021-03-30 10:15:00+05:30,33882.6,33166.1,2021-03-30 10:15:00+05:30,33870.6,Gap Outside Initial SL,12.0,5.22468,88.54102105505481,3,1062.492252660658,462.5985018859238,0.1062492252660657,0.02312992509429615,2021,BANKNIFTY,-1.3583876363776426
1748,1748,3259,LONG,2021-03-30 09:15:00+05:30,2021-03-30 10:15:00+05:30,14743.25,14474.15,2021-03-31 14:15:00+05:30,14691.25,Reversed,-52.0,-57.8869,203.482949824496,3,-10581.11339087379,-11778.997168195614,-1.0581113390873789,-0.5889498584097806,2021,NIFTY,-1.947337494787405
1749,1749,1178,LONG,2021-03-30 11:15:00+05:30,2021-03-30 12:15:00+05:30,33687.35,33977.15,2021-03-30 12:15:00+05:30,33709.0,Gap Outside Initial SL,21.65000000000145,14.910365000001455,89.05419987027771,3,1928.023427191642,1327.830624848923,0.1928023427191642,0.06639153124244615,2021,BANKNIFTY,-1.8809459635449457
1750,1750,1179,SHORT,2021-03-30 13:15:00+05:30,2021-03-30 14:15:00+05:30,33937.55,33564.55,2021-03-30 14:15:00+05:30,33912.6,Gap Outside Initial SL,24.95000000000437,18.164985000004364,88.3976598192857,3,2205.521612491564,1605.7421646528137,0.2205521612491564,0.08028710823264065,2021,BANKNIFTY,-1.8006588553122924
1751,1751,1180,LONG,2021-03-31 13:15:00+05:30,2021-03-31 14:15:00+05:30,33248.5,33493.1,2021-03-31 14:15:00+05:30,33338.45,Gap Outside Initial SL,89.94999999999709,83.2913049999971,90.22963441959789,3,8116.155616042566,7515.344000480962,0.8116155616042566,0.3757672000240481,2021,BANKNIFTY,-1.4248916552882633
1752,1752,3260,SHORT,2021-03-31 13:15:00+05:30,2021-03-31 14:15:00+05:30,14691.25,14776.0,2021-04-01 09:15:00+05:30,14798.6,Gap Outside Initial SL,-107.35000000000036,-113.24797000000036,204.20318216625543,3,-21921.2116055476,-23125.595847868703,-2.1921211605547595,-1.1562797923934354,2021,NIFTY,-2.5811714476816974
1753,1753,1181,SHORT,2021-04-01 11:15:00+05:30,2021-04-01 12:15:00+05:30,33380.55,33208.75,2021-04-01 12:15:00+05:30,33341.05,Gap Outside Initial SL,39.5,32.82784,89.8726953270692,3,3549.971465419233,2950.3264625657757,0.3549971465419232,0.14751632312828875,2021,BANKNIFTY,-2.433655124553411
1754,1754,3261,LONG,2021-04-01 11:15:00+05:30,2021-04-01 12:15:00+05:30,14760.4,14692.45,2021-04-05 09:15:00+05:30,14692.45,Initial SL Hit,-67.94999999999891,-73.8405699999989,203.2465244844313,3,-13810.601338716886,-15007.839218449142,-1.3810601338716886,-0.7503919609224572,2021,NIFTY,-3.184047085475868
1755,1755,1182,LONG,2021-04-05 09:15:00+05:30,2021-04-05 10:15:00+05:30,32525.25,33949.15,2021-04-05 10:15:00+05:30,32647.35,Gap Outside Initial SL,122.09999999999854,115.58273999999857,92.23603200590313,3,11262.019507920637,10660.893305969845,1.1262019507920635,0.5330446652984921,2021,BANKNIFTY,-2.651002420177349
1756,1756,3262,SHORT,2021-04-05 09:15:00+05:30,2021-04-05 10:15:00+05:30,14559.5,14883.2,2021-04-05 12:15:00+05:30,14542.5,Reversed,17.0,11.1796,206.0510319722518,3,3502.8675435282803,2303.568117036986,0.350286754352828,0.1151784058518493,2021,NIFTY,-2.535824014325499
1757,1757,1183,SHORT,2021-04-05 11:15:00+05:30,2021-04-05 12:15:00+05:30,32665.65,32330.15,2021-04-05 12:15:00+05:30,32619.35,Gap Outside Initial SL,46.30000000000291,39.77150000000291,91.83959296692396,3,4252.173154368848,3652.598371684284,0.4252173154368847,0.1826299185842142,2021,BANKNIFTY,-2.353194095741287
1758,1758,3263,LONG,2021-04-05 11:15:00+05:30,2021-04-05 12:15:00+05:30,14542.5,14459.5,2021-04-06 09:15:00+05:30,14626.8,Reversed,84.29999999999927,78.46613999999927,206.2919030428056,3,17390.40742650836,16186.929345023056,1.739040742650836,0.8093464672511529,2021,NIFTY,-1.5438476284901412
1759,1759,3264,SHORT,2021-04-05 15:15:00+05:30,2021-04-06 09:15:00+05:30,14626.8,14681.05,2021-04-06 09:15:00+05:30,14738.15,Gap Outside Initial SL,-111.35000000000036,-117.22299000000037,205.1029616867668,3,-22838.214783821557,-24042.78242677832,-2.2838214783821558,-1.202139121338916,2021,NIFTY,-2.7459867498290578
1760,1760,1184,LONG,2021-04-06 10:15:00+05:30,2021-04-06 11:15:00+05:30,32922.6,32338.4,2021-04-07 09:15:00+05:30,32338.4,Initial SL Hit,-584.1999999999971,-590.7260999999971,91.12281533050246,3,-53233.94871607927,-53828.62532120767,-5.323394871607927,-2.6914312660603836,2021,BANKNIFTY,-5.4374180158894205
1761,1761,3265,LONG,2021-04-06 10:15:00+05:30,2021-04-06 11:15:00+05:30,14765.2,14573.9,2021-04-08 12:15:00+05:30,14887.65,Reversed,122.44999999999892,116.5194299999989,203.1804513315092,3,24879.44626554308,23674.47037628997,2.487944626554308,1.1837235188144986,2021,NIFTY,-4.253694497074946
1762,1762,1185,LONG,2021-04-07 10:15:00+05:30,2021-04-07 11:15:00+05:30,32958.95,32141.55,2021-04-08 11:15:00+05:30,33120.5,Reversed,161.5500000000029,154.9420550000029,91.02231715512782,3,14704.655336411164,14103.184870877523,1.4704655336411163,0.7051592435438762,2021,BANKNIFTY,-3.5485352535310426
1763,1763,1186,SHORT,2021-04-08 10:15:00+05:30,2021-04-08 11:15:00+05:30,33120.5,33306.8,2021-04-09 09:15:00+05:30,32810.0,Reversed,310.5,303.90695,90.57834271825608,3,28124.57541401851,27527.38787155991,2.812457541401851,1.3763693935779955,2021,BANKNIFTY,-2.1721658599530542
1764,1764,3266,SHORT,2021-04-08 11:15:00+05:30,2021-04-08 12:15:00+05:30,14887.65,14959.9,2021-04-08 13:15:00+05:30,14959.9,Initial SL Hit,-72.25,-78.21951,201.50930469214416,3,-14559.047264007417,-15761.959073460215,-1.4559047264007414,-0.7880979536730108,2021,NIFTY,-2.9602638136260566
1765,1765,1187,LONG,2021-04-08 15:15:00+05:30,2021-04-09 09:15:00+05:30,32810.0,32704.75,2021-04-09 10:15:00+05:30,32704.75,Initial SL Hit,-105.25,-111.801475,91.43553794574824,3,-9623.590368790005,-10222.628009753123,-0.9623590368790004,-0.5111314004876562,2021,BANKNIFTY,-3.471395214113727
1766,1766,3267,LONG,2021-04-08 15:15:00+05:30,2021-04-09 09:15:00+05:30,14884.8,14821.1,2021-04-09 09:15:00+05:30,14821.1,Initial SL Hit,-63.69999999999891,-69.64117999999891,201.5478877781361,3,-12838.60045146705,-14036.032731376758,-1.2838600451467048,-0.7018016365688378,2021,NIFTY,-4.1731968506825865
1767,1767,1188,SHORT,2021-04-09 10:15:00+05:30,2021-04-09 11:15:00+05:30,32608.2,32972.15,2021-04-13 13:15:00+05:30,31360.15,Reversed,1248.0499999999993,1241.6531649999993,92.001398421256,3,114822.34529964848,114233.82753417845,11.482234529964847,5.711691376708922,2021,BANKNIFTY,0.0
1768,1768,3268,SHORT,2021-04-09 10:15:00+05:30,2021-04-09 11:15:00+05:30,14836.0,14918.45,2021-04-13 13:15:00+05:30,14405.25,Reversed,430.75,424.90175,202.21083850094365,3,87102.31868428148,85919.73914801833,8.710231868428147,4.295986957400916,2021,NIFTY,0.0
1769,1769,1189,LONG,2021-04-13 12:15:00+05:30,2021-04-13 13:15:00+05:30,31360.15,31027.75,2021-04-15 09:15:00+05:30,31730.95,Reversed,370.7999999999993,364.4908899999993,95.66280773529463,3,35471.76910824718,34868.22193133636,3.5471769108247178,1.743411096566818,2021,BANKNIFTY,0.0
1770,1770,3269,LONG,2021-04-13 12:15:00+05:30,2021-04-13 13:15:00+05:30,14405.25,14296.45,2021-04-15 11:15:00+05:30,14359.35,Reversed,-45.89999999999964,-51.65291999999964,208.2574061540064,3,-9559.014942468815,-10757.103139480325,-0.9559014942468816,-0.5378551569740161,2021,NIFTY,-0.5378551569739898
1771,1771,1190,SHORT,2021-04-13 15:15:00+05:30,2021-04-15 09:15:00+05:30,31730.95,31885.45,2021-04-15 09:15:00+05:30,31932.75,Gap Outside Initial SL,-201.79999999999927,-208.1663699999993,94.54491592593352,3,-19079.164033853314,-19681.071950256697,-1.9079164033853315,-0.9840535975128348,2021,BANKNIFTY,-1.5219087544868444
1772,1772,1191,SHORT,2021-04-15 10:15:00+05:30,2021-04-15 11:15:00+05:30,31417.1,32114.5,2021-04-15 13:15:00+05:30,32000.7,Reversed,-583.6000000000022,-589.9417800000022,95.48939908521156,3,-55727.61330612967,-56333.18606746029,-5.572761330612967,-2.8166593033730147,2021,BANKNIFTY,-4.338568057859845
1773,1773,3270,SHORT,2021-04-15 10:15:00+05:30,2021-04-15 11:15:00+05:30,14359.35,14566.8,2021-04-15 13:15:00+05:30,14460.65,Reversed,-101.29999999999929,-107.06399999999928,208.9231058508916,3,-21163.910622695163,-22368.143404819704,-2.1163910622695163,-1.1184071702409852,2021,NIFTY,-5.456975228100816
1774,1774,1192,LONG,2021-04-15 12:15:00+05:30,2021-04-15 13:15:00+05:30,32000.7,31406.4,2021-04-16 11:15:00+05:30,32082.5,Reversed,81.79999999999927,75.39167999999927,93.74794926360984,3,7668.582249763218,7067.815391538241,0.7668582249763218,0.35339076957691207,2021,BANKNIFTY,-5.103584458523926
1775,1775,3271,LONG,2021-04-15 12:15:00+05:30,2021-04-15 13:15:00+05:30,14460.65,14353.2,2021-04-19 09:15:00+05:30,14314.75,Gap Outside Initial SL,-145.89999999999964,-151.65507999999963,207.459554031112,3,-30268.34893313917,-31462.29526335254,-3.026834893313917,-1.573114763167627,2021,NIFTY,-6.6766992216915355
1776,1776,1193,SHORT,2021-04-16 10:15:00+05:30,2021-04-16 11:15:00+05:30,32082.5,32325.15,2021-04-22 11:15:00+05:30,31074.4,Reversed,1008.0999999999984,1001.7843099999984,93.50892230967038,3,94266.34458037856,93675.7712148366,9.426634458037856,4.68378856074183,2021,BANKNIFTY,-1.9929106609496898
1777,1777,3272,SHORT,2021-04-20 10:15:00+05:30,2021-04-20 11:15:00+05:30,14417.6,14526.95,2021-04-22 11:15:00+05:30,14288.95,Reversed,128.64999999999964,122.90868999999964,208.07901453778717,3,26769.36522028624,25574.7190933303,2.676936522028624,1.278735954666515,2021,NIFTY,-0.7141747062831882
