,level_0,index,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Index,DD%
83,83,328,LONG,2018-03-05 10:15:00+05:30,2018-03-05 11:15:00+05:30,24789.2,24682.0,2018-03-06 11:15:00+05:30,24839.95,Reversed,50.75,45.787085,121.0204443870718,3,6141.787552643894,5541.173373888629,0.6141787552643894,0.2770586686944314,2018,BANKNIFTY,-2.9207161944624485
84,84,2444,LONG,2018-03-05 13:15:00+05:30,2018-03-05 14:15:00+05:30,10374.35,10323.9,2018-03-06 11:15:00+05:30,10386.75,Reversed,12.399999999999636,8.247779999999636,289.17474347790466,3,3585.7668191259127,2385.0496657620874,0.3585766819125913,0.11925248328810435,2018,NIFTY,-2.8014637111743443
85,85,329,SHORT,2018-03-06 10:15:00+05:30,2018-03-06 11:15:00+05:30,24839.95,25040.25,2018-03-07 13:15:00+05:30,24250.2,Reversed,589.75,584.840985,120.7731899621376,3,71225.98878017065,70633.11137904867,7.122598878017065,3.531655568952434,2018,BANKNIFTY,0.0
86,86,2445,SHORT,2018-03-06 10:15:00+05:30,2018-03-06 11:15:00+05:30,10386.75,10441.35,2018-03-06 13:15:00+05:30,10406.15,Reversed,-19.39999999999964,-23.55857999999964,288.8295183767781,3,-5603.292656509389,-6804.413315040692,-0.560329265650939,-0.3402206657520346,2018,NIFTY,-0.34022066575203525
87,87,2446,SHORT,2018-03-06 12:15:00+05:30,2018-03-06 13:15:00+05:30,10406.15,10377.95,2018-03-06 13:15:00+05:30,10377.95,Initial SL Hit,28.19999999999891,24.04317999999891,288.2910586528159,3,8129.807854009093,6931.433815579895,0.8129807854009092,0.34657169077899475,2018,NIFTY,0.0
88,88,2447,LONG,2018-03-06 14:15:00+05:30,2018-03-06 15:15:00+05:30,10247.6,10406.85,2018-03-06 15:15:00+05:30,10263.55,Gap Outside Initial SL,15.949999999998909,11.847769999998908,292.75147351575004,3,4669.386002575893,3468.4521253753783,0.4669386002575893,0.1734226062687689,2018,NIFTY,0.0
89,89,2449,SHORT,2018-03-07 12:15:00+05:30,2018-03-07 13:15:00+05:30,10192.05,10163.4,2018-03-07 13:15:00+05:30,10176.4,Gap Outside Initial SL,15.649999999999636,11.576309999999635,294.34706462389806,3,4606.531561363898,3407.4528676761706,0.4606531561363897,0.1703726433838085,2018,NIFTY,0.0
90,90,2448,LONG,2018-03-07 12:15:00+05:30,2018-03-07 13:15:00+05:30,10192.05,10163.4,2018-03-07 13:15:00+05:30,10163.4,Initial SL Hit,-28.64999999999964,-32.721089999999634,294.34706462389806,3,-8433.043401474573,-9631.356792794277,-0.8433043401474574,-0.4815678396397138,2018,NIFTY,-0.4815678396397143
91,91,330,SHORT,2018-03-07 12:15:00+05:30,2018-03-07 13:15:00+05:30,24250.2,24121.25,2018-03-07 13:15:00+05:30,24121.25,Initial SL Hit,128.95000000000073,124.11285500000074,123.7103199148873,3,15952.445753024807,15354.04099760011,1.5952445753024806,0.7677020498800056,2018,BANKNIFTY,0.0
92,92,331,LONG,2018-03-08 11:15:00+05:30,2018-03-08 12:15:00+05:30,24286.65,24048.55,2018-03-09 09:15:00+05:30,24422.95,Reversed,136.29999999999927,131.42903999999928,123.5246524325092,3,16836.410126550916,16234.726485538262,1.6836410126550918,0.8117363242769131,2018,BANKNIFTY,0.0
93,93,2450,LONG,2018-03-08 11:15:00+05:30,2018-03-08 12:15:00+05:30,10209.15,10146.4,2018-03-12 11:15:00+05:30,10321.2,Reversed,112.05000000000108,107.94393000000107,293.8540426969924,3,32926.34548419832,31719.76021510148,3.292634548419832,1.585988010755074,2018,NIFTY,0.0
94,94,332,SHORT,2018-03-08 15:15:00+05:30,2018-03-09 09:15:00+05:30,24422.95,24534.5,2018-03-09 09:15:00+05:30,24564.45,Gap Outside Initial SL,-141.5,-146.39874,122.83528402588549,3,-17381.192689662796,-17982.930808931764,-1.7381192689662794,-0.8991465404465881,2018,BANKNIFTY,-0.8991465404465888
95,95,333,SHORT,2018-03-09 10:15:00+05:30,2018-03-09 11:15:00+05:30,24401.65,24564.75,2018-03-09 13:15:00+05:30,24490.55,Reversed,-88.89999999999782,-93.7892199999978,122.9425059370985,3,-10929.588777807789,-11530.681736685568,-1.0929588777807788,-0.5765340868342784,2018,BANKNIFTY,-1.4756806272808678
96,96,334,LONG,2018-03-09 12:15:00+05:30,2018-03-09 13:15:00+05:30,24490.55,24346.6,2018-03-09 14:15:00+05:30,24346.6,Initial SL Hit,-143.95000000000073,-148.83371500000072,122.49622813697528,3,-17633.33204031768,-18231.56870711365,-1.763333204031768,-0.9115784353556824,2018,BANKNIFTY,-2.3872590626365504
97,97,335,SHORT,2018-03-09 14:15:00+05:30,2018-03-09 15:15:00+05:30,24277.7,24497.15,2018-03-12 09:15:00+05:30,24497.15,Initial SL Hit,-219.45000000000076,-224.32748500000076,123.57018992738192,3,-27117.47817956405,-27720.18992738201,-2.711747817956405,-1.3860094963691003,2018,BANKNIFTY,-3.7732685590056505
98,98,336,SHORT,2018-03-12 10:15:00+05:30,2018-03-12 11:15:00+05:30,24408.85,24499.3,2018-03-12 13:15:00+05:30,24471.65,Reversed,-62.80000000000291,-67.68805000000292,122.90624097407292,3,-7718.511933172138,-8319.283784365456,-0.7718511933172137,-0.41596418921827283,2018,BANKNIFTY,-4.189232748223922
99,99,2451,SHORT,2018-03-12 10:15:00+05:30,2018-03-12 11:15:00+05:30,10321.2,10342.35,2018-03-12 12:15:00+05:30,10342.35,Initial SL Hit,-21.14999999999964,-25.28270999999964,290.6638762934542,3,-6147.540983606451,-7348.770491803173,-0.6147540983606451,-0.36743852459015863,2018,NIFTY,-4.55667127281408
100,100,2452,LONG,2018-03-12 12:15:00+05:30,2018-03-12 13:15:00+05:30,10351.05,10312.0,2018-03-15 10:15:00+05:30,10387.1,Reversed,36.05000000000109,31.90237000000109,289.8256698595795,3,10448.215398438157,9246.12575535847,1.0448215398438156,0.4623062877679234,2018,NIFTY,-4.094364985046157
101,101,337,LONG,2018-03-12 12:15:00+05:30,2018-03-12 13:15:00+05:30,24471.65,24379.85,2018-03-15 09:15:00+05:30,24831.45,Reversed,359.7999999999993,354.86968999999925,122.59083470056166,3,44108.182325262,43503.771507029465,4.4108182325262,2.1751885753514735,2018,BANKNIFTY,-1.9191764096946837
102,102,339,SHORT,2018-03-14 15:15:00+05:30,2018-03-15 09:15:00+05:30,24831.45,24894.3,2018-03-15 09:15:00+05:30,24894.3,Initial SL Hit,-62.84999999999855,-67.82257499999855,120.81453157185746,3,-7593.193309291066,-8193.952628621995,-0.7593193309291065,-0.4096976314310998,2018,BANKNIFTY,-2.3288740411257827
103,103,338,LONG,2018-03-14 15:15:00+05:30,2018-03-15 09:15:00+05:30,24831.45,24894.3,2018-03-15 09:15:00+05:30,24894.3,Initial SL Hit,62.84999999999855,57.87742499999855,120.81453157185746,3,7593.193309291066,6992.433989960136,0.7593193309291065,0.34962169949800687,2018,BANKNIFTY,-1.9792523416277756
104,104,2453,SHORT,2018-03-15 09:15:00+05:30,2018-03-15 10:15:00+05:30,10387.1,10420.35,2018-03-15 13:15:00+05:30,10402.65,Reversed,-15.549999999999272,-19.707949999999272,288.8197860808117,3,-4491.147673556413,-5692.045903091123,-0.4491147673556412,-0.28460229515455615,2018,NIFTY,-2.263854636782332
105,105,340,SHORT,2018-03-15 10:15:00+05:30,2018-03-15 11:15:00+05:30,24781.5,24897.6,2018-03-15 13:15:00+05:30,24893.1,Reversed,-111.59999999999854,-116.56745999999856,121.0580473336965,3,-13510.078082440354,-14111.4290902486,-1.351007808244035,-0.70557145451243,2018,BANKNIFTY,-2.9694260912947623
106,106,341,LONG,2018-03-15 12:15:00+05:30,2018-03-15 13:15:00+05:30,24893.1,24754.25,2018-03-15 15:15:00+05:30,24769.35,Reversed,-123.75,-128.716245,120.515323523386,3,-14913.77128601902,-15512.279908890414,-1.491377128601902,-0.7756139954445207,2018,BANKNIFTY,-3.7450400867392837
107,107,2454,SHORT,2018-03-15 12:15:00+05:30,2018-03-15 13:15:00+05:30,10402.65,10376.95,2018-03-15 13:15:00+05:30,10376.95,Initial SL Hit,25.69999999999891,21.544079999998907,288.38805496676326,3,7411.573012645501,6213.05532724803,0.74115730126455,0.31065276636240147,2018,NIFTY,-3.4343873203768815
108,108,2455,LONG,2018-03-15 14:15:00+05:30,2018-03-15 15:15:00+05:30,10358.6,10407.1,2018-03-15 15:15:00+05:30,10364.4,Gap Outside Initial SL,5.799999999999272,1.655399999999272,289.61442665997333,3,1679.7636746276346,479.427721892709,0.1679763674627634,0.0239713860946354,2018,NIFTY,-3.4104159342822467
109,109,342,SHORT,2018-03-15 14:15:00+05:30,2018-03-15 15:15:00+05:30,24769.35,24939.85,2018-03-19 09:15:00+05:30,24552.5,Reversed,216.84999999999852,211.9178149999985,121.11742940367834,3,26264.314566187477,25666.94099764409,2.626431456618747,1.2833470498822046,2018,BANKNIFTY,-2.1270688844000425
110,110,2456,LONG,2018-03-16 15:15:00+05:30,2018-03-19 09:15:00+05:30,10220.05,10180.25,2018-03-19 09:15:00+05:30,10180.25,Initial SL Hit,-39.79999999999927,-43.88005999999928,293.5406382551945,3,-11682.917402556528,-12880.580819076016,-1.1682917402556527,-0.6440290409538008,2018,NIFTY,-2.7710979253538426
111,111,2457,SHORT,2018-03-16 15:15:00+05:30,2018-03-19 09:15:00+05:30,10220.05,10180.25,2018-03-19 09:15:00+05:30,10219.7,Gap Outside Initial SL,0.3499999999985448,-3.737950000001456,293.5406382551945,3,102.73922338889092,-1097.2402287664315,0.010273922338889,-0.05486201143832155,2018,NIFTY,-2.825959936792165
112,112,343,SHORT,2018-03-16 15:15:00+05:30,2018-03-19 09:15:00+05:30,24552.5,24439.15,2018-03-19 09:15:00+05:30,24439.15,Initial SL Hit,113.34999999999854,108.45083499999856,122.1871499847266,3,13849.913450768585,13251.29844211366,1.3849913450768585,0.662564922105683,2018,BANKNIFTY,-2.1633950146864827
113,113,2458,SHORT,2018-03-19 10:15:00+05:30,2018-03-19 11:15:00+05:30,10153.95,10224.55,2018-03-20 09:15:00+05:30,10097.4,Reversed,56.55000000000109,52.49973000000109,295.4515237912339,3,16707.7836703946,15511.12522712868,1.6707783670394605,0.775556261356434,2018,NIFTY,-1.3878387533300494
114,114,344,LONG,2018-03-19 10:15:00+05:30,2018-03-19 11:15:00+05:30,24381.25,24588.05,2018-03-19 11:15:00+05:30,24405.65,Gap Outside Initial SL,24.40000000000145,19.521310000001456,123.04537298128685,3,3002.3071007435783,2402.006870033504,0.3002307100743578,0.1201003435016752,2018,BANKNIFTY,-1.2677384098283735
115,115,2459,LONG,2018-03-19 15:15:00+05:30,2018-03-20 09:15:00+05:30,10097.4,10075.3,2018-03-20 14:15:00+05:30,10099.75,Reversed,2.350000000000364,-1.6894299999996365,297.10618575078735,3,698.1995365144584,-501.9401033928447,0.0698199536514458,-0.0250970051696422,2018,NIFTY,-1.2928354149980166
116,116,345,SHORT,2018-03-20 10:15:00+05:30,2018-03-20 11:15:00+05:30,24260.25,24106.45,2018-03-20 11:15:00+05:30,24237.0,Gap Outside Initial SL,23.25,18.400275,123.65907193866512,3,2875.073422573964,2275.3609299162213,0.2875073422573964,0.11376804649581106,2018,BANKNIFTY,-1.1790673685022064
117,117,346,LONG,2018-03-20 12:15:00+05:30,2018-03-20 13:15:00+05:30,24212.3,24355.65,2018-03-20 13:15:00+05:30,24228.35,Gap Outside Initial SL,16.049999999999272,11.205934999999272,123.90396616595696,3,1988.6586569635192,1388.4597910978227,0.1988658656963519,0.0694229895548911,2018,BANKNIFTY,-1.1096443789473156
118,118,2460,SHORT,2018-03-20 13:15:00+05:30,2018-03-20 14:15:00+05:30,10099.75,10155.65,2018-03-21 09:15:00+05:30,10182.4,Gap Outside Initial SL,-82.64999999999964,-86.70642999999964,297.03705537265773,3,-24550.112626550053,-25755.022649075367,-2.455011262655005,-1.2877511324537683,2018,NIFTY,-2.3973955114010845
119,119,2461,SHORT,2018-03-21 11:15:00+05:30,2018-03-21 12:15:00+05:30,10178.7,10227.3,2018-03-26 12:15:00+05:30,10006.1,Reversed,172.60000000000036,168.56304000000037,294.73311916060004,3,50870.93636711968,49681.1105543931,5.087093636711968,2.484055527719655,2018,NIFTY,0.0
120,120,347,SHORT,2018-03-21 11:15:00+05:30,2018-03-21 12:15:00+05:30,24306.6,24459.75,2018-03-22 09:15:00+05:30,24280.35,Reversed,26.25,21.391305,123.42326775443708,3,3239.860778553973,2640.1847646318283,0.3239860778553973,0.1320092382315914,2018,BANKNIFTY,0.0
121,121,348,SHORT,2018-03-21 15:15:00+05:30,2018-03-22 09:15:00+05:30,24280.35,24208.65,2018-03-22 09:15:00+05:30,24208.65,Initial SL Hit,71.69999999999709,66.85109999999709,123.55670326004362,3,8859.015623744768,8259.901525307143,0.8859015623744768,0.41299507626535714,2018,BANKNIFTY,0.0
122,122,349,LONG,2018-03-22 11:15:00+05:30,2018-03-22 12:15:00+05:30,24168.15,24314.4,2018-03-22 12:15:00+05:30,24178.5,Gap Outside Initial SL,10.349999999998545,5.515334999998545,124.1303120015392,3,1284.7487292157502,684.6202543428286,0.128474872921575,0.0342310127171414,2018,BANKNIFTY,0.0
123,123,350,SHORT,2018-03-23 14:15:00+05:30,2018-03-23 15:15:00+05:30,23651.45,23768.35,2018-03-26 09:15:00+05:30,23768.35,Initial SL Hit,-116.89999999999782,-121.64197999999782,126.84211750230958,3,-14827.843536019713,-15429.326320373317,-1.4827843536019711,-0.7714663160186658,2018,BANKNIFTY,-0.7714663160186657
124,124,2462,LONG,2018-03-26 11:15:00+05:30,2018-03-26 12:15:00+05:30,10006.1,9958.55,2018-03-27 11:15:00+05:30,10156.1,Reversed,150.0,145.96756,299.81711156194723,3,44972.566734292086,43763.57222094522,4.4972566734292085,2.188178611047261,2018,NIFTY,0.0
125,125,351,SHORT,2018-03-27 10:15:00+05:30,2018-03-27 11:15:00+05:30,24324.9,24496.95,2018-03-28 11:15:00+05:30,24301.4,Reversed,23.5,18.63737,123.33041451352317,3,2898.2647410677946,2298.554567541901,0.2898264741067794,0.11492772837709506,2018,BANKNIFTY,0.0
126,126,2463,SHORT,2018-03-27 10:15:00+05:30,2018-03-27 11:15:00+05:30,10156.1,10205.5,2018-03-27 13:15:00+05:30,10187.4,Reversed,-31.299999999999272,-35.36869999999927,295.38897805259893,3,-9245.675013046131,-10447.52414804874,-0.9245675013046132,-0.522376207402437,2018,NIFTY,-0.5223762074024378
127,127,2464,LONG,2018-03-27 12:15:00+05:30,2018-03-27 13:15:00+05:30,10187.4,10139.65,2018-03-28 09:15:00+05:30,10139.65,Initial SL Hit,-47.75,-51.81541,294.4814182225102,3,-14061.48772012486,-15258.675422580836,-1.406148772012486,-0.7629337711290418,2018,NIFTY,-1.2853099785314797
128,128,352,LONG,2018-03-28 10:15:00+05:30,2018-03-28 11:15:00+05:30,24301.4,24229.8,2018-03-28 13:15:00+05:30,24263.9,Reversed,-37.5,-42.35653,123.44967779634096,3,-4629.362917362786,-5228.899981071049,-0.4629362917362786,-0.26144499905355245,2018,BANKNIFTY,-1.5467549775850316
129,129,2465,LONG,2018-03-28 11:15:00+05:30,2018-03-28 12:15:00+05:30,10153.25,10112.55,2018-03-28 14:15:00+05:30,10122.55,Reversed,-30.700000000000728,-34.75516000000073,295.4718932361559,3,-9070.9871223502,-10269.172924925731,-0.90709871223502,-0.5134586462462866,2018,NIFTY,-2.0602136238313182
130,130,353,SHORT,2018-03-28 12:15:00+05:30,2018-03-28 13:15:00+05:30,24263.9,24361.0,2018-04-02 11:15:00+05:30,24216.65,Reversed,47.25,42.401945,123.64046999863994,3,5842.012207435738,5242.596408656481,0.5842012207435737,0.26212982043282407,2018,BANKNIFTY,-1.7980838033984945
131,131,2466,LONG,2018-03-28 13:15:00+05:30,2018-03-28 14:15:00+05:30,10122.55,10154.95,2018-03-28 14:15:00+05:30,10154.95,Initial SL Hit,32.400000000001455,28.344500000001453,296.3680100369966,3,9602.323525199125,8400.403060494082,0.9602323525199123,0.4200201530247041,2018,NIFTY,-1.3780636503737895
132,132,2467,SHORT,2018-03-28 13:15:00+05:30,2018-03-28 14:15:00+05:30,10122.55,10154.95,2018-03-28 14:15:00+05:30,10154.95,Initial SL Hit,-32.400000000001455,-36.45550000000146,296.3680100369966,3,-9602.323525199125,-10804.243989904162,-0.9602323525199123,-0.540212199495208,2018,NIFTY,-1.9182758498689978
133,133,354,LONG,2018-04-02 10:15:00+05:30,2018-04-02 11:15:00+05:30,24216.65,24062.95,2018-04-04 12:15:00+05:30,24506.2,Reversed,289.5499999999993,284.6777149999993,123.88170948500309,3,35869.94898138256,35266.361986484415,3.586994898138256,1.7633180993242208,2018,BANKNIFTY,-0.1549577505447779
134,134,2468,LONG,2018-04-02 13:15:00+05:30,2018-04-02 14:15:00+05:30,10197.55,10152.3,2018-04-04 12:15:00+05:30,10244.35,Reversed,46.80000000000109,42.71162000000109,294.1883099371908,3,13768.01290506085,12565.25930247984,1.376801290506085,0.628262965123992,2018,NIFTY,0.0
135,135,355,SHORT,2018-04-04 11:15:00+05:30,2018-04-04 12:15:00+05:30,24506.2,24666.3,2018-04-05 10:15:00+05:30,24470.95,Reversed,35.25,30.352285,122.4180003427704,3,4315.234512082657,3715.666035533865,0.4315234512082657,0.1857833017766932,2018,BANKNIFTY,0.0
136,136,2469,SHORT,2018-04-04 11:15:00+05:30,2018-04-04 12:15:00+05:30,10244.35,10279.85,2018-04-05 10:15:00+05:30,10279.85,Initial SL Hit,-35.5,-39.60484,292.84434834811384,3,-10395.97436635804,-11598.053561231314,-1.039597436635804,-0.5799026780615657,2018,NIFTY,-0.5799026780615648
137,137,356,LONG,2018-04-05 09:15:00+05:30,2018-04-05 10:15:00+05:30,24470.95,24087.8,2018-04-13 14:15:00+05:30,25122.35,Reversed,651.3999999999978,646.4406699999978,122.5943414538463,3,79857.95402303521,79249.96822763291,7.985795402303522,3.9624984113816457,2018,BANKNIFTY,0.0
138,138,2470,LONG,2018-04-05 12:15:00+05:30,2018-04-05 13:15:00+05:30,10283.55,10258.6,2018-04-06 12:15:00+05:30,10299.45,Reversed,15.900000000001455,11.783400000001455,291.72805111075456,3,4638.476012661422,3437.54831745889,0.4638476012661422,0.1718774158729445,2018,NIFTY,0.0
139,139,2471,SHORT,2018-04-06 11:15:00+05:30,2018-04-06 12:15:00+05:30,10299.45,10332.1,2018-04-06 14:15:00+05:30,10332.1,Initial SL Hit,-32.64999999999964,-36.77630999999964,291.2776895853662,3,-9510.2165649621,-10712.118608275094,-0.95102165649621,-0.5356059304137547,2018,NIFTY,-0.5356059304137553
140,140,2472,SHORT,2018-04-09 10:15:00+05:30,2018-04-09 11:15:00+05:30,10370.7,10391.25,2018-04-09 11:15:00+05:30,10391.25,Initial SL Hit,-20.549999999999272,-24.702389999999276,289.27651942491826,3,-5944.63247418186,-7145.821400676697,-0.5944632474181859,-0.3572910700338348,2018,NIFTY,-0.89289700044759
141,141,2473,LONG,2018-04-09 13:15:00+05:30,2018-04-09 14:15:00+05:30,10394.15,10361.55,2018-04-11 09:15:00+05:30,10399.6,Reversed,5.450000000000728,1.2912500000007272,288.6238893993256,3,1573.0001972265345,372.68559718708906,0.1573000197226534,0.01863427985935445,2018,NIFTY,-0.8742627205882343
142,142,2474,LONG,2018-04-10 15:15:00+05:30,2018-04-11 09:15:00+05:30,10399.6,10423.65,2018-04-11 09:15:00+05:30,10423.65,Initial SL Hit,24.049999999999272,19.88534999999927,288.47263356282934,3,6937.766837185836,5736.379283818398,0.6937766837185837,0.2868189641909199,2018,NIFTY,-0.5874437563973132
143,143,2475,SHORT,2018-04-10 15:15:00+05:30,2018-04-11 09:15:00+05:30,10399.6,10423.65,2018-04-11 09:15:00+05:30,10423.65,Initial SL Hit,-24.049999999999272,-28.214649999999278,288.47263356282934,3,-6937.766837185836,-8139.1543905532735,-0.6937766837185837,-0.4069577195276637,2018,NIFTY,-0.9944014759249775
144,144,2476,LONG,2018-04-11 10:15:00+05:30,2018-04-11 11:15:00+05:30,10387.8,10355.6,2018-04-12 12:15:00+05:30,10423.15,Reversed,35.350000000000364,31.187810000000365,288.80032345636226,3,10209.091434182512,9007.049615895676,1.0209091434182511,0.4503524807947838,2018,NIFTY,-0.5440489951301934
145,145,2478,SHORT,2018-04-12 11:15:00+05:30,2018-04-12 12:15:00+05:30,10423.15,10437.55,2018-04-12 12:15:00+05:30,10437.55,Initial SL Hit,-14.399999999999636,-18.572139999999635,287.8208602965514,3,-4144.620388270236,-5345.44931234789,-0.4144620388270236,-0.2672724656173945,2018,NIFTY,-0.8113214607475889
146,146,2477,LONG,2018-04-12 11:15:00+05:30,2018-04-12 12:15:00+05:30,10423.15,10437.55,2018-04-12 12:15:00+05:30,10437.55,Initial SL Hit,14.399999999999636,10.227859999999636,287.8208602965514,3,4144.620388270236,2943.7914641925818,0.4144620388270236,0.1471895732096291,2018,NIFTY,-0.6641318875379589
147,147,2479,SHORT,2018-04-13 13:15:00+05:30,2018-04-13 14:15:00+05:30,10460.55,10519.9,2018-04-16 13:15:00+05:30,10492.5,Reversed,-31.950000000000728,-36.14061000000073,286.79180349025626,3,-9162.998121513896,-10364.830721138198,-0.9162998121513896,-0.5182415360569099,2018,NIFTY,-1.1823734235948677
148,148,357,SHORT,2018-04-13 13:15:00+05:30,2018-04-13 14:15:00+05:30,25122.35,25411.3,2018-04-16 09:15:00+05:30,25231.4,Reversed,-109.05000000000292,-114.08537500000293,119.41558015074229,3,-13022.269015438793,-13623.571242340337,-1.3022269015438792,-0.6811785621170169,2018,BANKNIFTY,-1.863551985711883
149,149,358,SHORT,2018-04-13 15:15:00+05:30,2018-04-16 09:15:00+05:30,25231.4,25076.85,2018-04-16 09:15:00+05:30,25076.85,Initial SL Hit,154.5500000000029,149.51917500000292,118.8994665377268,3,18375.912553406022,17777.750144661364,1.8375912553406024,0.8888875072330682,2018,BANKNIFTY,-0.9746644784788145
150,150,359,LONG,2018-04-16 10:15:00+05:30,2018-04-16 11:15:00+05:30,25145.2,25244.65,2018-04-16 11:15:00+05:30,25153.7,Gap Outside Initial SL,8.5,3.47011,119.30706456898334,3,1014.1100488363584,414.00863783147474,0.1014110048836358,0.0207004318915737,2018,BANKNIFTY,-0.9539640465872417
151,151,2480,LONG,2018-04-16 12:15:00+05:30,2018-04-16 13:15:00+05:30,10492.5,10452.7,2018-04-17 11:15:00+05:30,10528.05,Reversed,35.54999999999927,31.345889999999272,285.9185132237312,3,10164.403145103435,8962.370264474417,1.0164403145103438,0.4481185132237208,2018,NIFTY,-0.5058455333635195
152,152,360,SHORT,2018-04-16 12:15:00+05:30,2018-04-16 13:15:00+05:30,25227.6,25118.05,2018-04-16 13:15:00+05:30,25188.85,Gap Outside Initial SL,38.75,33.708355,118.91737620701136,3,4608.04832802169,4008.5091328544927,0.460804832802169,0.2004254566427246,2018,BANKNIFTY,-0.30542007672079663
