,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation,Cumulative PnL,Cumulative ROI%,Running Max ROI%,Drawdown
329,BANKNIFTY,29500,P,2020-03-05,2020-03-02 13:00:00,SELL,2020-03-02,13:15:00,343.6,663.65,2,2020-03-02 15:00:00,663.65,-320.04999999999995,10.0725,-330.12249999999995,-27235.10625,Initial SL Hit,82.5,-2.723510625,1000.85,253.1,2020,3,"35, 4, 15m, N Candles High SL",1044209.5574999994,104.42095575000006,107.82835837500006,-3.407402625000003
330,BANKNIFTY,29500,C,2020-03-05,2020-03-02 14:30:00,SELL,2020-03-02,14:45:00,230.05,363.3,2,2020-03-05 09:30:00,2.0,228.05,2.3205,225.7295,18622.68375,Target Hit,82.5,1.862268375,520.0,2.0,2020,3,"35, 4, 15m, N Candles High SL",1062832.2412499995,106.28322412500006,107.82835837500006,-1.5451342500000038
1118,NIFTY,11400,C,2020-03-05,2020-03-03 09:30:00,SELL,2020-03-03,10:00:00,51.3,102.6,1,2020-03-05 13:30:00,1.0,50.3,0.523,49.777,15306.4275,Target Hit,307.5,1.5306427499999997,145.0,0.8,2020,3,"20, 4, 30m, 2% SL",1078138.6687499995,107.81386687500006,107.82835837500006,-0.01449150000000543
331,BANKNIFTY,29500,P,2020-03-05,2020-03-05 12:45:00,SELL,2020-03-05,13:00:00,476.8,1382.85,2,2020-03-05 15:15:00,683.75,-206.95,11.6055,-218.5555,-18030.82875,Expiry Exit,82.5,-1.803082875,1382.85,253.1,2020,3,"35, 4, 15m, N Candles High SL",1060107.8399999994,106.01078400000006,107.82835837500006,-1.8175743750000066
332,BANKNIFTY,27600,C,2020-03-12,2020-03-09 12:30:00,SELL,2020-03-09,12:45:00,118.55,747.2,2,2020-03-12 09:15:00,2.0,116.55,1.2055,115.3445,10381.005,Target Hit,90.0,1.0381005,747.2,0.55,2020,3,"35, 4, 15m, N Candles High SL",1070488.8449999993,107.04888450000006,107.82835837500006,-0.7794738750000079
1119,NIFTY,10950,C,2020-03-12,2020-03-09 14:00:00,SELL,2020-03-09,14:30:00,13.0,26.0,1,2020-03-11 14:30:00,1.0,12.0,0.14,11.86,3824.85,Target Hit,322.5,0.38248499999999996,179.8,0.95,2020,3,"20, 4, 30m, 2% SL",1074313.6949999994,107.43136950000006,107.82835837500006,-0.39698887500000524
1120,NIFTY,9100,C,2020-03-19,2020-03-17 10:30:00,SELL,2020-03-17,11:00:00,427.6,855.2,1,2020-03-19 09:00:00,1.0,426.6,4.2860000000000005,422.314,161535.105,Target Hit,382.5,16.153510500000003,1135.05,0.2,2020,3,"20, 4, 30m, 2% SL",1235848.7999999993,123.58488000000006,123.58488000000006,0.0
333,BANKNIFTY,22700,C,2020-03-19,2020-03-17 12:30:00,SELL,2020-03-17,12:45:00,930.0,3050.0,2,2020-03-19 09:15:00,2.0,928.0,9.32,918.68,103351.5,Target Hit,112.5,10.33515,3050.0,1.0,2020,3,"35, 4, 15m, N Candles High SL",1339200.2999999993,133.92003000000005,133.92003000000005,0.0
334,BANKNIFTY,19900,C,2020-03-26,2020-03-23 13:15:00,SELL,2020-03-23,13:30:00,310.0,1801.65,2,2020-03-26 15:00:00,2.0,308.0,3.12,304.88,38872.2,Target Hit,127.5,3.8872199999999997,1801.65,0.1,2020,3,"35, 4, 15m, N Candles High SL",1378072.4999999993,137.80725000000007,137.80725000000007,0.0
1121,NIFTY,8300,C,2020-03-26,2020-03-23 14:30:00,SELL,2020-03-23,15:00:00,113.7,227.4,1,2020-03-25 13:00:00,227.4,-113.7,3.4110000000000005,-117.111,-49186.62,Initial SL Hit,420.0,-4.918662,778.05,52.2,2020,3,"20, 4, 30m, 2% SL",1328885.8799999992,132.88858800000006,137.80725000000007,-4.918662000000012
1122,NIFTY,8300,P,2020-03-26,2020-03-24 15:00:00,SELL,2020-03-25,09:00:00,504.8,1009.6,1,2020-03-26 14:30:00,1.0,503.8,5.058,498.742,209471.64,Target Hit,420.0,20.947164,859.0,0.5,2020,3,"20, 4, 30m, 2% SL",1538357.519999999,153.83575200000007,153.83575200000007,0.0
335,BANKNIFTY,19900,P,2020-03-26,2020-03-25 12:45:00,SELL,2020-03-25,13:15:00,2159.4,3750.6,2,2020-03-26 15:15:00,284.15,1875.25,24.4355,1850.8145,235978.84875,Expiry Exit,127.5,23.597884875,3750.6,210.3,2020,3,"35, 4, 15m, N Candles High SL",1774336.368749999,177.43363687500008,177.43363687500008,0.0
336,BANKNIFTY,20800,C,2020-04-01,2020-03-30 12:30:00,SELL,2020-03-30,12:45:00,270.1,1500.65,2,2020-04-01 09:30:00,2.0,268.1,2.721,265.379,31845.480000000003,Target Hit,120.0,3.1845480000000004,1649.7,1.45,2020,3,"35, 4, 15m, N Candles High SL",1806181.848749999,180.61818487500008,180.61818487500008,0.0
1123,NIFTY,8950,C,2020-04-01,2020-03-30 14:00:00,SELL,2020-03-30,14:30:00,48.6,97.2,1,2020-04-01 09:30:00,1.0,47.6,0.496,47.104,18370.56,Target Hit,390.0,1.837056,540.25,0.7,2020,3,"20, 4, 30m, 2% SL",1824552.408749999,182.45524087500007,182.45524087500007,0.0
337,BANKNIFTY,20800,P,2020-04-01,2020-03-31 12:45:00,SELL,2020-03-31,13:00:00,1610.0,2330.0,2,2020-04-01 10:00:00,2330.0,-720.0,39.4,-759.4,-91128.0,Initial SL Hit,120.0,-9.1128,2397.3,1140.8,2020,3,"35, 4, 15m, N Candles High SL",1733424.408749999,173.34244087500008,182.45524087500007,-9.112799999999993
338,BANKNIFTY,18300,P,2020-04-09,2020-04-07 12:45:00,SELL,2020-04-07,13:00:00,354.0,1387.25,2,2020-04-09 12:45:00,2.0,352.0,3.56,348.44,47039.4,Target Hit,135.0,4.70394,1387.25,1.5,2020,4,"35, 4, 15m, N Candles High SL",1780463.808749999,178.04638087500007,182.45524087500007,-4.408860000000004
1124,NIFTY,8350,P,2020-04-09,2020-04-07 14:00:00,SELL,2020-04-07,14:30:00,59.3,118.6,1,2020-04-09 11:30:00,1.0,58.3,0.603,57.697,24232.74,Target Hit,420.0,2.4232739999999997,400.0,0.65,2020,4,"20, 4, 30m, 2% SL",1804696.548749999,180.46965487500006,182.45524087500007,-1.985586000000012
339,BANKNIFTY,19900,C,2020-04-16,2020-04-15 13:45:00,SELL,2020-04-15,14:00:00,143.5,600.45,2,2020-04-16 13:45:00,2.0,141.5,1.455,140.045,17855.7375,Target Hit,127.5,1.78557375,650.35,1.2,2020,4,"35, 4, 15m, N Candles High SL",1822552.286249999,182.25522862500006,182.45524087500007,-0.20001225000001455
1125,NIFTY,9100,C,2020-04-16,2020-04-16 12:00:00,SELL,2020-04-16,12:30:00,9.0,18.0,1,2020-04-16 14:30:00,1.0,8.0,0.1,7.9,3021.75,Target Hit,382.5,0.302175,226.55,0.2,2020,4,"20, 4, 30m, 2% SL",1825574.036249999,182.55740362500006,182.55740362500006,0.0
340,BANKNIFTY,20400,P,2020-04-23,2020-04-20 12:45:00,SELL,2020-04-20,13:00:00,472.5,1093.8,2,2020-04-21 12:15:00,1093.8,-621.3,15.663,-636.963,-76435.56,Initial SL Hit,120.0,-7.643556,1112.0,323.55,2020,4,"35, 4, 15m, N Candles High SL",1749138.476249999,174.91384762500007,182.55740362500006,-7.64355599999999
341,BANKNIFTY,20400,C,2020-04-23,2020-04-21 10:00:00,SELL,2020-04-21,10:15:00,177.9,960.0,2,2020-04-23 14:30:00,2.0,175.9,1.7990000000000002,174.101,20892.12,Target Hit,120.0,2.089212,960.0,2.0,2020,4,"35, 4, 15m, N Candles High SL",1770030.596249999,177.00305962500008,182.55740362500006,-5.554343999999986
1126,NIFTY,9300,P,2020-04-23,2020-04-22 14:00:00,SELL,2020-04-22,14:30:00,181.9,363.8,1,2020-04-23 15:00:00,1.0,180.9,1.829,179.071,67151.625,Target Hit,375.0,6.715162500000001,426.8,0.05,2020,4,"20, 4, 30m, 2% SL",1837182.221249999,183.71822212500007,183.71822212500007,0.0
342,BANKNIFTY,20400,P,2020-04-23,2020-04-22 15:00:00,SELL,2020-04-22,15:15:00,824.5,1439.65,2,2020-04-23 15:15:00,132.5,692.0,9.57,682.43,81891.59999999999,Expiry Exit,120.0,8.18916,1439.65,60.0,2020,4,"35, 4, 15m, N Candles High SL",1919073.821249999,191.90738212500005,191.90738212500005,0.0
343,BANKNIFTY,19700,P,2020-04-30,2020-04-27 12:30:00,SELL,2020-04-27,12:45:00,250.6,734.0,2,2020-04-30 09:15:00,2.0,248.6,2.526,246.074,31374.435,Target Hit,127.5,3.1374435,734.0,0.6,2020,4,"35, 4, 15m, N Candles High SL",1950448.2562499992,195.04482562500004,195.04482562500004,0.0
1127,NIFTY,9150,P,2020-04-30,2020-04-27 14:30:00,SELL,2020-04-27,15:00:00,61.9,123.8,1,2020-04-30 09:00:00,1.0,60.9,0.629,60.271,23053.6575,Target Hit,382.5,2.30536575,180.0,0.45,2020,4,"20, 4, 30m, 2% SL",1973501.9137499991,197.35019137500004,197.35019137500004,0.0
344,BANKNIFTY,20500,C,2020-05-07,2020-05-05 13:30:00,SELL,2020-05-05,13:45:00,209.0,361.0,2,2020-05-07 10:30:00,2.0,207.0,2.11,204.89,24586.8,Target Hit,120.0,2.45868,570.0,1.6,2020,5,"35, 4, 15m, N Candles High SL",1998088.7137499992,199.80887137500002,199.80887137500002,0.0
1128,NIFTY,9550,C,2020-05-07,2020-05-05 14:00:00,SELL,2020-05-05,14:30:00,33.05,66.1,1,2020-05-07 09:00:00,1.0,32.05,0.3404999999999999,31.7095,11653.24125,Target Hit,367.5,1.165324125,119.25,0.85,2020,5,"20, 4, 30m, 2% SL",2009741.9549999991,200.97419550000004,200.97419550000004,0.0
345,BANKNIFTY,20500,P,2020-05-07,2020-05-06 11:30:00,SELL,2020-05-06,11:45:00,946.2,1624.2,2,2020-05-07 15:15:00,1010.85,-64.64999999999998,19.570500000000003,-84.22049999999999,-10106.46,Expiry Exit,120.0,-1.010646,1624.2,420.25,2020,5,"35, 4, 15m, N Candles High SL",1999635.4949999992,199.96354950000003,200.97419550000004,-1.0106460000000084
