,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation,Cumulative PnL,Cumulative ROI%,Running Max ROI%,Drawdown
1273,NIFTY,17450,C,2022-02-17,2022-02-17 11:00:00,SELL,2022-02-17,11:30:00,11.8,23.6,1,2022-02-17 12:30:00,23.6,-11.8,0.354,-12.154,-2461.185,Initial SL Hit,202.5,-0.2461185,146.15,5.2,2022,2,"20, 4, 30m, 2% SL",3703419.19125,370.3419191250002,373.5655537500002,-3.223634625000045
1274,NIFTY,17450,C,2022-02-17,2022-02-17 13:00:00,SELL,2022-02-17,13:30:00,5.7,11.4,1,2022-02-17 13:30:00,11.4,-5.7,0.171,-5.871,-1188.8775,Initial SL Hit,202.5,-0.11888775,146.15,4.25,2022,2,"20, 4, 30m, 2% SL",3702230.31375,370.2230313750002,373.5655537500002,-3.342522375000044
536,BANKNIFTY,37300,P,2022-02-24,2022-02-21 12:30:00,SELL,2022-02-21,12:45:00,221.4,535.0,2,2022-02-22 09:15:00,535.0,-313.6,7.564,-321.16400000000004,-21678.570000000003,Initial SL Hit,67.5,-2.1678570000000006,684.1,202.05,2022,2,"35, 4, 15m, N Candles High SL",3680551.7437500004,368.05517437500015,373.5655537500002,-5.5103793750000705
1275,NIFTY,17250,C,2022-02-24,2022-02-21 14:00:00,SELL,2022-02-21,14:30:00,140.55,281.1,1,2022-02-24 10:30:00,1.0,139.55,1.4155000000000002,138.1345,27972.23625,Target Hit,202.5,2.797223625,278.0,0.95,2022,2,"20, 4, 30m, 2% SL",3708523.9800000004,370.85239800000016,373.5655537500002,-2.7131557500000554
537,BANKNIFTY,37300,C,2022-02-24,2022-02-22 10:15:00,SELL,2022-02-22,10:30:00,340.6,960.0,2,2022-02-24 13:45:00,2.0,338.6,3.426,335.17400000000004,22624.245000000003,Target Hit,67.5,2.2624245000000003,960.0,1.55,2022,2,"35, 4, 15m, N Candles High SL",3731148.2250000006,373.1148225000002,373.5655537500002,-0.45073125000004666
538,BANKNIFTY,37300,P,2022-02-24,2022-02-23 10:30:00,SELL,2022-02-23,10:45:00,178.15,684.1,2,2022-02-24 09:15:00,684.1,-505.9500000000001,8.6225,-514.5725,-34733.64375,Initial SL Hit,67.5,-3.473364375,1300.0,103.15,2022,2,"35, 4, 15m, N Candles High SL",3696414.5812500007,369.64145812500016,373.5655537500002,-3.9240956250000636
1276,NIFTY,17250,P,2022-02-24,2022-02-23 12:30:00,SELL,2022-02-23,13:00:00,132.65,265.3,1,2022-02-24 09:00:00,609.0,-476.35,7.4165,-483.7665,-97962.71625,Gap Outside ISL,202.5,-9.796271625,696.6,113.25,2022,2,"20, 4, 30m, 2% SL",3598451.8650000007,359.8451865000002,373.5655537500002,-13.720367250000038
539,BANKNIFTY,35900,C,2022-03-03,2022-02-28 13:00:00,SELL,2022-02-28,13:15:00,732.0,1137.8,2,2022-03-03 14:30:00,2.0,730.0,7.34,722.66,48779.55,Target Hit,67.5,4.877955,1137.8,0.85,2022,2,"35, 4, 15m, N Candles High SL",3647231.4150000005,364.72314150000017,373.5655537500002,-8.842412250000052
1277,NIFTY,16500,P,2022-03-03,2022-02-28 14:00:00,SELL,2022-02-28,14:30:00,157.75,315.5,1,2022-03-03 15:00:00,1.0,156.75,1.5875,155.1625,32584.125,Target Hit,210.0,3.2584125,400.0,0.2,2022,2,"20, 4, 30m, 2% SL",3679815.5400000005,367.9815540000002,373.5655537500002,-5.583999750000032
1278,NIFTY,16500,C,2022-03-03,2022-03-02 11:00:00,SELL,2022-03-02,11:30:00,199.6,399.2,1,2022-03-03 15:00:00,1.0,198.6,2.006,196.594,41284.74,Target Hit,210.0,4.128474,435.9,0.05,2022,3,"20, 4, 30m, 2% SL",3721100.2800000007,372.11002800000017,373.5655537500002,-1.4555257500000494
540,BANKNIFTY,34500,C,2022-03-10,2022-03-07 12:45:00,SELL,2022-03-07,13:00:00,158.75,1082.7,2,2022-03-10 15:15:00,2.0,156.75,1.6075,155.1425,11635.687500000002,Target Hit,75.0,1.1635687500000003,1082.7,0.05,2022,3,"35, 4, 15m, N Candles High SL",3732735.9675000007,373.2735967500002,373.5655537500002,-0.2919570000000249
1279,NIFTY,16350,C,2022-03-10,2022-03-07 14:30:00,SELL,2022-03-07,15:00:00,51.8,103.6,1,2022-03-09 12:30:00,103.6,-51.8,1.5539999999999998,-53.354,-11604.495,Initial SL Hit,217.5,-1.1604495,315.0,20.35,2022,3,"20, 4, 30m, 2% SL",3721131.4725000006,372.11314725000017,373.5655537500002,-1.452406500000052
1280,NIFTY,16350,P,2022-03-10,2022-03-08 15:00:00,SELL,2022-03-09,09:00:00,385.0,770.0,1,2022-03-10 14:30:00,1.0,384.0,3.86,380.14,82680.45,Target Hit,217.5,8.268045,699.0,0.55,2022,3,"20, 4, 30m, 2% SL",3803811.922500001,380.38119225000014,380.38119225000014,0.0
541,BANKNIFTY,34500,P,2022-03-10,2022-03-09 10:00:00,SELL,2022-03-09,10:15:00,1350.05,2350.0,2,2022-03-10 15:15:00,25.5,1324.55,13.7555,1310.7945,98309.5875,Expiry Exit,75.0,9.83095875,2350.0,12.0,2022,3,"35, 4, 15m, N Candles High SL",3902121.5100000007,390.2121510000001,390.2121510000001,0.0
542,BANKNIFTY,34300,P,2022-03-17,2022-03-14 12:30:00,SELL,2022-03-14,12:45:00,335.65,697.6,2,2022-03-17 13:30:00,2.0,333.65,3.3765,330.2735,24770.5125,Target Hit,75.0,2.4770512499999997,799.35,1.7,2022,3,"35, 4, 15m, N Candles High SL",3926892.022500001,392.6892022500001,392.6892022500001,0.0
1281,NIFTY,16550,P,2022-03-17,2022-03-14 14:00:00,SELL,2022-03-14,14:30:00,106.15,212.3,1,2022-03-17 12:30:00,1.0,105.15,1.0715,104.0785,21856.485,Target Hit,210.0,2.1856485,287.0,1.0,2022,3,"20, 4, 30m, 2% SL",3948748.5075000008,394.8748507500001,394.8748507500001,0.0
543,BANKNIFTY,34300,C,2022-03-17,2022-03-15 15:00:00,SELL,2022-03-15,15:15:00,917.2,1495.15,2,2022-03-16 09:15:00,1495.15,-577.95,24.123500000000003,-602.0735000000001,-45155.5125,Initial SL Hit,75.0,-4.51555125,1515.05,603.55,2022,3,"35, 4, 15m, N Candles High SL",3903592.9950000006,390.35929950000013,394.8748507500001,-4.515551249999987
1282,NIFTY,16550,C,2022-03-17,2022-03-16 12:30:00,SELL,2022-03-16,13:00:00,380.15,760.3,1,2022-03-17 12:30:00,760.3,-380.15,11.4045,-391.5545,-82226.44499999999,Initial SL Hit,210.0,-8.2226445,772.25,189.3,2022,3,"20, 4, 30m, 2% SL",3821366.5500000007,382.13665500000013,394.8748507500001,-12.738195749999988
544,BANKNIFTY,36500,P,2022-03-24,2022-03-22 13:45:00,SELL,2022-03-22,14:00:00,505.85,1187.75,2,2022-03-24 15:15:00,972.15,-466.3,14.78,-481.0799999999999,-32472.899999999994,Expiry Exit,67.5,-3.247289999999999,1187.75,183.25,2022,3,"35, 4, 15m, N Candles High SL",3788893.650000001,378.8893650000001,394.8748507500001,-15.98548575000001
545,BANKNIFTY,36500,C,2022-03-24,2022-03-22 14:00:00,SELL,2022-03-22,14:15:00,313.7,407.65,2,2022-03-22 15:15:00,407.65,-93.95,7.213499999999999,-101.16349999999998,-6828.536249999999,Initial SL Hit,67.5,-0.6828536249999999,585.2,107.2,2022,3,"35, 4, 15m, N Candles High SL",3782065.113750001,378.2065113750001,394.8748507500001,-16.668339375000016
1283,NIFTY,17350,C,2022-03-24,2022-03-24 10:00:00,SELL,2022-03-24,10:30:00,13.2,26.4,1,2022-03-24 11:00:00,26.4,-13.2,0.3959999999999999,-13.596,-2753.19,Initial SL Hit,202.5,-0.275319,195.0,5.7,2022,3,"20, 4, 30m, 2% SL",3779311.923750001,377.9311923750001,394.8748507500001,-16.94365837500004
546,BANKNIFTY,36500,C,2022-03-24,2022-03-24 10:00:00,SELL,2022-03-24,10:15:00,28.2,515.0,2,2022-03-24 14:15:00,2.0,26.2,0.302,25.898,1748.115,Target Hit,67.5,0.1748115,585.2,1.65,2022,3,"35, 4, 15m, N Candles High SL",3781060.038750001,378.10600387500006,394.8748507500001,-16.768846875000065
1284,NIFTY,17350,C,2022-03-24,2022-03-24 11:30:00,SELL,2022-03-24,12:00:00,8.8,17.6,1,2022-03-24 14:00:00,1.0,7.800000000000001,0.098,7.702000000000001,1559.6550000000002,Target Hit,202.5,0.1559655,195.0,0.9,2022,3,"20, 4, 30m, 2% SL",3782619.693750001,378.26196937500004,394.8748507500001,-16.612881375000086
547,BANKNIFTY,35700,C,2022-03-31,2022-03-28 13:00:00,SELL,2022-03-28,13:15:00,459.3,543.6,2,2022-03-29 09:15:00,543.6,-84.30000000000001,10.029000000000002,-94.329,-6367.2075,Initial SL Hit,67.5,-0.63672075,614.95,242.7,2022,3,"35, 4, 15m, N Candles High SL",3776252.486250001,377.62524862500004,394.8748507500001,-17.24960212500008
548,BANKNIFTY,35700,P,2022-03-31,2022-03-28 13:30:00,SELL,2022-03-28,13:45:00,465.55,866.6,2,2022-03-31 13:45:00,2.0,463.55,4.6755,458.8745,30974.02875,Target Hit,67.5,3.097402875,866.6,1.5,2022,3,"35, 4, 15m, N Candles High SL",3807226.515000001,380.72265150000004,394.8748507500001,-14.15219925000008
1285,NIFTY,17300,P,2022-03-31,2022-03-28 14:00:00,SELL,2022-03-28,14:30:00,170.1,340.2,1,2022-03-31 13:30:00,1.0,169.1,1.711,167.38899999999998,33896.2725,Target Hit,202.5,3.38962725,333.4,0.85,2022,3,"20, 4, 30m, 2% SL",3841122.787500001,384.11227875000003,394.8748507500001,-10.762572000000091
1286,NIFTY,17300,C,2022-03-31,2022-03-28 14:00:00,SELL,2022-03-28,14:30:00,96.7,193.4,1,2022-03-30 09:00:00,193.4,-96.7,2.901,-99.601,-20169.2025,Initial SL Hit,202.5,-2.01692025,218.1,58.2,2022,3,"20, 4, 30m, 2% SL",3820953.585000001,382.09535850000003,394.8748507500001,-12.77949225000009
549,BANKNIFTY,36300,P,2022-04-07,2022-04-04 12:30:00,SELL,2022-04-04,12:45:00,29.2,325.45,2,2022-04-07 13:00:00,2.0,27.2,0.312,26.888,1814.94,Target Hit,67.5,0.181494,514.55,1.3,2022,4,"35, 4, 15m, N Candles High SL",3822768.525000001,382.2768525,394.8748507500001,-12.597998250000103
1287,NIFTY,17450,P,2022-04-07,2022-04-04 14:00:00,SELL,2022-04-04,14:30:00,12.05,24.1,1,2022-04-07 10:00:00,1.0,11.05,0.1305,10.9195,2211.19875,Target Hit,202.5,0.221119875,188.3,0.9,2022,4,"20, 4, 30m, 2% SL",3824979.723750001,382.497972375,394.8748507500001,-12.376878375000103
550,BANKNIFTY,36300,C,2022-04-07,2022-04-06 09:30:00,SELL,2022-04-06,09:45:00,1391.9,2412.55,2,2022-04-07 15:15:00,1260.7,131.20000000000005,26.526000000000003,104.67400000000004,7065.495000000002,Expiry Exit,67.5,0.7065495000000002,2412.55,469.35,2022,4,"35, 4, 15m, N Candles High SL",3832045.218750001,383.204521875,394.8748507500001,-11.67032887500011
551,BANKNIFTY,37600,P,2022-04-13,2022-04-11 12:30:00,SELL,2022-04-11,12:45:00,230.1,518.5,2,2022-04-13 15:15:00,135.15,94.95,3.6525,91.2975,6162.58125,Expiry Exit,67.5,0.6162581249999999,537.0,21.1,2022,4,"35, 4, 15m, N Candles High SL",3838207.8000000007,383.82078,394.8748507500001,-11.054070750000108
1288,NIFTY,17700,C,2022-04-13,2022-04-11 14:00:00,SELL,2022-04-11,14:30:00,104.35,208.7,1,2022-04-13 13:30:00,1.0,103.35,1.0535,102.2965,19947.8175,Target Hit,195.0,1.9947817499999996,256.8,0.75,2022,4,"20, 4, 30m, 2% SL",3858155.6175000006,385.81556175000003,394.8748507500001,-9.059289000000092
552,BANKNIFTY,37600,C,2022-04-13,2022-04-12 09:45:00,SELL,2022-04-12,10:00:00,143.65,627.6,2,2022-04-13 15:00:00,2.0,141.65,1.4565,140.1935,9463.06125,Target Hit,67.5,0.946306125,627.6,0.6,2022,4,"35, 4, 15m, N Candles High SL",3867618.6787500004,386.761867875,394.8748507500001,-8.112982875000114
553,BANKNIFTY,36800,C,2022-04-21,2022-04-19 12:30:00,SELL,2022-04-19,12:45:00,324.5,445.9,2,2022-04-19 13:45:00,445.9,-121.39999999999998,7.704,-129.10399999999998,-8714.519999999999,Initial SL Hit,67.5,-0.8714519999999998,505.0,240.0,2022,4,"35, 4, 15m, N Candles High SL",3858904.1587500004,385.89041587500003,394.8748507500001,-8.98443487500009
554,BANKNIFTY,36800,P,2022-04-21,2022-04-19 13:00:00,SELL,2022-04-19,13:15:00,235.05,550.0,2,2022-04-19 15:00:00,550.0,-314.95,7.850499999999999,-322.8005,-21789.03375,Initial SL Hit,67.5,-2.178903375,628.55,124.1,2022,4,"35, 4, 15m, N Candles High SL",3837115.1250000005,383.7115125,394.8748507500001,-11.163338250000095
555,BANKNIFTY,36800,C,2022-04-21,2022-04-19 15:00:00,SELL,2022-04-19,15:15:00,117.4,484.0,2,2022-04-21 15:15:00,16.0,101.4,1.334,100.066,6754.455,Expiry Exit,67.5,0.6754455,505.0,2.15,2022,4,"35, 4, 15m, N Candles High SL",3843869.5800000005,384.38695800000005,394.8748507500001,-10.487892750000071
1289,NIFTY,17200,C,2022-04-21,2022-04-20 10:30:00,SELL,2022-04-20,11:00:00,34.15,68.3,1,2022-04-20 13:00:00,68.3,-34.15,1.0245,-35.1745,-7122.83625,Initial SL Hit,202.5,-0.712283625,244.35,14.35,2022,4,"20, 4, 30m, 2% SL",3836746.7437500004,383.67467437500005,394.8748507500001,-11.20017637500007
1290,NIFTY,17200,C,2022-04-21,2022-04-20 13:30:00,SELL,2022-04-20,14:00:00,27.8,55.6,1,2022-04-21 09:00:00,58.85,-31.05,0.8665,-31.9165,-6463.09125,Gap Outside ISL,202.5,-0.646309125,244.35,14.35,2022,4,"20, 4, 30m, 2% SL",3830283.6525000003,383.02836525000004,394.8748507500001,-11.846485500000085
1291,NIFTY,17200,P,2022-04-21,2022-04-21 10:30:00,SELL,2022-04-21,11:00:00,11.75,23.5,1,2022-04-21 14:00:00,1.0,10.75,0.1275,10.6225,2151.05625,Target Hit,202.5,0.215105625,389.7,0.8,2022,4,"20, 4, 30m, 2% SL",3832434.70875,383.243470875,394.8748507500001,-11.631379875000107
556,BANKNIFTY,36800,P,2022-04-21,2022-04-21 11:45:00,SELL,2022-04-21,12:00:00,221.4,724.75,2,2022-04-21 15:15:00,2.0,219.4,2.234,217.166,14658.705,Target Hit,67.5,1.4658705,934.5,0.05,2022,4,"35, 4, 15m, N Candles High SL",3847093.4137500003,384.709341375,394.8748507500001,-10.165509375000113
557,BANKNIFTY,36500,C,2022-04-28,2022-04-25 13:15:00,SELL,2022-04-25,13:30:00,238.0,385.0,2,2022-04-28 15:00:00,2.0,236.0,2.4,233.6,15768.0,Target Hit,67.5,1.5768,494.35,0.25,2022,4,"35, 4, 15m, N Candles High SL",3862861.4137500003,386.286141375,394.8748507500001,-8.588709375000121
1292,NIFTY,17250,C,2022-04-28,2022-04-25 14:00:00,SELL,2022-04-25,14:30:00,29.3,58.6,1,2022-04-26 09:00:00,58.6,-29.3,0.8790000000000001,-30.179,-6111.2475,Initial SL Hit,202.5,-0.6111247500000001,184.0,25.9,2022,4,"20, 4, 30m, 2% SL",3856750.1662500002,385.675016625,394.8748507500001,-9.199834125000109
1293,NIFTY,17250,C,2022-04-28,2022-04-26 09:30:00,SELL,2022-04-26,10:00:00,68.65,137.3,1,2022-04-28 15:00:00,1.0,67.65,0.6965000000000001,66.9535,13558.083750000002,Target Hit,202.5,1.355808375,184.0,0.05,2022,4,"20, 4, 30m, 2% SL",3870308.2500000005,387.030825,394.8748507500001,-7.844025750000128
558,BANKNIFTY,36500,P,2022-04-28,2022-04-26 11:00:00,SELL,2022-04-26,11:15:00,293.5,1100.1,2,2022-04-28 15:15:00,78.0,215.5,3.715,211.785,14295.4875,Expiry Exit,67.5,1.42954875,1100.1,38.0,2022,4,"35, 4, 15m, N Candles High SL",3884603.7375000003,388.46037375,394.8748507500001,-6.414477000000147
1294,NIFTY,17250,P,2022-04-28,2022-04-26 13:00:00,SELL,2022-04-26,13:30:00,173.5,347.0,1,2022-04-28 14:30:00,1.0,172.5,1.745,170.755,34577.8875,Target Hit,202.5,3.4577887499999993,400.45,1.0,2022,4,"20, 4, 30m, 2% SL",3919181.6250000005,391.9181625,394.8748507500001,-2.956688250000127
559,BANKNIFTY,36500,C,2022-05-05,2022-05-02 12:30:00,SELL,2022-05-02,12:45:00,167.6,524.0,2,2022-05-05 13:30:00,2.0,165.6,1.696,163.904,11063.52,Target Hit,67.5,1.106352,524.0,1.85,2022,5,"35, 4, 15m, N Candles High SL",3930245.1450000005,393.0245145,394.8748507500001,-1.8503362500001117
1295,NIFTY,17350,C,2022-05-05,2022-05-02 15:00:00,SELL,2022-05-04,09:00:00,28.15,56.3,1,2022-05-05 10:00:00,1.0,27.15,0.2915,26.8585,5438.84625,Target Hit,202.5,0.543884625,161.6,1.0,2022,5,"20, 4, 30m, 2% SL",3935683.9912500004,393.568399125,394.8748507500001,-1.3064516250001361
560,BANKNIFTY,36500,P,2022-05-05,2022-05-04 13:45:00,SELL,2022-05-04,14:00:00,545.7,998.0,2,2022-05-04 14:00:00,998.0,-452.3,15.437,-467.737,-31572.2475,Initial SL Hit,67.5,-3.1572247499999997,998.0,291.8,2022,5,"35, 4, 15m, N Candles High SL",3904111.7437500004,390.411174375,394.8748507500001,-4.463676375000148
561,BANKNIFTY,34600,C,2022-05-12,2022-05-09 12:30:00,SELL,2022-05-09,12:45:00,265.25,564.45,2,2022-05-12 14:15:00,2.0,263.25,2.6725,260.5775,19543.3125,Target Hit,75.0,1.95433125,564.45,1.6,2022,5,"35, 4, 15m, N Candles High SL",3923655.0562500004,392.36550562499997,394.8748507500001,-2.509345125000152
1296,NIFTY,16400,C,2022-05-12,2022-05-10 09:30:00,SELL,2022-05-10,10:00:00,82.35,164.7,1,2022-05-12 12:00:00,1.0,81.35,0.8334999999999999,80.5165,16908.465,Target Hit,210.0,1.6908465000000001,228.0,0.85,2022,5,"20, 4, 30m, 2% SL",3940563.52125,394.056352125,394.8748507500001,-0.8184986250001316
562,BANKNIFTY,34600,P,2022-05-12,2022-05-10 12:30:00,SELL,2022-05-10,12:45:00,300.1,732.75,2,2022-05-12 09:30:00,732.75,-432.65,10.3285,-442.9785,-33223.3875,Initial SL Hit,75.0,-3.32233875,815.7,126.05,2022,5,"35, 4, 15m, N Candles High SL",3907340.13375,390.734013375,394.8748507500001,-4.140837375000103
1297,NIFTY,16400,P,2022-05-12,2022-05-10 13:30:00,SELL,2022-05-10,14:00:00,154.7,309.4,1,2022-05-11 10:00:00,309.4,-154.7,4.641,-159.34099999999998,-33461.60999999999,Initial SL Hit,210.0,-3.3461609999999995,321.8,125.6,2022,5,"20, 4, 30m, 2% SL",3873878.52375,387.387852375,394.8748507500001,-7.486998375000098
563,BANKNIFTY,33900,C,2022-05-19,2022-05-16 12:30:00,SELL,2022-05-16,12:45:00,187.2,492.0,2,2022-05-17 13:15:00,492.0,-304.8,6.792000000000001,-311.592,-23369.4,Initial SL Hit,75.0,-2.33694,509.95,127.95,2022,5,"35, 4, 15m, N Candles High SL",3850509.1237500003,385.050912375,394.8748507500001,-9.823938375000125
1298,NIFTY,16000,C,2022-05-19,2022-05-16 14:00:00,SELL,2022-05-16,14:30:00,80.1,160.2,1,2022-05-17 10:30:00,160.2,-80.1,2.403,-82.503,-17944.4025,Initial SL Hit,217.5,-1.79444025,232.95,62.55,2022,5,"20, 4, 30m, 2% SL",3832564.7212500004,383.256472125,394.8748507500001,-11.618378625000105
564,BANKNIFTY,33900,P,2022-05-19,2022-05-16 14:30:00,SELL,2022-05-16,14:45:00,443.8,1016.95,2,2022-05-19 15:15:00,582.4,-138.59999999999997,10.262,-148.86199999999997,-11164.65,Expiry Exit,75.0,-1.116465,1016.95,52.25,2022,5,"35, 4, 15m, N Candles High SL",3821400.0712500005,382.140007125,394.8748507500001,-12.73484362500011
1299,NIFTY,16000,P,2022-05-19,2022-05-17 10:30:00,SELL,2022-05-17,11:00:00,97.65,195.3,1,2022-05-19 14:00:00,195.3,-97.65,2.9295000000000004,-100.5795,-21876.04125,Initial SL Hit,217.5,-2.187604125,329.0,12.85,2022,5,"20, 4, 30m, 2% SL",3799524.0300000007,379.952403,394.8748507500001,-14.922447750000117
565,BANKNIFTY,33900,C,2022-05-19,2022-05-18 14:45:00,SELL,2022-05-18,15:00:00,345.0,790.5,2,2022-05-19 14:00:00,2.0,343.0,3.47,339.53,25464.749999999996,Target Hit,75.0,2.5464749999999996,790.5,1.9,2022,5,"35, 4, 15m, N Candles High SL",3824988.7800000007,382.498878,394.8748507500001,-12.37597275000013
1300,NIFTY,16000,C,2022-05-19,2022-05-19 10:30:00,SELL,2022-05-19,11:00:00,18.8,37.6,1,2022-05-19 14:00:00,1.0,17.8,0.198,17.602,3828.435,Target Hit,217.5,0.3828435,391.45,0.6,2022,5,"20, 4, 30m, 2% SL",3828817.215000001,382.88172149999997,394.8748507500001,-11.993129250000152
566,BANKNIFTY,33800,P,2022-05-26,2022-05-23 12:30:00,SELL,2022-05-23,12:45:00,126.1,404.2,2,2022-05-26 14:00:00,2.0,124.1,1.281,122.819,9211.425,Target Hit,75.0,0.9211425,585.75,1.6,2022,5,"35, 4, 15m, N Candles High SL",3838028.6400000006,383.80286399999994,394.8748507500001,-11.071986750000178
567,BANKNIFTY,33800,C,2022-05-26,2022-05-24 09:45:00,SELL,2022-05-24,10:00:00,635.05,1117.05,2,2022-05-26 13:15:00,1117.05,-482.0,17.521,-499.521,-37464.075000000004,Initial SL Hit,75.0,-3.7464075000000006,1131.4,350.05,2022,5,"35, 4, 15m, N Candles High SL",3800564.5650000004,380.05645649999997,394.8748507500001,-14.818394250000154
1301,NIFTY,16050,P,2022-05-26,2022-05-24 10:00:00,SELL,2022-05-24,10:30:00,112.2,224.4,1,2022-05-26 14:30:00,1.0,111.2,1.132,110.068,23939.79,Target Hit,217.5,2.3939790000000003,214.4,0.5,2022,5,"20, 4, 30m, 2% SL",3824504.3550000004,382.45043549999997,394.8748507500001,-12.424415250000152
568,BANKNIFTY,35300,P,2022-06-02,2022-05-30 12:45:00,SELL,2022-05-30,13:00:00,165.1,447.95,2,2022-06-02 14:45:00,2.0,163.1,1.671,161.429,10896.4575,Target Hit,67.5,1.08964575,529.55,1.3,2022,5,"35, 4, 15m, N Candles High SL",3835400.8125000005,383.54008124999996,394.8748507500001,-11.334769500000164
1302,NIFTY,16300,P,2022-06-02,2022-05-30 14:00:00,SELL,2022-05-30,14:30:00,35.85,71.7,1,2022-06-02 13:30:00,1.0,34.85,0.3685,34.481500000000004,7499.72625,Target Hit,217.5,0.749972625,225.0,0.95,2022,5,"20, 4, 30m, 2% SL",3842900.5387500003,384.29005387499996,394.8748507500001,-10.584796875000166
569,BANKNIFTY,35300,C,2022-06-02,2022-05-31 12:30:00,SELL,2022-05-31,12:45:00,553.0,895.0,2,2022-06-02 15:15:00,312.1,240.9,8.651,232.249,15676.807499999997,Expiry Exit,67.5,1.5676807499999996,895.0,184.6,2022,5,"35, 4, 15m, N Candles High SL",3858577.3462500004,385.857734625,394.8748507500001,-9.017116125000143
570,BANKNIFTY,35900,C,2022-06-09,2022-06-06 13:15:00,SELL,2022-06-06,13:30:00,166.8,386.45,2,2022-06-09 11:30:00,2.0,164.8,1.6880000000000002,163.11200000000002,11010.060000000001,Target Hit,67.5,1.1010060000000002,486.15,1.9,2022,6,"35, 4, 15m, N Candles High SL",3869587.4062500005,386.95874062499996,394.8748507500001,-7.916110125000159
1303,NIFTY,16750,C,2022-06-09,2022-06-06 14:30:00,SELL,2022-06-06,15:00:00,54.45,108.9,1,2022-06-09 10:00:00,1.0,53.45,0.5545,52.895500000000006,11108.055,Target Hit,210.0,1.1108055,189.9,1.0,2022,6,"20, 4, 30m, 2% SL",3880695.4612500006,388.069546125,394.8748507500001,-6.805304625000133
571,BANKNIFTY,35900,P,2022-06-09,2022-06-08 11:30:00,SELL,2022-06-08,11:45:00,629.2,1077.05,2,2022-06-08 14:45:00,1077.05,-447.8499999999999,17.0625,-464.9124999999999,-31381.593749999996,Initial SL Hit,67.5,-3.138159374999999,1078.6,379.1,2022,6,"35, 4, 15m, N Candles High SL",3849313.8675000006,384.93138675,394.8748507500001,-9.94346400000012
572,BANKNIFTY,34700,C,2022-06-16,2022-06-13 12:45:00,SELL,2022-06-13,13:00:00,34.2,379.85,2,2022-06-16 12:45:00,2.0,32.2,0.362,31.838000000000005,2387.8500000000004,Target Hit,75.0,0.238785,438.0,1.15,2022,6,"35, 4, 15m, N Candles High SL",3851701.7175000007,385.17017175,394.8748507500001,-9.704679000000112
1304,NIFTY,16300,C,2022-06-16,2022-06-14 11:00:00,SELL,2022-06-14,11:30:00,13.6,27.2,1,2022-06-16 09:00:00,1.0,12.6,0.146,12.454,2708.745,Target Hit,217.5,0.27087449999999996,193.9,0.7,2022,6,"20, 4, 30m, 2% SL",3854410.462500001,385.44104625,394.8748507500001,-9.433804500000122
573,BANKNIFTY,34700,P,2022-06-16,2022-06-14 12:45:00,SELL,2022-06-14,13:00:00,1320.0,1559.85,2,2022-06-16 11:45:00,1559.85,-239.8499999999999,28.7985,-268.6484999999999,-20148.637499999993,Initial SL Hit,75.0,-2.0148637499999995,1598.85,343.7,2022,6,"35, 4, 15m, N Candles High SL",3834261.8250000007,383.4261825,394.8748507500001,-11.44866825000014
574,BANKNIFTY,32400,P,2022-06-23,2022-06-20 13:15:00,SELL,2022-06-20,13:30:00,248.15,432.0,2,2022-06-23 14:30:00,2.0,246.15,2.5015,243.6485,18273.6375,Target Hit,75.0,1.82736375,548.05,0.55,2022,6,"35, 4, 15m, N Candles High SL",3852535.462500001,385.25354625,394.8748507500001,-9.621304500000122
575,BANKNIFTY,32400,C,2022-06-23,2022-06-20 13:30:00,SELL,2022-06-20,13:45:00,495.95,748.5,2,2022-06-21 09:15:00,602.2,-106.25000000000006,10.9815,-117.23150000000004,-8792.362500000005,Gap Outside ISL,75.0,-0.8792362500000005,770.2,379.25,2022,6,"35, 4, 15m, N Candles High SL",3843743.100000001,384.37431,394.8748507500001,-10.500540750000141
1305,NIFTY,15250,P,2022-06-23,2022-06-20 14:30:00,SELL,2022-06-20,15:00:00,126.1,252.2,1,2022-06-23 14:00:00,1.0,125.1,1.271,123.829,28790.2425,Target Hit,232.5,2.87902425,227.9,0.65,2022,6,"20, 4, 30m, 2% SL",3872533.342500001,387.25333424999997,394.8748507500001,-7.621516500000155
576,BANKNIFTY,32400,C,2022-06-23,2022-06-22 13:00:00,SELL,2022-06-22,13:15:00,498.75,1240.0,2,2022-06-23 15:15:00,735.45,-236.70000000000005,12.342,-249.0420000000001,-18678.150000000005,Expiry Exit,75.0,-1.8678150000000004,1240.0,272.25,2022,6,"35, 4, 15m, N Candles High SL",3853855.1925000013,385.38551924999996,394.8748507500001,-9.489331500000162
1306,NIFTY,15250,C,2022-06-23,2022-06-22 14:30:00,SELL,2022-06-22,15:00:00,181.05,362.1,1,2022-06-23 10:30:00,362.1,-181.05,5.431500000000001,-186.4815,-43356.94875,Initial SL Hit,232.5,-4.335694875000001,474.95,146.1,2022,6,"20, 4, 30m, 2% SL",3810498.2437500013,381.04982437499996,394.8748507500001,-13.825026375000164
