date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME
2019-02-22,Friday,2019-02-28,6,10750,P,61.7,09:40:00,64.9,64.9,2019-02-26,09:55:00,0,SL hit,-3.200000000000003,1.266,1488.3720930232557,-6647.069767441864,-0.6647069767441864,2019,2,68.75,14.35,7.047441860465116,200.0,2019-02-22 09:40:00
2019-02-22,Friday,2019-02-28,6,10800,C,73.35,10:20:00,77.65,77.65,2019-02-22,14:15:00,0,SL hit,-4.300000000000011,1.51,1481.4814814814815,-8607.407407407423,-0.8607407407407422,2019,2,79.5,63.8,1.4148148148148143,200.0,2019-02-22 10:20:00
2019-02-22,Friday,2019-02-28,6,10800,C,67.5,14:30:00,79.5,79.5,2019-02-25,09:15:00,0,SL hit,-12.0,1.47,1481.4814814814815,-19955.55555555556,-1.995555555555556,2019,2,82.15,64.2,0.48888888888888854,200.0,2019-02-22 14:30:00
2019-02-25,Monday,2019-02-28,3,10850,C,43.9,09:30:00,54.95,54.95,2019-02-25,14:10:00,0,SL hit,-11.050000000000004,0.9884999999999999,1474.6543778801843,-17752.626728110605,-1.7752626728110603,2019,2,56.95,38.35,0.8184331797235019,200.0,2019-02-25 09:30:00
2019-02-26,Tuesday,2019-02-28,2,10800,C,76.9,09:15:00,86.25,86.25,2019-02-26,11:50:00,0,SL hit,-9.349999999999994,1.6315000000000002,1481.4814814814815,-16268.888888888881,-1.6268888888888882,2019,2,89.15,42.2,5.140740740740742,200.0,2019-02-26 09:15:00
2019-02-26,Tuesday,2019-02-28,2,10750,P,45.15,11:15:00,90.0,0.05,2019-02-28,15:20:00,0,EOD exit,45.1,0.45199999999999996,445.9308807134894,19909.921962095876,1.9909921962095876,2019,2,85.45,0.05,2.0111482720178375,59.92196209587514,2019-02-26 11:15:00
2019-02-26,Tuesday,2019-02-28,2,10850,C,47.4,13:35:00,68.0,68.0,2019-02-26,14:30:00,0,SL hit,-20.6,1.1540000000000001,970.8737864077669,-21120.388349514564,-2.1120388349514565,2019,2,73.1,46.25,0.11165048543689306,131.6747572815534,2019-02-26 13:35:00
2019-02-26,Tuesday,2019-02-28,2,10900,C,31.15,14:50:00,50.0,50.0,2019-02-27,09:50:00,0,SL hit,-18.85,0.8115000000000001,1061.0079575596817,-20861.007957559683,-2.0861007957559683,2019,2,50.4,22.35,0.9336870026525196,144.56233421750662,2019-02-26 14:50:00
2019-02-27,Wednesday,2019-02-28,1,10950,C,20.35,11:15:00,39.85,0.05,2019-02-28,15:20:00,0,EOD exit,20.3,0.20400000000000001,1025.6410256410256,20611.28205128205,2.061128205128205,2019,2,23.95,0.05,2.082051282051282,140.3846153846154,2019-02-27 11:15:00
2019-03-01,Friday,2019-03-07,6,10850,C,85.7,10:00:00,98.5,98.5,2019-03-05,13:20:00,0,SL hit,-12.799999999999997,1.8419999999999999,1474.6543778801843,-21591.889400921653,-2.1591889400921653,2019,3,99.5,40.0,6.739170506912442,200.0,2019-03-01 10:00:00
2019-03-01,Friday,2019-03-07,6,10800,P,56.05,12:50:00,68.65,0.05,2019-03-07,15:20:00,0,EOD exit,56.0,0.5609999999999999,1481.4814814814815,82131.85185185185,8.213185185185186,2019,3,59.9,0.05,8.296296296296296,200.0,2019-03-01 12:50:00
2019-03-06,Wednesday,2019-03-07,1,11050,C,16.1,10:20:00,34.5,18.6,2019-03-07,09:15:00,0,Gap SL hit,-2.5,0.34700000000000003,1086.9565217391305,-3094.5652173913045,-0.30945652173913046,2019,3,38.0,14.45,0.17934782608695676,150.1358695652174,2019-03-06 10:20:00
2019-03-08,Friday,2019-03-14,6,11000,P,53.9,09:15:00,64.7,64.7,2019-03-08,09:55:00,0,SL hit,-10.800000000000004,1.186,1454.5454545454545,-17434.181818181823,-1.7434181818181824,2019,3,65.0,53.4,0.07272727272727272,200.0,2019-03-08 09:15:00
2019-03-08,Friday,2019-03-14,6,11000,P,56.45,10:35:00,65.65,0.05,2019-03-14,15:20:00,0,EOD exit,56.400000000000006,0.5650000000000001,1454.5454545454545,81214.54545454547,8.121454545454547,2019,3,63.9,0.05,8.203636363636365,200.0,2019-03-08 10:35:00
2019-03-08,Friday,2019-03-14,6,11050,C,59.75,11:30:00,62.25,74.4,2019-03-11,09:15:00,0,Gap SL hit,-14.650000000000006,1.3415000000000001,1447.9638009049775,-23155.113122171955,-2.3155113122171955,2019,3,74.7,41.55,2.6352941176470597,200.00000000000006,2019-03-08 11:30:00
2019-03-11,Monday,2019-03-14,3,11100,C,68.0,14:10:00,91.7,91.7,2019-03-11,15:20:00,0,SL hit,-23.700000000000003,1.597,843.8818565400843,-21347.679324894518,-2.134767932489452,2019,3,96.55,67.0,0.08438818565400844,117.08860759493669,2019-03-11 14:10:00
2019-03-12,Tuesday,2019-03-14,2,11250,C,46.0,14:00:00,83.15,83.15,2019-03-13,09:45:00,0,SL hit,-37.150000000000006,1.2915,538.3580080753701,-20695.28936742934,-2.0695289367429344,2019,3,86.0,45.45,0.0296096904441452,75.7065948855989,2019-03-12 14:00:00
2019-03-13,Wednesday,2019-03-14,1,11350,C,16.2,10:10:00,29.65,29.65,2019-03-13,13:50:00,0,SL hit,-13.45,0.45849999999999996,1409.691629955947,-19606.69603524229,-1.9606696035242293,2019,3,30.15,14.95,0.17621145374449337,200.0,2019-03-13 10:10:00
2019-03-13,Wednesday,2019-03-14,1,11350,C,17.15,14:25:00,30.15,24.15,2019-03-14,09:15:00,0,Gap SL hit,-7.0,0.413,1409.691629955947,-10450.044052863435,-1.0450044052863436,2019,3,30.7,16.1,0.14801762114537406,200.0,2019-03-13 14:25:00
2019-03-14,Thursday,2019-03-20,6,11400,C,50.7,10:00:00,65.0,65.0,2019-03-15,09:15:00,0,SL hit,-14.299999999999997,1.157,1398.6013986013988,-21618.181818181816,-2.1618181818181816,2019,3,68.0,37.6,1.8321678321678327,199.30069930069934,2019-03-14 10:00:00
2019-03-15,Friday,2019-03-20,5,11400,C,83.75,15:05:00,142.0,142.0,2019-03-18,09:30:00,0,SL hit,-58.25,2.2575,343.3476394849785,-20775.10729613734,-2.0775107296137336,2019,3,148.45,78.5,0.18025751072961374,48.927038626609445,2019-03-15 15:05:00
2019-03-15,Friday,2019-03-20,5,11350,P,35.0,15:10:00,58.05,0.05,2019-03-20,15:20:00,0,EOD exit,34.95,0.3505,867.6789587852496,30021.25813449025,3.002125813449025,2019,3,37.0,0.05,3.0325379609544476,123.1019522776573,2019-03-15 15:10:00
2019-03-18,Monday,2019-03-20,2,11550,C,35.3,10:25:00,53.35,0.05,2019-03-20,15:20:00,0,EOD exit,35.25,0.3534999999999999,1108.0332409972298,38666.481994459835,3.866648199445984,2019,3,36.9,0.05,3.905817174515235,159.97229916897504,2019-03-18 10:25:00
2019-03-22,Friday,2019-03-28,6,11550,C,82.85,09:25:00,96.95,13.55,2019-03-28,15:20:00,0,EOD exit,69.3,0.964,1385.2813852813854,94664.58874458875,9.466458874458874,2019,3,96.7,1.35,11.29004329004329,200.00000000000006,2019-03-22 09:25:00
2019-03-22,Friday,2019-03-28,6,11500,P,56.2,12:55:00,75.95,75.95,2019-03-22,14:05:00,0,SL hit,-19.75,1.3215000000000001,1012.6582278481013,-21338.22784810127,-2.1338227848101265,2019,3,76.5,52.55,0.36962025316455754,145.56962025316454,2019-03-22 12:55:00
2019-03-22,Friday,2019-03-28,6,11450,P,48.35,15:15:00,70.45,99.75,2019-03-25,09:15:00,0,Gap SL hit,-51.4,1.4809999999999999,904.9773755656108,-47856.10859728506,-4.785610859728506,2019,3,120.0,47.95,0.036199095022624306,129.52488687782804,2019-03-22 15:15:00
2019-03-25,Monday,2019-03-28,3,11350,P,50.05,14:55:00,64.65,0.05,2019-03-28,15:20:00,0,EOD exit,50.0,0.501,1369.8630136986294,67806.84931506847,6.780684931506846,2019,3,52.8,0.05,6.849315068493148,194.34931506849304,2019-03-25 14:55:00
