Previous Day,Day High,Day Low,Daily Range,Current Day Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Max High,Min Low,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year
2019-05-22,11784.55,11683.35,101.19999999999891,11901.3,125%,12027.799999999997,11774.800000000001,low,11900,2019-05-23,0,NIFTY1952311900CE,CE,2019-05-23 13:53:00,6.15,2019-05-23 13:58:00,9.65,9.75,0.05,SL Hit,-3.5,0.158,-3.658,6806.72268907563,-23823.529411764706,-24898.991596638654,-0.2647058823529412,-0.2766554621848739,2019
2019-05-30,11968.15,11862.35,105.79999999999927,11999.8,125%,12132.05,11867.55,low,12000,2019-06-06,6,NIFTY1960612000CE,CE,2019-05-31 12:00:00,30.5,2019-05-31 15:30:00,33.4,51.85,25.3,EOD Closing,-2.8999999999999986,0.639,-3.538999999999999,6750.0,-19574.99999999999,-23888.249999999993,-0.21749999999999986,-0.2654249999999999,2019
2019-06-04,12095.15,12006.25,88.89999999999964,12039.8,125%,12150.925,11928.675,low,12050,2019-06-06,0,NIFTY1960612050CE,CE,2019-06-06 12:18:00,0.85,2019-06-06 15:30:00,0.05,0.9,0.05,EOD Closing,0.7999999999999999,0.009000000000000001,0.7909999999999999,6721.991701244813,5377.59336099585,5317.095435684647,0.059751037344398336,0.059078838174273854,2019
2019-06-14,11911.45,11798.9,112.55000000000109,11844.0,125%,11984.687500000002,11703.312499999998,low,11850,2019-06-20,3,NIFTY1962011850CE,CE,2019-06-17 13:39:00,18.4,2019-06-17 15:30:00,12.1,20.2,11.6,EOD Closing,6.299999999999999,0.305,5.994999999999999,6835.443037974684,43063.2911392405,40978.48101265822,0.47848101265822773,0.4553164556962025,2019
2019-06-18,11727.15,11641.35,85.79999999999927,11744.45,125%,11851.7,11637.2,low,11750,2019-06-20,1,NIFTY1962011750CE,CE,2019-06-19 14:46:00,6.75,2019-06-19 15:30:00,22.05,24.55,5.7,EOD Closing,-15.3,0.28800000000000003,-15.588000000000001,6893.617021276596,-105472.34042553192,-107457.70212765958,-1.1719148936170214,-1.1939744680851065,2019
2019-06-24,11753.5,11670.5,83.0,11681.0,125%,11784.75,11577.25,high,11700,2019-06-27,2,NIFTY19JUN11700PE,PE,2019-06-25 14:16:00,21.9,2019-06-25 15:30:00,21.35,24.4,14.75,EOD Closing,0.5499999999999972,0.4325,0.11749999999999716,6923.076923076923,3807.692307692288,813.4615384615188,0.042307692307692095,0.00903846153846132,2019
2019-07-01,11884.45,11831.2,53.25,11890.3,125%,11956.8625,11823.7375,low,11900,2019-07-04,2,NIFTY1970411900CE,CE,2019-07-02 10:53:00,24.9,2019-07-02 13:54:00,43.05,55.0,21.85,SL Hit,-18.15,0.6794999999999999,-18.8295,6806.72268907563,-123542.01680672268,-128167.18487394958,-1.3726890756302519,-1.424079831932773,2019
2019-07-04,11969.0,11924.3,44.70000000000073,11964.75,125%,12020.625,11908.875,low,11950,2019-07-11,6,NIFTY1971111950CE,CE,2019-07-05 11:39:00,79.65,2019-07-05 15:30:00,20.9,96.4,20.9,EOD Closing,58.75000000000001,1.0055,57.74450000000001,6778.242677824268,398221.7573221758,391406.2343096235,4.42468619246862,4.348958158995816,2019
2019-07-05,11981.5,11798.5,183.0,11770.4,125%,11999.15,11541.65,low,11750,2019-07-11,3,NIFTY1971111750CE,CE,2019-07-08 14:20:00,10.15,2019-07-08 15:30:00,11.9,13.35,9.0,EOD Closing,-1.75,0.2205,-1.9705,6893.617021276596,-12063.829787234043,-13583.87234042553,-0.13404255319148936,-0.150931914893617,2019
2019-07-17,11706.6,11651.7,54.899999999999636,11675.6,125%,11744.225,11606.975,low,11700,2019-07-18,0,NIFTY1971811700CE,CE,2019-07-18 15:04:00,0.05,2019-07-18 15:30:00,0.05,0.05,0.05,EOD Closing,0.0,0.001,-0.001,6923.076923076923,0.0,-6.923076923076923,0.0,-7.692307692307693e-05,2019
2019-07-18,11676.8,11582.4,94.39999999999964,11627.95,125%,11745.95,11509.95,low,11650,2019-07-25,6,NIFTY19JUL11650CE,CE,2019-07-19 10:16:00,18.9,2019-07-19 15:30:00,8.4,22.1,7.55,EOD Closing,10.499999999999998,0.27299999999999996,10.226999999999999,6952.789699570815,73004.29184549354,71106.18025751071,0.8111587982832615,0.7900686695278968,2019
2019-07-26,11307.35,11210.6,96.75,11307.5,125%,11428.4375,11186.5625,low,11300,2019-08-01,3,NIFTY1980111300CE,CE,2019-07-29 11:45:00,21.05,2019-07-29 15:30:00,21.8,28.25,16.5,EOD Closing,-0.75,0.42850000000000005,-1.1785,7168.141592920354,-5376.1061946902655,-8447.654867256639,-0.059734513274336286,-0.0938628318584071,2019
2019-08-05,10895.8,10782.75,113.04999999999927,10815.4,125%,10956.712499999998,10674.087500000001,high,10800,2019-08-08,2,NIFTY1980810800PE,PE,2019-08-06 12:53:00,28.4,2019-08-06 15:30:00,26.25,34.25,17.8,EOD Closing,2.1499999999999986,0.5465,1.6034999999999986,7500.0,16124.999999999989,12026.249999999989,0.17916666666666653,0.13362499999999988,2019
2019-08-09,11181.3,11063.15,118.14999999999964,11139.4,125%,11287.0875,10991.7125,low,11150,2019-08-14,1,NIFTY1981411150CE,CE,2019-08-13 14:30:00,3.6,2019-08-13 15:30:00,1.8,3.75,1.7,EOD Closing,1.8,0.054000000000000006,1.746,7264.5739910313905,13076.233183856502,12683.946188340808,0.1452914798206278,0.14093273542600895,2019
2019-08-21,11033.95,10906.65,127.30000000000109,10905.3,125%,11064.425000000001,10746.174999999997,low,10900,2019-08-22,0,NIFTY1982210900CE,CE,2019-08-22 15:01:00,0.05,2019-08-22 15:30:00,0.05,0.1,0.05,EOD Closing,0.0,0.001,-0.001,7431.192660550459,0.0,-7.431192660550459,0.0,-8.256880733944955e-05,2019
2019-08-27,11107.2,11096.05,11.150000000001455,11101.3,125%,11115.237500000001,11087.362499999997,high,11100,2019-08-29,1,NIFTY19AUG11100PE,PE,2019-08-28 09:19:00,46.6,2019-08-28 09:40:00,56.3,122.0,41.2,SL Hit,-9.699999999999996,1.0290000000000001,-10.728999999999996,7297.2972972972975,-70783.78378378376,-78292.70270270268,-0.7864864864864861,-0.8699189189189186,2019
2019-08-27,11107.2,11096.05,11.150000000001455,11101.3,125%,11115.237500000001,11087.362499999997,low,11100,2019-08-29,1,NIFTY19AUG11100CE,CE,2019-08-28 09:15:00,51.95,2019-08-28 09:19:00,64.95,69.7,12.5,SL Hit,-13.0,1.169,-14.169,7297.2972972972975,-94864.86486486487,-103395.40540540541,-1.0540540540540542,-1.1488378378378379,2019
2019-09-11,11054.65,11012.35,42.29999999999927,11058.3,125%,11111.175,11005.425,low,11050,2019-09-12,0,NIFTY1991211050CE,CE,2019-09-12 13:55:00,4.95,2019-09-12 15:30:00,0.05,5.85,0.05,EOD Closing,4.9,0.05,4.8500000000000005,7330.316742081448,35918.5520361991,35552.036199095026,0.3990950226244344,0.3950226244343892,2019
2019-09-16,11052.5,10968.45,84.04999999999927,11000.1,125%,11105.162499999999,10895.037500000002,low,11000,2019-09-19,2,NIFTY1991911000CE,CE,2019-09-17 13:07:00,24.8,2019-09-17 15:30:00,8.55,26.0,7.25,EOD Closing,16.25,0.3335,15.9165,7363.636363636364,119659.09090909091,117203.31818181818,1.3295454545454546,1.302259090909091,2019
2019-09-18,10884.75,10805.45,79.29999999999927,10845.2,125%,10944.325,10746.075,low,10850,2019-09-19,0,NIFTY1991910850CE,CE,2019-09-19 10:39:00,2.55,2019-09-19 15:30:00,0.05,3.1,0.05,EOD Closing,2.5,0.025999999999999995,2.474,7465.437788018433,18663.594470046082,18469.493087557603,0.20737327188940094,0.20521658986175115,2019
2019-09-19,10845.2,10670.5,174.70000000000073,10746.8,125%,10965.175,10528.425,high,10750,2019-09-26,6,NIFTY19SEP10750PE,PE,2019-09-20 10:57:00,22.7,2019-09-20 15:30:00,5.55,31.35,4.55,EOD Closing,17.15,0.28250000000000003,16.8675,7534.883720930233,129223.25581395348,127094.6511627907,1.435813953488372,1.4121627906976744,2019
2019-09-24,11654.7,11539.6,115.10000000000036,11564.85,125%,11708.725,11420.975,low,11550,2019-09-26,1,NIFTY19SEP11550CE,CE,2019-09-25 14:55:00,10.1,2019-09-25 15:30:00,13.5,14.5,9.25,EOD Closing,-3.4000000000000004,0.23600000000000002,-3.6360000000000006,7012.987012987013,-23844.155844155848,-25499.220779220785,-0.26493506493506497,-0.28332467532467537,2019
2019-09-30,11508.2,11391.25,116.95000000000073,11515.4,125%,11661.587500000001,11369.212499999998,low,11500,2019-10-03,2,NIFTY19100311500CE,CE,2019-10-01 13:46:00,23.3,2019-10-01 15:30:00,15.8,24.95,8.65,EOD Closing,7.5,0.391,7.109,7043.478260869565,52826.086956521736,50072.086956521736,0.5869565217391304,0.5563565217391304,2019
2019-10-03,11369.05,11257.8,111.25,11388.45,125%,11527.5125,11249.3875,low,11400,2019-10-10,6,NIFTY19101011400CE,CE,2019-10-04 12:56:00,46.3,2019-10-04 15:30:00,24.45,48.85,23.5,EOD Closing,21.849999999999998,0.7075,21.1425,7105.263157894737,155249.99999999997,150223.02631578947,1.7249999999999996,1.669144736842105,2019
2019-10-07,11233.4,11113.35,120.04999999999927,11152.95,125%,11303.0125,11002.8875,high,11150,2019-10-10,1,NIFTY19101011150PE,PE,2019-10-09 14:47:00,6.55,2019-10-09 15:30:00,5.25,7.7,4.75,EOD Closing,1.2999999999999998,0.11800000000000001,1.1819999999999997,7264.5739910313905,9443.946188340806,8586.726457399101,0.10493273542600895,0.09540807174887891,2019
2019-10-17,11466.3,11441.3,25.0,11580.3,125%,11611.55,11549.05,high,11600,2019-10-24,6,NIFTY19102411600PE,PE,2019-10-18 09:33:00,87.25,2019-10-18 15:30:00,58.75,88.3,52.5,EOD Closing,28.5,1.46,27.04,6982.758620689655,199008.62068965516,188813.79310344826,2.211206896551724,2.0979310344827584,2019
2019-10-23,11651.6,11555.15,96.45000000000073,11661.65,125%,11782.212500000001,11541.087499999998,low,11650,2019-10-24,0,NIFTY19102411650CE,CE,2019-10-24 13:45:00,1.3,2019-10-24 15:30:00,0.1,2.5,0.05,EOD Closing,1.2,0.014000000000000002,1.186,6952.789699570815,8343.347639484979,8246.008583690986,0.0927038626609442,0.0916223175965665,2019
2019-10-27,11669.3,11606.25,63.04999999999927,11643.95,125%,11722.7625,11565.1375,high,11650,2019-10-31,2,NIFTY19OCT11650PE,PE,2019-10-29 10:55:00,30.9,2019-10-29 15:30:00,13.4,31.5,12.0,EOD Closing,17.5,0.443,17.057,6952.789699570815,121673.81974248927,118593.73390557939,1.351931330472103,1.3177081545064377,2019
2019-11-04,11988.9,11906.1,82.79999999999927,11974.6,125%,12078.099999999999,11871.100000000002,low,11950,2019-11-07,2,NIFTY19110711950CE,CE,2019-11-05 13:15:00,29.0,2019-11-05 15:30:00,43.35,49.4,26.4,EOD Closing,-14.350000000000001,0.7234999999999999,-15.073500000000001,6778.242677824268,-97267.78242677826,-102171.84100418411,-1.0807531380753141,-1.135242677824268,2019
2019-11-07,12021.1,11947.15,73.95000000000073,11987.15,125%,12079.587500000001,11894.712499999998,low,12000,2019-11-14,6,NIFTY19111412000CE,CE,2019-11-08 15:16:00,37.7,2019-11-08 15:30:00,38.3,38.6,37.2,EOD Closing,-0.5999999999999943,0.76,-1.3599999999999943,6750.0,-4049.999999999962,-9179.999999999962,-0.044999999999999575,-0.10199999999999958,2019
2019-11-22,11967.3,11883.6,83.69999999999891,11922.45,125%,12027.074999999999,11817.825000000003,high,11900,2019-11-28,3,NIFTY19NOV11900PE,PE,2019-11-25 12:22:00,19.5,2019-11-25 15:30:00,10.95,20.85,10.5,EOD Closing,8.55,0.3045,8.2455,6806.72268907563,58197.47899159664,56124.83193277311,0.6466386554621849,0.6236092436974789,2019
2019-11-28,12157.75,12100.4,57.350000000000364,12146.2,125%,12217.8875,12074.5125,low,12150,2019-12-05,6,NIFTY19120512150CE,CE,2019-11-29 10:50:00,34.25,2019-11-29 15:30:00,31.5,37.25,23.25,EOD Closing,2.75,0.6575,2.0925000000000002,6666.666666666667,18333.333333333336,13950.000000000002,0.20370370370370372,0.15500000000000003,2019
2019-12-05,12081.2,11999.1,82.10000000000036,12047.35,125%,12149.975,11944.725,low,12050,2019-12-12,6,NIFTY19121212050CE,CE,2019-12-06 13:53:00,35.15,2019-12-06 15:30:00,26.3,36.2,25.0,EOD Closing,8.849999999999998,0.6145,8.235499999999998,6721.991701244813,59489.626556016585,55358.962655601645,0.6609958506224065,0.6150995850622405,2019
2019-12-20,12293.25,12253.05,40.20000000000073,12235.45,125%,12285.7,12185.2,high,12250,2019-12-26,3,NIFTY19DEC12250PE,PE,2019-12-23 10:31:00,34.2,2019-12-23 13:11:00,40.7,57.0,27.1,SL Hit,-6.5,0.7490000000000001,-7.2490000000000006,6612.244897959184,-42979.5918367347,-47932.163265306124,-0.4775510204081633,-0.5325795918367346,2019
