Day,Strike,Expiry,DTE,Option Type,Entry Price,Initial SL,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,Margin,ROI%,Trade Year
2019-12-16,12250,2019-12-19,3,CE,17.0,21.25,4.3,2019-12-16 15:29:00,17.65,4.3,12.7,1632.6530612244896,20734.693877551017,0.21300000000000002,20386.938775510203,250.0,2.03869387755102,2019
2019-12-16,12000,2019-12-19,3,PE,25.65,32.0625,32.0625,2019-12-16 09:44:00,32.55,20.25,-6.412500000000001,1666.6666666666665,-10687.500000000002,0.577125,-11649.375,250.0,-1.1649375,2019
2019-12-17,12200,2019-12-19,2,CE,10.3,12.875,12.875,2019-12-17 09:25:00,29.25,9.5,-2.5749999999999993,1639.344262295082,-4221.311475409835,0.23175,-4601.22950819672,250.0,-0.460122950819672,2019
2019-12-17,11950,2019-12-19,2,PE,11.6,14.5,4.15,2019-12-17 15:30:00,11.5,4.1,7.449999999999999,1673.6401673640169,12468.619246861925,0.1575,12205.020920502093,250.0,1.2205020920502092,2019
2019-12-18,12300,2019-12-19,1,CE,3.05,3.8125,3.8125,2019-12-18 09:16:00,6.75,2.7,-0.7625000000000002,1626.0162601626016,-1239.8373983739841,0.068625,-1351.4227642276426,250.0,-0.13514227642276427,2019
2019-12-18,12100,2019-12-19,1,PE,17.75,22.1875,4.6,2019-12-18 15:30:00,18.8,4.1,13.15,1652.8925619834713,21735.537190082647,0.22350000000000003,21366.115702479343,250.00000000000006,2.136611570247934,2019
2019-12-19,12350,2019-12-19,0,CE,0.3,0.375,0.05,2019-12-19 15:29:00,0.3,0.05,0.25,1619.4331983805669,404.8582995951417,0.0034999999999999996,399.19028340080973,250.0,0.03991902834008097,2019
2019-12-19,12100,2019-12-19,0,PE,2.2,2.75,0.05,2019-12-19 15:29:00,2.15,0.05,2.1500000000000004,1652.8925619834713,3553.719008264464,0.0225,3516.5289256198357,250.00000000000006,0.35165289256198357,2019
2019-12-20,12400,2019-12-26,6,CE,12.95,16.1875,16.1875,2019-12-20 09:19:00,18.5,12.65,-3.2375000000000007,1612.9032258064515,-5221.774193548388,0.291375,-5691.733870967742,250.0,-0.5691733870967743,2019
2019-12-20,12150,2019-12-26,6,PE,28.8,36.0,17.95,2019-12-20 15:29:00,28.75,17.65,10.850000000000001,1646.0905349794239,17860.08230452675,0.4675,17090.534979423872,250.0,1.709053497942387,2019
2019-12-23,12350,2019-12-26,3,CE,21.1,26.375,11.55,2019-12-23 15:30:00,22.45,7.1,9.55,1619.4331983805669,15465.587044534415,0.32650000000000007,14936.84210526316,250.0,1.493684210526316,2019
2019-12-23,12100,2019-12-26,3,PE,12.8,16.0,5.15,2019-12-23 15:29:00,12.05,5.1,7.65,1652.8925619834713,12644.628099173557,0.17950000000000002,12347.933884297523,250.00000000000006,1.2347933884297524,2019
2019-12-24,12400,2019-12-26,2,CE,3.05,3.8125,0.95,2019-12-24 15:30:00,3.35,0.95,2.0999999999999996,1612.9032258064515,3387.0967741935474,0.04,3322.5806451612893,250.0,0.33225806451612894,2019
2019-12-24,12150,2019-12-26,2,PE,5.85,7.3125,4.9,2019-12-24 15:29:00,6.95,3.9,0.9499999999999993,1646.0905349794239,1563.7860082304514,0.1075,1386.8312757201634,250.0,0.1386831275720163,2019
2019-12-26,12350,2019-12-26,0,CE,0.35,0.4375,0.05,2019-12-26 15:29:00,0.35,0.05,0.3,1619.4331983805669,485.82995951417,0.004,479.35222672064776,250.0,0.04793522267206477,2019
2019-12-26,12100,2019-12-26,0,PE,0.7,0.875,0.05,2019-12-26 15:29:00,0.75,0.05,0.6499999999999999,1652.8925619834713,1074.3801652892562,0.0075,1061.9834710743803,250.00000000000006,0.10619834710743803,2019
2019-12-27,12300,2020-01-02,6,CE,14.0,17.5,17.5,2019-12-27 09:51:00,36.75,12.9,-3.5,1626.0162601626016,-5691.056910569106,0.315,-6203.252032520325,250.0,-0.6203252032520326,2019
2019-12-27,12050,2020-01-02,6,PE,15.15,18.9375,4.05,2019-12-27 15:29:00,16.55,4.05,11.100000000000001,1659.7510373443984,18423.236514522825,0.192,18104.564315352698,250.0,1.8104564315352698,2019
2019-12-30,12400,2020-01-02,3,CE,7.2,9.0,9.0,2019-12-30 09:17:00,11.1,4.45,-1.7999999999999998,1612.9032258064515,-2903.2258064516122,0.162,-3164.5161290322576,250.0,-0.31645161290322577,2019
2019-12-30,12150,2020-01-02,3,PE,12.15,15.1875,15.1875,2019-12-30 11:30:00,21.2,8.5,-3.0374999999999996,1646.0905349794239,-4999.999999999999,0.273375,-5450.0,250.0,-0.545,2019
2019-12-31,12350,2020-01-02,2,CE,6.5,8.125,8.125,2019-12-31 11:47:00,11.8,3.6,-1.625,1619.4331983805669,-2631.5789473684213,0.14625,-2868.421052631579,250.0,-0.2868421052631579,2019
2019-12-31,12100,2020-01-02,2,PE,6.85,8.5625,8.5625,2019-12-31 09:45:00,13.05,4.8,-1.7125000000000004,1652.8925619834713,-2830.5785123966953,0.154125,-3085.330578512398,250.00000000000006,-0.3085330578512398,2019
2020-01-01,12300,2020-01-02,1,CE,9.5,11.875,2.6,2020-01-01 15:30:00,9.4,2.3,6.9,1626.0162601626016,11219.512195121952,0.121,11022.764227642276,250.0,1.1022764227642274,2020
2020-01-01,12100,2020-01-02,1,PE,5.45,6.8125,6.8125,2020-01-01 10:51:00,8.0,3.5,-1.3624999999999998,1652.8925619834713,-2252.0661157024792,0.122625,-2454.7520661157023,250.00000000000006,-0.24547520661157024,2020
2020-01-02,12300,2020-01-02,0,CE,1.85,2.3125,2.3125,2020-01-02 12:30:00,3.0,0.05,-0.4624999999999999,1626.0162601626016,-752.0325203252031,0.041624999999999995,-819.7154471544715,250.0,-0.08197154471544715,2020
2020-01-02,12100,2020-01-02,0,PE,0.9,1.125,0.05,2020-01-02 15:28:00,1.0,0.05,0.85,1652.8925619834713,1404.9586776859505,0.009500000000000001,1389.2561983471076,250.00000000000006,0.13892561983471075,2020
2020-01-03,12400,2020-01-09,6,CE,14.0,17.5,7.3,2020-01-03 15:30:00,14.2,5.85,6.7,1612.9032258064515,10806.451612903225,0.21300000000000002,10462.90322580645,250.0,1.046290322580645,2020
2020-01-03,12150,2020-01-09,6,PE,28.6,35.75,35.75,2020-01-03 09:45:00,45.0,27.05,-7.149999999999999,1646.0905349794239,-11769.547325102878,0.6435,-12828.806584362137,250.0,-1.2828806584362136,2020
2020-01-06,12300,2020-01-09,3,CE,12.05,15.0625,3.2,2020-01-06 15:29:00,10.8,3.2,8.850000000000001,1626.0162601626016,14390.243902439026,0.1525,14142.27642276423,250.0,1.4142276422764228,2020
2020-01-06,12050,2020-01-09,3,PE,32.8,41.0,41.0,2020-01-06 09:22:00,101.2,30.9,-8.200000000000003,1659.7510373443984,-13609.958506224071,0.738,-14834.854771784236,250.0,-1.4834854771784236,2020
2020-01-07,12200,2020-01-09,2,CE,21.95,27.4375,27.4375,2020-01-07 09:33:00,28.8,8.55,-5.487500000000001,1639.344262295082,-8995.901639344263,0.49387500000000006,-9805.532786885247,250.0,-0.9805532786885247,2020
2020-01-07,11950,2020-01-09,2,PE,11.05,13.8125,13.8125,2020-01-07 11:02:00,41.6,6.1,-2.7624999999999993,1673.6401673640169,-4623.430962343095,0.248625,-5039.539748953975,250.0,-0.5039539748953974,2020
2020-01-08,12050,2020-01-09,1,CE,21.1,26.375,26.375,2020-01-08 09:28:00,45.75,16.55,-5.274999999999999,1659.7510373443984,-8755.186721991699,0.47475,-9543.153526970953,250.0,-0.9543153526970952,2020
2020-01-08,11800,2020-01-09,1,PE,29.75,37.1875,10.9,2020-01-08 15:29:00,32.2,6.65,18.85,1694.915254237288,31949.15254237288,0.4065,31260.169491525423,250.0,3.1260169491525422,2020
2020-01-09,12250,2020-01-09,0,CE,4.1,5.125,0.05,2020-01-09 15:29:00,3.85,0.05,4.05,1632.6530612244896,6612.244897959183,0.041499999999999995,6544.489795918366,250.0,0.6544489795918367,2020
2020-01-09,12050,2020-01-09,0,PE,1.85,2.3125,2.3125,2020-01-09 09:37:00,2.4,0.05,-0.4624999999999999,1659.7510373443984,-767.6348547717841,0.041624999999999995,-836.7219917012447,250.0,-0.08367219917012447,2020
2020-01-10,12400,2020-01-16,6,CE,19.95,24.9375,24.9375,2020-01-10 10:28:00,39.6,15.75,-4.987500000000001,1612.9032258064515,-8044.354838709678,0.448875,-8768.34677419355,250.0,-0.876834677419355,2020
2020-01-10,12150,2020-01-16,6,PE,39.6,49.5,36.75,2020-01-10 15:30:00,45.85,28.7,2.8500000000000014,1646.0905349794239,4691.358024691361,0.7635,3434.56790123457,250.0,0.343456790123457,2020
2020-01-13,12400,2020-01-16,3,CE,29.95,37.4375,28.4,2020-01-13 15:30:00,34.95,20.8,1.5500000000000007,1612.9032258064515,2500.000000000001,0.5834999999999999,1558.8709677419367,250.0,0.15588709677419366,2020
2020-01-13,12150,2020-01-16,3,PE,20.6,25.75,12.3,2020-01-13 15:29:00,22.0,11.4,8.3,1646.0905349794239,13662.55144032922,0.32900000000000007,13120.987654320988,250.0,1.3120987654320988,2020
2020-01-14,12450,2020-01-16,2,CE,8.3,10.375,10.375,2020-01-14 09:33:00,15.1,7.3,-2.0749999999999993,1606.4257028112452,-3333.3333333333326,0.18675,-3633.3333333333326,250.00000000000006,-0.36333333333333323,2020
2020-01-14,12200,2020-01-16,2,PE,20.8,26.0,8.85,2020-01-14 15:30:00,20.6,8.05,11.950000000000001,1639.344262295082,19590.163934426233,0.2965,19104.09836065574,250.0,1.910409836065574,2020
2020-01-15,12450,2020-01-16,1,CE,4.0,5.0,3.0,2020-01-15 15:29:00,4.05,1.75,1.0,1606.4257028112452,1606.4257028112452,0.07,1493.9759036144578,250.00000000000006,0.1493975903614458,2020
2020-01-15,12250,2020-01-16,1,PE,16.65,20.8125,20.8125,2020-01-15 09:30:00,22.65,5.7,-4.162500000000001,1632.6530612244896,-6795.918367346941,0.374625,-7407.551020408165,250.0,-0.7407551020408164,2020
2020-01-16,12450,2020-01-16,0,CE,0.65,0.8125,0.8125,2020-01-16 09:46:00,0.9,0.05,-0.16249999999999998,1606.4257028112452,-261.04417670682733,0.014624999999999999,-284.5381526104418,250.00000000000006,-0.02845381526104418,2020
2020-01-16,12200,2020-01-16,0,PE,0.55,0.6875,0.6875,2020-01-16 11:13:00,0.9,0.05,-0.13749999999999996,1639.344262295082,-225.4098360655737,0.012375,-245.69672131147533,250.0,-0.024569672131147535,2020
2020-01-17,12450,2020-01-23,6,CE,18.25,22.8125,22.8125,2020-01-17 09:18:00,36.1,18.95,-4.5625,1606.4257028112452,-7329.317269076306,0.410625,-7988.955823293173,250.00000000000006,-0.7988955823293173,2020
2020-01-17,12200,2020-01-23,6,PE,25.4,31.75,16.2,2020-01-17 15:29:00,25.1,13.5,9.2,1639.344262295082,15081.967213114753,0.4159999999999999,14399.999999999998,250.0,1.4399999999999997,2020
2020-01-20,12550,2020-01-23,3,CE,8.7,10.875,2.5,2020-01-20 15:30:00,8.1,2.35,6.199999999999999,1593.6254980079682,9880.478087649402,0.11199999999999999,9701.992031872509,250.0,0.9701992031872508,2020
2020-01-20,12300,2020-01-23,3,PE,26.85,33.5625,33.5625,2020-01-20 09:31:00,95.1,24.85,-6.712499999999999,1626.0162601626016,-10914.634146341461,0.604125,-11896.951219512192,250.0,-1.189695121951219,2020
2020-01-21,12300,2020-01-23,2,CE,16.8,21.0,21.0,2020-01-21 09:30:00,23.7,11.55,-4.199999999999999,1626.0162601626016,-6829.268292682926,0.378,-7443.902439024389,250.0,-0.7443902439024389,2020
2020-01-21,12050,2020-01-23,2,PE,14.75,18.4375,9.95,2020-01-21 15:29:00,17.65,7.7,4.800000000000001,1659.7510373443984,7966.804979253113,0.247,7556.846473029047,250.0,0.7556846473029047,2020
2020-01-22,12350,2020-01-23,1,CE,7.65,9.5625,1.95,2020-01-22 15:30:00,7.5,1.8,5.7,1619.4331983805669,9230.769230769232,0.096,9075.303643724697,250.0,0.9075303643724697,2020
2020-01-22,12100,2020-01-23,1,PE,6.8,8.5,8.5,2020-01-22 09:19:00,38.85,6.7,-1.7000000000000002,1652.8925619834713,-2809.9173553719015,0.153,-3062.809917355373,250.00000000000006,-0.3062809917355373,2020
2020-01-23,12250,2020-01-23,0,CE,0.7,0.875,0.875,2020-01-23 09:21:00,0.95,0.05,-0.17500000000000004,1632.6530612244896,-285.7142857142858,0.01575,-311.42857142857144,250.0,-0.031142857142857146,2020
2020-01-23,12000,2020-01-23,0,PE,1.9,2.375,0.05,2020-01-23 15:29:00,1.95,0.05,1.8499999999999999,1666.6666666666665,3083.333333333333,0.0195,3050.8333333333326,250.0,0.30508333333333326,2020
2020-01-24,12300,2020-01-30,6,CE,32.2,40.25,40.25,2020-01-24 09:43:00,58.0,22.8,-8.049999999999997,1626.0162601626016,-13089.430894308938,0.7245,-14267.479674796745,250.0,-1.4267479674796744,2020
2020-01-24,12050,2020-01-30,6,PE,25.15,31.4375,31.4375,2020-01-24 09:18:00,35.55,10.7,-6.287500000000001,1659.7510373443984,-10435.684647302907,0.565875,-11374.896265560168,250.0,-1.1374896265560168,2020
2020-01-27,12300,2020-01-30,3,CE,20.6,25.75,9.55,2020-01-27 15:30:00,25.1,9.55,11.05,1626.0162601626016,17967.47967479675,0.30150000000000005,17477.235772357722,250.0,1.7477235772357722,2020
2020-01-27,12100,2020-01-30,3,PE,38.2,47.75,47.75,2020-01-27 14:48:00,56.0,26.4,-9.549999999999997,1652.8925619834713,-15785.123966942147,0.8595,-17205.78512396694,250.00000000000006,-1.720578512396694,2020
2020-01-28,12250,2020-01-30,2,CE,15.1,18.875,18.875,2020-01-28 09:26:00,25.2,7.0,-3.7750000000000004,1632.6530612244896,-6163.265306122449,0.33975,-6717.95918367347,250.0,-0.671795918367347,2020
2020-01-28,12050,2020-01-30,2,PE,29.55,36.9375,36.9375,2020-01-28 09:19:00,61.0,20.75,-7.387499999999999,1659.7510373443984,-12261.410788381741,0.664875,-13364.937759336099,250.0,-1.3364937759336097,2020
2020-01-29,12250,2020-01-30,1,CE,8.8,11.0,11.0,2020-01-29 09:47:00,12.3,2.75,-2.1999999999999993,1632.6530612244896,-3591.836734693876,0.198,-3915.102040816325,250.0,-0.3915102040816325,2020
2020-01-29,12000,2020-01-30,1,PE,11.7,14.625,4.05,2020-01-29 15:29:00,11.3,3.6,7.6499999999999995,1666.6666666666665,12749.999999999998,0.1575,12487.499999999998,250.0,1.2487499999999998,2020
2020-01-30,12250,2020-01-30,0,CE,0.6,0.75,0.05,2020-01-30 15:28:00,0.55,0.05,0.5499999999999999,1632.6530612244896,897.9591836734692,0.006500000000000001,887.3469387755101,250.0,0.08873469387755101,2020
2020-01-30,12050,2020-01-30,0,PE,18.4,23.0,23.0,2020-01-30 10:07:00,42.65,1.1,-4.600000000000001,1659.7510373443984,-7634.854771784235,0.414,-8321.991701244815,250.0,-0.8321991701244815,2020
2020-01-31,12200,2020-02-06,6,CE,91.0,113.75,64.8,2020-01-31 15:29:00,101.05,63.0,26.200000000000003,879.1208791208791,23032.967032967033,1.558,21663.296703296706,134.06593406593404,2.1663296703296706,2020
2020-01-31,12000,2020-02-06,6,PE,115.75,144.6875,144.6875,2020-01-31 11:08:00,172.8,107.5,-28.9375,691.1447084233262,-20000.0,2.604375,-21800.0,103.67170626349893,-2.18,2020
2020-02-01,12050,2020-02-06,5,CE,91.5,114.375,114.375,2020-02-01 10:11:00,121.35,9.15,-22.875,874.3169398907104,-20000.0,2.05875,-21800.0,131.69398907103823,-2.18,2020
2020-02-01,11800,2020-02-06,5,PE,102.5,128.125,128.125,2020-02-01 13:29:00,216.35,68.05,-25.625,780.4878048780488,-20000.0,2.30625,-21800.0,115.12195121951218,-2.18,2020
2020-02-03,11750,2020-02-06,3,CE,58.0,72.5,45.4,2020-02-03 15:29:00,71.5,32.7,12.600000000000001,1379.3103448275863,17379.31034482759,1.034,15953.103448275864,202.58620689655174,1.5953103448275863,2020
2020-02-03,11500,2020-02-06,3,PE,25.4,31.75,31.75,2020-02-03 09:16:00,48.85,15.6,-6.350000000000001,1739.1304347826087,-11043.478260869568,0.5715,-12037.39130434783,250.0,-1.2037391304347829,2020
2020-02-04,11900,2020-02-06,2,CE,15.75,19.6875,19.6875,2020-02-04 09:24:00,88.0,15.25,-3.9375,1680.672268907563,-6617.647058823529,0.354375,-7213.235294117647,250.0,-0.7213235294117647,2020
2020-02-04,11650,2020-02-06,2,PE,23.0,28.75,3.5,2020-02-04 15:29:00,21.8,3.25,19.5,1716.7381974248926,33476.39484978541,0.265,33021.45922746781,250.0,3.3021459227467806,2020
2020-02-05,12150,2020-02-06,1,CE,3.8,4.75,4.75,2020-02-05 09:17:00,18.75,2.95,-0.9500000000000002,1646.0905349794239,-1563.786008230453,0.0855,-1704.5267489711935,250.0,-0.17045267489711935,2020
2020-02-05,11900,2020-02-06,1,PE,30.2,37.75,3.15,2020-02-05 15:29:00,27.0,2.5,27.05,1680.672268907563,45462.184873949576,0.3335,44901.68067226891,250.0,4.49016806722689,2020
2020-02-06,12250,2020-02-06,0,CE,1.25,1.5625,0.05,2020-02-06 15:29:00,1.3,0.05,1.2,1632.6530612244896,1959.1836734693875,0.013000000000000001,1937.9591836734694,250.0,0.19379591836734694,2020
2020-02-06,12000,2020-02-06,0,PE,2.8,3.5,0.05,2020-02-06 15:29:00,3.4,0.05,2.75,1666.6666666666665,4583.333333333333,0.028499999999999998,4535.833333333333,250.0,0.45358333333333334,2020
2020-02-07,12250,2020-02-13,6,CE,22.4,28.0,13.5,2020-02-07 15:30:00,24.15,13.2,8.899999999999999,1632.6530612244896,14530.612244897955,0.359,13944.489795918364,250.0,1.3944489795918364,2020
2020-02-07,12050,2020-02-13,6,PE,61.05,76.3125,55.5,2020-02-07 15:30:00,66.0,46.3,5.549999999999997,1310.4013104013102,7272.7272727272675,1.1655,5745.454545454541,197.37919737919734,0.5745454545454541,2020
2020-02-10,12200,2020-02-13,3,CE,19.6,24.5,9.6,2020-02-10 15:30:00,17.75,7.7,10.000000000000002,1639.344262295082,16393.442622950824,0.29200000000000004,15914.75409836066,250.0,1.591475409836066,2020
2020-02-10,12000,2020-02-13,3,PE,39.9,49.875,49.875,2020-02-10 09:30:00,76.25,40.35,-9.975000000000001,1666.6666666666665,-16625.0,0.89775,-18121.25,250.0,-1.812125,2020
2020-02-11,12250,2020-02-13,2,CE,9.95,12.4375,12.4375,2020-02-11 09:20:00,19.1,5.85,-2.4875000000000007,1632.6530612244896,-4061.224489795919,0.223875,-4426.734693877552,250.0,-0.44267346938775515,2020
2020-02-11,12000,2020-02-13,2,PE,17.25,21.5625,11.5,2020-02-11 15:30:00,13.95,7.55,5.75,1666.6666666666665,9583.333333333332,0.28750000000000003,9104.166666666666,250.0,0.9104166666666667,2020
2020-02-12,12250,2020-02-13,1,CE,10.2,12.75,12.75,2020-02-12 09:22:00,23.25,10.6,-2.5500000000000007,1632.6530612244896,-4163.26530612245,0.2295,-4537.95918367347,250.0,-0.453795918367347,2020
2020-02-12,12050,2020-02-13,1,PE,7.4,9.25,2.55,2020-02-12 15:30:00,6.4,2.25,4.8500000000000005,1659.7510373443984,8049.792531120333,0.09949999999999999,7884.647302904566,250.0,0.7884647302904566,2020
2020-02-13,12350,2020-02-13,0,CE,0.25,0.3125,0.05,2020-02-13 15:27:00,0.15,0.05,0.2,1619.4331983805669,323.8866396761134,0.003,319.0283400809717,250.0,0.03190283400809717,2020
2020-02-13,12100,2020-02-13,0,PE,2.25,2.8125,2.8125,2020-02-13 09:16:00,3.7,0.05,-0.5625,1652.8925619834713,-929.7520661157026,0.050625,-1013.4297520661158,250.00000000000006,-0.10134297520661159,2020
2020-02-14,12300,2020-02-20,6,CE,37.3,46.625,14.75,2020-02-14 15:30:00,43.75,13.8,22.549999999999997,1626.0162601626016,36666.666666666664,0.5205,35820.32520325203,250.0,3.5820325203252033,2020
2020-02-14,12050,2020-02-20,6,PE,18.55,23.1875,23.1875,2020-02-14 10:51:00,50.3,12.25,-4.637499999999999,1659.7510373443984,-7697.095435684646,0.417375,-8389.834024896265,250.0,-0.8389834024896266,2020
2020-02-17,12250,2020-02-20,3,CE,23.9,29.875,11.75,2020-02-17 15:30:00,28.0,9.9,12.149999999999999,1632.6530612244896,19836.734693877548,0.3565,19254.693877551017,250.0,1.9254693877551017,2020
2020-02-17,12000,2020-02-20,3,PE,25.2,31.5,31.5,2020-02-17 09:23:00,39.75,18.9,-6.300000000000001,1666.6666666666665,-10500.0,0.5670000000000001,-11445.0,250.0,-1.1445,2020
2020-02-18,12150,2020-02-20,2,CE,12.9,16.125,12.0,2020-02-18 15:29:00,12.5,4.4,0.9000000000000004,1646.0905349794239,1481.481481481482,0.249,1071.6049382716055,250.0,0.10716049382716054,2020
2020-02-18,11900,2020-02-20,2,PE,25.4,31.75,31.75,2020-02-18 11:20:00,40.5,11.2,-6.350000000000001,1680.672268907563,-10672.268907563028,0.5715,-11632.7731092437,250.0,-1.1632773109243701,2020
2020-02-19,12200,2020-02-20,1,CE,12.75,15.9375,11.15,2020-02-19 15:30:00,13.7,5.2,1.5999999999999996,1639.344262295082,2622.950819672131,0.239,2231.147540983606,250.0,0.22311475409836062,2020
2020-02-19,11950,2020-02-20,1,PE,3.9,4.875,4.875,2020-02-19 09:33:00,9.5,1.7,-0.9750000000000001,1673.6401673640169,-1631.7991631799166,0.08775000000000001,-1778.661087866109,250.0,-0.1778661087866109,2020
2020-02-20,12250,2020-02-20,0,CE,0.4,0.5,0.5,2020-02-20 09:25:00,0.5,0.05,-0.09999999999999998,1632.6530612244896,-163.26530612244892,0.009000000000000001,-177.95918367346934,250.0,-0.017795918367346935,2020
2020-02-20,12000,2020-02-20,0,PE,1.85,2.3125,0.05,2020-02-20 15:29:00,1.55,0.05,1.8,1666.6666666666665,3000.0,0.019000000000000003,2968.3333333333335,250.0,0.2968333333333334,2020
2020-02-24,12150,2020-02-27,3,CE,8.3,10.375,10.375,2020-02-24 09:20:00,14.35,7.1,-2.0749999999999993,1646.0905349794239,-3415.637860082303,0.18675,-3723.0452674897106,250.0,-0.3723045267489711,2020
2020-02-24,11900,2020-02-27,3,PE,63.8,79.75,79.75,2020-02-24 14:26:00,135.75,45.05,-15.950000000000003,1253.9184952978055,-20000.0,1.4355000000000002,-21800.000000000004,186.52037617554856,-2.1800000000000006,2020
2020-02-25,12000,2020-02-27,2,CE,24.9,31.125,11.3,2020-02-25 15:30:00,26.15,10.1,13.599999999999998,1666.6666666666665,22666.66666666666,0.36200000000000004,22063.33333333333,250.0,2.206333333333333,2020
2020-02-25,11750,2020-02-27,2,PE,42.8,53.5,30.65,2020-02-25 15:30:00,53.0,23.8,12.149999999999999,1702.127659574468,20680.851063829785,0.7344999999999999,19430.638297872338,250.0,1.9430638297872338,2020
2020-02-26,11850,2020-02-27,1,CE,15.8,19.75,19.75,2020-02-26 09:21:00,20.25,3.8,-3.9499999999999993,1687.7637130801688,-6666.666666666666,0.3555,-7266.666666666666,250.0,-0.7266666666666667,2020
2020-02-26,11600,2020-02-27,1,PE,16.25,20.3125,20.3125,2020-02-26 14:31:00,37.05,5.55,-4.0625,1724.1379310344828,-7004.310344827586,0.36562500000000003,-7634.698275862069,250.0,-0.7634698275862069,2020
2020-02-27,11800,2020-02-27,0,CE,0.85,1.0625,0.05,2020-02-27 15:29:00,0.9,0.05,0.7999999999999999,1694.915254237288,1355.9322033898304,0.009000000000000001,1340.6779661016947,250.0,0.13406779661016946,2020
2020-02-27,11550,2020-02-27,0,PE,5.25,6.5625,6.5625,2020-02-27 09:31:00,32.25,0.05,-1.3125,1731.6017316017317,-2272.727272727273,0.11812500000000001,-2477.2727272727275,250.0,-0.24772727272727274,2020
2020-02-28,11500,2020-03-05,6,CE,81.5,101.875,36.55,2020-02-28 15:30:00,83.25,35.6,44.95,981.5950920245399,44122.699386503074,1.1805,42963.9263803681,141.1042944785276,4.29639263803681,2020
2020-02-28,11250,2020-03-05,6,PE,105.0,131.25,131.25,2020-02-28 09:16:00,216.75,106.5,-26.25,761.9047619047619,-20000.0,2.3625000000000003,-21800.0,107.14285714285714,-2.18,2020
2020-03-02,11500,2020-03-05,3,CE,60.0,75.0,17.15,2020-03-02 15:30:00,72.8,12.05,42.85,1333.3333333333333,57133.33333333333,0.7715000000000001,56104.666666666664,191.66666666666666,5.610466666666666,2020
2020-03-02,11250,2020-03-05,3,PE,78.4,98.0,98.0,2020-03-02 09:18:00,270.4,60.95,-19.599999999999994,1020.4081632653064,-20000.0,1.764,-21800.0,143.4948979591837,-2.18,2020
2020-03-03,11350,2020-03-05,2,CE,76.15,95.1875,84.8,2020-03-03 15:29:00,92.8,49.75,-8.649999999999991,1050.5581089954042,-9087.327642810236,1.6095,-10778.200919238341,149.04793171372296,-1.077820091923834,2020
2020-03-03,11100,2020-03-05,2,PE,65.3,81.625,81.625,2020-03-03 10:18:00,136.25,40.8,-16.325000000000003,1225.1148545176109,-20000.0,1.4692500000000002,-21800.0,169.98468606431848,-2.18,2020
2020-03-04,11450,2020-03-05,1,CE,29.05,36.3125,5.0,2020-03-04 15:29:00,29.45,2.7,24.05,1746.7248908296942,42008.73362445415,0.34049999999999997,41413.97379912664,250.0,4.1413973799126635,2020
2020-03-04,11250,2020-03-05,1,PE,77.35,96.6875,96.6875,2020-03-04 09:34:00,192.25,59.05,-19.337500000000006,1034.2598577892693,-20000.0,1.740375,-21800.0,145.44279250161597,-2.18,2020
2020-03-05,11400,2020-03-05,0,CE,15.0,18.75,0.05,2020-03-05 15:29:00,15.3,0.05,14.95,1754.3859649122808,26228.070175438595,0.15050000000000002,25964.035087719298,250.0,2.59640350877193,2020
2020-03-05,11200,2020-03-05,0,PE,10.7,13.375,13.375,2020-03-05 09:19:00,24.1,0.05,-2.6750000000000007,1785.7142857142858,-4776.785714285716,0.24075,-5206.696428571429,250.0,-0.520669642857143,2020
2020-03-06,11050,2020-03-12,6,CE,100.8,126.0,90.0,2020-03-06 15:29:00,114.7,83.0,10.799999999999997,793.6507936507936,8571.428571428569,1.9080000000000001,7057.142857142855,109.62301587301586,0.7057142857142854,2020
2020-03-06,10850,2020-03-12,6,PE,185.0,231.25,110.15,2020-03-06 15:29:00,178.65,96.9,74.85,432.43243243243245,32367.567567567567,2.9515,31091.243243243243,58.648648648648646,3.1091243243243243,2020
2020-03-09,10850,2020-03-12,3,CE,60.65,75.8125,15.95,2020-03-09 15:29:00,59.1,13.65,44.7,1319.0436933223411,58961.25309150865,0.766,57950.86562242374,178.89530090684252,5.795086562242374,2020
2020-03-09,10650,2020-03-12,3,PE,116.5,145.625,145.625,2020-03-09 09:45:00,400.0,110.0,-29.125,686.695278969957,-20000.0,2.62125,-21800.0,91.41630901287553,-2.18,2020
2020-03-11,10450,2020-03-12,1,CE,118.35,147.9375,147.9375,2020-03-11 09:28:00,158.0,72.1,-29.587500000000006,675.9611322348964,-20000.0,2.662875,-21800.0,88.29742289818333,-2.18,2020
2020-03-11,10250,2020-03-12,1,PE,44.15,55.1875,55.1875,2020-03-11 09:16:00,73.25,24.3,-11.037500000000001,1812.0045300113247,-20000.0,0.9933750000000001,-21800.0,232.16308040770096,-2.18,2020
2020-03-12,10150,2020-03-12,0,CE,12.25,15.3125,0.05,2020-03-12 15:29:00,15.05,0.05,12.2,1970.4433497536945,24039.408866995072,0.12300000000000001,23797.04433497537,250.0,2.379704433497537,2020
2020-03-12,9950,2020-03-12,0,PE,8.45,10.5625,10.5625,2020-03-12 09:17:00,462.6,15.1,-2.1125000000000007,2010.0502512562816,-4246.231155778896,0.190125,-4628.391959798997,250.00000000000006,-0.46283919597989975,2020
