,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Cumulative ROI%,Running Max ROI%,Drawdown
347,2017-07-14,9928.2,9813.8,114.40000000000146,9899.6,40%,9945.36,9853.84,low,9950,2017-07-27,6,NIFTY17JUL9950CE,CE,2017-07-21 13:01:00,13.55,2017-07-24 09:15:00,29.4,SL Hit,-15.849999999999998,0.4295,-16.2795,1507.537688442211,-23894.47236180904,-24541.959798994973,-2.389447236180904,-2.4541959798994974,2017,10150,NIFTY17JUL10150CE,1.3,1.7,0.3999999999999999,603.0150753768843,-23938.94472361809,-2.393894472361809,NIFTY,7,2.7120088524347037,5.105903324796513,-2.393894472361809
346,2017-07-14,9928.2,9813.8,114.40000000000146,9899.6,40%,9945.36,9853.84,high,9850,2017-07-27,3,NIFTY17JUL9850PE,PE,2017-07-24 09:49:00,14.7,2017-07-27 15:30:00,0.05,Friday Closing,14.65,0.1475,14.502499999999998,1522.8426395939086,22309.644670050762,22085.025380710656,2.2309644670050766,2.2085025380710657,2017,9650,NIFTY17JUL9650PE,2.6,0.05,-2.5500000000000003,-3883.2487309644675,18201.77664974619,1.8201776649746189,NIFTY,7,4.532186517409323,5.105903324796513,-0.5737168073871901
26,2017-07-14,24299.6,23756.2,543.3999999999978,24231.4,50%,24503.1,23959.700000000004,high,24000,2017-07-27,2,BANKNIFTY17JUL24000PE,PE,2017-07-25 09:15:00,12.95,2017-07-27 15:30:00,0.05,Friday Closing,12.9,0.13,12.769999999999998,364.58333333333337,4703.125000000001,4655.729166666666,0.47031250000000013,0.4655729166666666,2017,23300,BANKNIFTY17JUL23300PE,2.85,0.1,-2.75,-1002.6041666666667,3653.124999999999,0.3653124999999999,BANKNIFTY,7,4.897499017409323,5.105903324796513,-0.20840430738719018
348,2017-07-21,10114.75,9838.1,276.64999999999964,9996.55,40%,10107.21,9885.89,high,9900,2017-08-03,2,NIFTY178039900PE,PE,2017-08-01 15:06:00,,2017-08-03 15:30:00,,Friday Closing,,,,1515.151515151515,,,,,2017,9700,NIFTY178039700PE,0.0,0.0,0.0,0.0,,,NIFTY,8,,,
349,2017-07-28,10136.3,9944.75,191.54999999999927,10008.6,40%,10085.22,9931.98,high,9950,2017-08-10,3,NIFTY178109950PE,PE,2017-08-07 09:17:00,,2017-08-09 09:15:00,,SL Hit,,,,1507.537688442211,,,,,2017,9750,NIFTY178109750PE,0.0,0.0,0.0,0.0,,,NIFTY,8,,,
27,2017-07-28,25196.45,24622.05,574.4000000000015,24629.5,50%,24916.7,24342.3,high,24300,2017-08-10,3,BANKNIFTY1781024300PE,PE,2017-08-07 09:17:00,7.4,2017-08-08 10:10:00,29.15,SL Hit,-21.75,0.3655,-22.1155,360.08230452674894,-7831.79012345679,-7963.400205761316,-0.783179012345679,-0.7963400205761316,2017,23600,BANKNIFTY1781023600PE,1.25,2.5,1.25,450.10288065843616,-7513.29732510288,-0.751329732510288,BANKNIFTY,8,4.146169284899035,5.105903324796513,-0.9597340398974783
350,2017-07-28,10136.3,9944.75,191.54999999999927,10008.6,40%,10085.22,9931.98,low,10100,2017-08-10,1,NIFTY1781010100CE,CE,2017-08-09 09:22:00,,2017-08-10 15:30:00,,Expiry Closing,,,,1485.1485148514853,,,,,2017,10300,NIFTY1781010300CE,0.0,0.0,0.0,0.0,,,NIFTY,8,,,
28,2017-07-28,25196.45,24622.05,574.4000000000015,24629.5,50%,24916.7,24342.3,low,24900,2017-08-10,1,BANKNIFTY1781024900CE,CE,2017-08-09 15:19:00,2.0,2017-08-10 15:30:00,0.05,Expiry Closing,1.95,0.0204999999999999,1.9295,351.40562248995985,685.2409638554217,678.0371485943775,0.06852409638554217,0.06780371485943774,2017,25600,BANKNIFTY1781025600CE,0.75,0.05,-0.7,-245.98393574297188,432.05321285140565,0.04320532128514056,BANKNIFTY,8,4.189374606184175,5.105903324796513,-0.9165287186123381
351,2017-08-04,10087.8,9777.65,310.14999999999964,9712.15,40%,9836.21,9588.09,high,9600,2017-08-17,1,NIFTY178179600PE,PE,2017-08-16 13:00:00,,2017-08-17 15:30:00,,Friday Closing,,,,1562.5,,,,,2017,9400,NIFTY178179400PE,0.0,0.0,0.0,0.0,,,NIFTY,8,,,
29,2017-08-04,24977.8,24081.4,896.3999999999978,23958.25,50%,24406.45,23510.050000000003,high,23500,2017-08-17,1,BANKNIFTY1781723500PE,PE,2017-08-16 14:58:00,2.65,2017-08-17 15:30:00,0.05,Friday Closing,2.6,0.0269999999999999,2.573,372.3404255319149,968.0851063829788,958.031914893617,0.09680851063829789,0.09580319148936171,2017,22800,BANKNIFTY1781722800PE,0.65,0.05,-0.6,-223.40425531914892,734.6276595744681,0.07346276595744682,BANKNIFTY,8,4.262837372141622,5.105903324796513,-0.8430659526548911
352,2017-08-11,9947.6,9685.7,261.89999999999964,9865.95,40%,9970.71,9761.19,low,9950,2017-08-24,3,NIFTY178249950CE,CE,2017-08-21 15:06:00,,2017-08-24 15:30:00,,Expiry Closing,,,,1507.537688442211,,,,,2017,10150,NIFTY1782410150CE,0.0,0.0,0.0,0.0,,,NIFTY,8,,,
353,2017-08-18,9884.15,9740.25,143.89999999999964,9907.15,40%,9964.71,9849.59,low,9950,2017-08-31,2,NIFTY17AUG9950CE,CE,2017-08-29 09:53:00,9.85,2017-08-30 11:24:00,9.7,SL Hit,0.1500000000000003,0.1954999999999999,-0.0454999999999996,1507.537688442211,226.1306532663321,-68.59296482412,0.02261306532663321,-0.006859296482412,2017,10150,NIFTY17AUG10150CE,0.85,0.5,-0.35,-527.6381909547738,-596.2311557788938,-0.05962311557788938,NIFTY,8,4.203214256563732,5.105903324796513,-0.9026890682327808
30,2017-08-25,24421.75,24105.75,316.0,24389.2,50%,24547.2,24231.2,low,24500,2017-09-07,3,BANKNIFTY1790724500CE,CE,2017-09-04 12:00:00,45.0,2017-09-07 15:30:00,0.05,Expiry Closing,44.95,0.4504999999999999,44.499500000000005,357.14285714285717,16053.571428571431,15892.678571428574,1.6053571428571431,1.5892678571428576,2017,25200,BANKNIFTY1790725200CE,1.35,0.05,-1.3,-464.28571428571433,15428.39285714286,1.542839285714286,BANKNIFTY,9,5.746053542278018,5.746053542278018,0.0
354,2017-08-25,9925.6,9783.95,141.64999999999964,9937.65,40%,9994.31,9880.99,low,10000,2017-09-07,3,NIFTY1790710000CE,CE,2017-09-04 12:01:00,,2017-09-05 09:15:00,,SL Hit,,,,1500.0,,,,,2017,10200,NIFTY1790710200CE,0.0,0.0,0.0,0.0,,,NIFTY,9,,,
31,2017-09-01,24494.15,24151.9,342.25,24409.5,50%,24580.625,24238.375,high,24200,2017-09-14,3,BANKNIFTY1791424200PE,PE,2017-09-11 11:25:00,23.2,2017-09-14 15:30:00,0.05,Friday Closing,23.15,0.2325,22.9175,361.5702479338843,8370.35123966942,8286.286157024793,0.8370351239669421,0.8286286157024794,2017,23500,BANKNIFTY1791423500PE,2.5,0.05,-2.45,-885.8471074380166,7400.4390495867765,0.7400439049586776,BANKNIFTY,9,6.486097447236696,6.486097447236696,0.0
355,2017-09-01,9984.15,9861.3,122.85000000000036,9958.65,40%,10007.79,9909.51,high,9900,2017-09-14,3,NIFTY179149900PE,PE,2017-09-11 11:31:00,,2017-09-14 15:30:00,,Friday Closing,,,,1515.151515151515,,,,,2017,9700,NIFTY179149700PE,0.0,0.0,0.0,0.0,,,NIFTY,9,,,
356,2017-09-08,10131.4,9913.45,217.9499999999989,10062.35,40%,10149.53,9975.17,high,10000,2017-09-21,3,NIFTY1792110000PE,PE,2017-09-18 09:15:00,,2017-09-21 15:30:00,,Friday Closing,,,,1500.0,,,,,2017,9800,NIFTY179219800PE,0.0,0.0,0.0,0.0,,,NIFTY,9,,,
357,2017-09-15,10178.5,10043.7,134.79999999999927,10094.35,40%,10148.27,10040.43,low,10150,2017-09-28,6,NIFTY17SEP10150CE,CE,2017-09-22 09:30:00,19.55,2017-09-28 15:30:00,0.05,Expiry Closing,19.5,0.196,19.304,1477.8325123152708,28817.733990147783,28528.078817733985,2.8817733990147785,2.8528078817733986,2017,10350,NIFTY17SEP10350CE,1.75,0.05,-1.7,-2512.31527093596,26015.763546798025,2.6015763546798025,NIFTY,9,9.087673801916498,9.087673801916498,0.0
32,2017-09-15,25104.9,24710.85,394.0500000000029,24704.55,50%,24901.575,24507.525,low,24900,2017-09-28,6,BANKNIFTY17SEP24900CE,CE,2017-09-22 09:30:00,40.8,2017-09-28 15:30:00,0.05,Expiry Closing,40.75,0.4085,40.3415,351.40562248995985,14319.779116465865,14176.229919678717,1.4319779116465863,1.4176229919678718,2017,25600,BANKNIFTY17SEP25600CE,2.2,0.05,-2.1500000000000004,-755.5220883534138,13420.707831325304,1.3420707831325305,BANKNIFTY,9,10.42974458504903,10.42974458504903,0.0
33,2017-09-29,24228.6,24006.25,222.34999999999852,24083.55,50%,24194.725,23972.375,high,24000,2017-10-12,6,BANKNIFTY17101224000PE,PE,2017-10-06 09:53:00,65.4,2017-10-12 09:25:00,61.0,SL Hit,4.400000000000006,1.264,3.136000000000005,364.58333333333337,1604.166666666669,1143.3333333333353,0.1604166666666669,0.11433333333333354,2017,23300,BANKNIFTY17101223300PE,4.15,0.3,-3.850000000000001,-1403.645833333334,-260.31249999999864,-0.02603124999999986,BANKNIFTY,10,10.40371333504903,10.42974458504903,-0.026031249999999062
358,2017-09-29,9945.85,9775.4,170.45000000000073,9908.15,40%,9976.33,9839.97,high,9850,2017-10-12,6,NIFTY1710129850PE,PE,2017-10-06 15:09:00,,2017-10-12 15:30:00,,Friday Closing,,,,1522.8426395939086,,,,,2017,9650,NIFTY1710129650PE,0.0,0.0,0.0,0.0,,,NIFTY,10,,,
34,2017-10-06,24460.2,23978.6,481.6000000000022,24411.1,50%,24651.9,24170.3,high,24200,2017-10-19,6,BANKNIFTY17101924200PE,PE,2017-10-13 11:03:00,,2017-10-19 19:12:00,,SL Hit,,,,361.5702479338843,,,,,2017,23500,BANKNIFTY17101923500PE,0.0,0.0,0.0,0.0,,,BANKNIFTY,10,,,
359,2017-10-06,10104.05,9907.65,196.39999999999964,10123.7,40%,10202.26,10045.14,high,10050,2017-10-19,3,NIFTY17101910050PE,PE,2017-10-16 09:15:00,,2017-10-19 15:30:00,,Friday Closing,,,,1492.537313432836,,,,,2017,9850,NIFTY1710199850PE,0.0,0.0,0.0,0.0,,,NIFTY,10,,,
35,2017-10-06,24460.2,23978.6,481.6000000000022,24411.1,50%,24651.9,24170.3,low,24700,2017-10-19,0,BANKNIFTY17101924700CE,CE,2017-10-19 18:54:00,,2017-10-19 15:30:00,,Expiry Closing,,,,354.25101214574903,,,,,2017,25400,BANKNIFTY17101925400CE,0.0,0.0,0.0,0.0,,,BANKNIFTY,10,,,
360,2017-10-13,10251.65,10121.75,129.89999999999964,10176.65,40%,10228.61,10124.69,high,10100,2017-10-26,2,NIFTY17OCT10100PE,PE,2017-10-24 10:14:00,12.5,2017-10-26 15:30:00,0.05,Friday Closing,12.45,0.1255,12.3245,1485.1485148514853,18490.09900990099,18303.71287128713,1.8490099009900989,1.830371287128713,2017,9900,NIFTY17OCT9900PE,3.05,0.05,-3.0,-4455.445544554455,13848.267326732675,1.3848267326732675,NIFTY,10,11.788540067722298,11.788540067722298,0.0
36,2017-10-13,24877.05,23924.1,952.9500000000008,24085.45,50%,24561.925000000003,23608.975,high,23600,2017-10-26,1,BANKNIFTY17OCT23600PE,PE,2017-10-25 09:15:00,2.0,2017-10-26 15:30:00,0.05,Friday Closing,1.95,0.0204999999999999,1.9295,370.7627118644068,722.9872881355933,715.386652542373,0.07229872881355932,0.0715386652542373,2017,22900,BANKNIFTY17OCT22900PE,0.65,0.05,-0.6,-222.45762711864407,492.92902542372894,0.049292902542372896,BANKNIFTY,10,11.837832970264671,11.837832970264671,0.0
37,2017-10-20,25177.35,23914.05,1263.2999999999993,24887.6,50%,25519.25,24255.95,high,24300,2017-11-02,1,BANKNIFTY17110224300PE,PE,2017-11-01 12:54:00,1.4,2017-11-02 15:30:00,0.05,Friday Closing,1.35,0.0144999999999999,1.3355,360.08230452674894,486.1111111111111,480.8899176954732,0.04861111111111111,0.04808899176954732,2017,23600,BANKNIFTY17110223600PE,0.7,0.05,-0.6499999999999999,-234.05349794238677,246.8364197530864,0.024683641975308642,BANKNIFTY,11,11.862516612239979,11.862516612239979,0.0
361,2017-10-27,10452.65,10312.0,140.64999999999964,10461.55,40%,10517.81,10405.29,low,10500,2017-11-09,6,NIFTY17110910500CE,CE,2017-11-03 09:45:00,,2017-11-03 13:25:00,,SL Hit,,,,1428.5714285714287,,,,,2017,10700,NIFTY17110910700CE,0.0,0.0,0.0,0.0,,,NIFTY,11,,,
38,2017-10-27,25598.15,24802.4,795.75,25531.4,50%,25929.275,25133.525,low,25900,2017-11-09,1,BANKNIFTY17110925900CE,CE,2017-11-08 15:04:00,1.35,2017-11-09 15:30:00,0.05,Expiry Closing,1.3,0.014,1.286,337.8378378378378,439.18918918918916,434.4594594594594,0.04391891891891892,0.04344594594594594,2017,26700,BANKNIFTY17110926700CE,0.4,0.05,-0.35,-118.24324324324323,316.2162162162162,0.03162162162162162,BANKNIFTY,11,11.8941382338616,11.8941382338616,0.0
39,2017-11-03,25693.7,25120.25,573.4500000000007,25250.9,50%,25537.625,24964.175000000003,high,25000,2017-11-16,6,BANKNIFTY17111625000PE,PE,2017-11-10 13:47:00,32.6,2017-11-16 15:30:00,0.05,Friday Closing,32.550000000000004,0.3265,32.2235,350.0,11392.500000000002,11278.225,1.1392500000000003,1.1278225,2017,24200,BANKNIFTY17111624200PE,3.5,0.05,-3.45,-1207.5,10070.725,1.0070725,BANKNIFTY,11,12.9012107338616,12.9012107338616,0.0
362,2017-11-03,10490.4,10267.25,223.14999999999964,10304.35,40%,10393.61,10215.09,low,10400,2017-11-16,2,NIFTY17111610400CE,CE,2017-11-14 09:18:00,,2017-11-16 15:30:00,,Expiry Closing,,,,1442.3076923076924,,,,,2017,10600,NIFTY17111610600CE,0.0,0.0,0.0,0.0,,,NIFTY,11,,,
40,2017-11-10,25610.4,25167.2,443.2000000000007,25875.7,50%,26097.300000000003,25654.1,low,26100,2017-11-23,0,BANKNIFTY17112326100CE,CE,2017-11-23 13:13:00,0.1,2017-11-23 13:14:00,0.05,SL Hit,0.05,0.0015,0.0485,335.2490421455939,16.762452107279696,16.259578544061302,0.0016762452107279696,0.0016259578544061304,2017,26900,BANKNIFTY17112326900CE,0.0,0.0,0.0,0.0,16.259578544061302,0.0016259578544061304,BANKNIFTY,11,12.902836691716006,12.902836691716006,0.0
41,2017-11-17,25924.3,25621.6,302.7000000000007,25776.6,50%,25927.95,25625.25,high,25600,2017-11-30,3,BANKNIFTY17NOV25600PE,PE,2017-11-27 15:29:00,23.7,2017-11-30 09:21:00,40.8,SL Hit,-17.099999999999998,0.645,-17.744999999999997,341.796875,-5844.726562499999,-6065.185546874999,-0.5844726562499999,-0.6065185546874999,2017,24800,BANKNIFTY17NOV24800PE,3.6,0.5,-3.1,-1059.5703125,-7124.755859374999,-0.7124755859374999,BANKNIFTY,11,12.190361105778505,12.902836691716006,-0.7124755859375007
363,2017-11-17,10374.15,10261.85,112.29999999999929,10366.8,40%,10411.72,10321.88,low,10400,2017-11-30,0,NIFTY17NOV10400CE,CE,2017-11-30 09:15:00,2.35,2017-11-30 15:30:00,0.05,Expiry Closing,2.3000000000000003,0.024,2.276,1442.3076923076924,3317.307692307693,3282.6923076923076,0.33173076923076933,0.32826923076923076,2017,10600,NIFTY17NOV10600CE,0.05,0.05,0.0,0.0,3282.6923076923076,0.32826923076923076,NIFTY,11,12.518630336547735,12.902836691716006,-0.3842063551682706
42,2017-11-17,25924.3,25621.6,302.7000000000007,25776.6,50%,25927.95,25625.25,low,25900,2017-11-30,0,BANKNIFTY17NOV25900CE,CE,2017-11-30 09:21:00,3.2,2017-11-30 15:30:00,0.05,Expiry Closing,3.1500000000000004,0.0325,3.1175,337.8378378378378,1064.1891891891892,1053.2094594594594,0.10641891891891891,0.10532094594594593,2017,26700,BANKNIFTY17NOV26700CE,0.1,0.05,-0.05,-16.89189189189189,1036.3175675675675,0.10363175675675675,BANKNIFTY,11,12.622262093304492,12.902836691716006,-0.2805745984115138
364,2017-11-24,10409.3,10212.25,197.04999999999927,10263.7,40%,10342.52,10184.88,low,10350,2017-12-07,6,NIFTY17120710350CE,CE,2017-12-01 14:08:00,,2017-12-07 15:30:00,,Expiry Closing,,,,1449.2753623188405,,,,,2017,10550,NIFTY17120710550CE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,
43,2017-11-24,25953.5,25271.1,682.4000000000015,25409.55,50%,25750.75,25068.35,low,25800,2017-12-07,3,BANKNIFTY17120725800CE,CE,2017-12-04 13:57:00,9.15,2017-12-07 15:30:00,0.05,Expiry Closing,9.1,0.092,9.008,339.1472868217054,3086.240310077519,3055.038759689922,0.30862403100775193,0.3055038759689922,2017,26600,BANKNIFTY17120726600CE,1.35,0.05,-1.3,-440.891472868217,2614.1472868217047,0.26141472868217047,BANKNIFTY,12,12.883676821986663,12.902836691716006,-0.019159869729342915
365,2017-12-01,10272.6,10033.7,238.89999999999964,10198.45,40%,10294.01,10102.89,high,10100,2017-12-14,3,NIFTY17121410100PE,PE,2017-12-11 09:15:00,,2017-12-14 15:30:00,,Friday Closing,,,,1485.1485148514853,,,,,2017,9900,NIFTY1712149900PE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,
45,2017-12-08,25443.0,24889.1,553.9000000000015,25487.15,50%,25764.1,25210.2,low,25800,2017-12-21,3,BANKNIFTY17122125800CE,CE,2017-12-18 09:15:00,24.55,2017-12-18 09:35:00,95.95,SL Hit,-71.4,1.205,-72.605,339.1472868217054,-24215.116279069767,-24623.78875968992,-2.421511627906977,-2.4623788759689917,2017,26600,BANKNIFTY17122126600CE,5.7,6.8,1.0999999999999996,373.0620155038758,-24250.726744186046,-2.4250726744186046,BANKNIFTY,12,10.458604147568058,12.902836691716006,-2.4442325441479476
367,2017-12-08,10328.85,10141.8,187.0500000000011,10345.65,40%,10420.47,10270.83,low,10400,2017-12-21,3,NIFTY17122110400CE,CE,2017-12-18 09:15:00,,2017-12-18 09:54:00,,SL Hit,,,,1442.3076923076924,,,,,2017,10600,NIFTY17122110600CE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,
366,2017-12-08,10328.85,10141.8,187.0500000000011,10345.65,40%,10420.47,10270.83,high,10250,2017-12-21,3,NIFTY17122110250PE,PE,2017-12-18 10:51:00,,2017-12-21 15:30:00,,Friday Closing,,,,1463.4146341463415,,,,,2017,10050,NIFTY17122110050PE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,
44,2017-12-08,25443.0,24889.1,553.9000000000015,25487.15,50%,25764.1,25210.2,high,25200,2017-12-21,1,BANKNIFTY17122125200PE,PE,2017-12-20 09:15:00,7.65,2017-12-21 15:30:00,0.05,Friday Closing,7.6,0.077,7.523000000000001,347.22222222222223,2638.8888888888887,2612.152777777778,0.2638888888888889,0.26121527777777775,2017,24400,BANKNIFTY17122124400PE,0.6,0.05,-0.5499999999999999,-190.9722222222222,2421.1805555555557,0.24211805555555557,BANKNIFTY,12,10.700722203123615,12.902836691716006,-2.2021144885923913
368,2017-12-22,10552.25,10449.65,102.60000000000036,10492.35,40%,10533.39,10451.31,high,10450,2018-01-04,6,NIFTY1810410450PE,PE,2017-12-29 15:14:00,,2018-01-01 15:01:00,,SL Hit,,,,1435.4066985645934,,,,,2017,10250,NIFTY1810410250PE,0.0,0.0,0.0,0.0,,,NIFTY,12,,,
369,2017-12-22,10552.25,10449.65,102.60000000000036,10492.35,40%,10533.39,10451.31,low,10550,2018-01-04,3,NIFTY1810410550CE,CE,2018-01-01 15:00:00,,2018-01-04 15:30:00,,Expiry Closing,,,,1421.8009478672986,,,,,2018,10750,NIFTY1810410750CE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,
46,2017-12-22,25732.45,25419.05,313.40000000000146,25484.85,50%,25641.55,25328.15,low,25600,2018-01-04,3,BANKNIFTY1810425600CE,CE,2018-01-01 15:07:00,43.5,2018-01-04 15:30:00,0.05,Expiry Closing,43.45,0.4355,43.014500000000005,341.796875,14851.074218750002,14702.221679687502,1.4851074218750002,1.4702221679687502,2018,26400,BANKNIFTY1810426400CE,0.8,0.05,-0.75,-256.34765625,14445.874023437502,1.4445874023437502,BANKNIFTY,1,12.145309605467364,12.902836691716006,-0.7575270862486416
47,2017-12-29,25587.8,25234.65,353.1499999999978,25524.45,50%,25701.025,25347.875,high,25300,2018-01-11,3,BANKNIFTY1811125300PE,PE,2018-01-08 09:15:00,17.8,2018-01-11 15:30:00,0.05,Friday Closing,17.75,0.1785,17.5715,345.8498023715415,6138.833992094862,6077.099802371542,0.6138833992094862,0.6077099802371542,2018,24500,BANKNIFTY1811124500PE,1.2,0.05,-1.15,-397.7272727272727,5679.372529644269,0.5679372529644269,BANKNIFTY,1,12.713246858431791,12.902836691716006,-0.18958983328421475
370,2017-12-29,10538.2,10405.1,133.10000000000036,10534.25,40%,10587.49,10481.01,high,10500,2018-01-11,3,NIFTY1811110500PE,PE,2018-01-08 09:15:00,,2018-01-11 15:30:00,,Friday Closing,,,,1428.5714285714287,,,,,2018,10300,NIFTY1811110300PE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,
372,2018-01-05,10664.2,10520.15,144.0500000000011,10682.55,40%,10740.17,10624.929999999998,low,10750,2018-01-18,6,NIFTY1811810750CE,CE,2018-01-12 12:34:00,,2018-01-12 14:21:00,,SL Hit,,,,1395.3488372093022,,,,,2018,10950,NIFTY1811810950CE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,
49,2018-01-05,25801.6,25501.1,300.5,25732.4,50%,25882.65,25582.15,low,25900,2018-01-18,6,BANKNIFTY1811825900CE,CE,2018-01-12 12:35:00,28.15,2018-01-15 09:15:00,93.0,SL Hit,-64.85,1.2115,-66.0615,337.8378378378378,-21908.78378378378,-22318.07432432432,-2.1908783783783776,-2.2318074324324315,2018,26700,BANKNIFTY1811826700CE,0.95,1.8,0.8500000000000001,287.1621621621622,-22030.912162162156,-2.2030912162162153,BANKNIFTY,1,10.510155642215576,12.902836691716006,-2.39268104950043
48,2018-01-05,25801.6,25501.1,300.5,25732.4,50%,25882.65,25582.15,high,25600,2018-01-18,3,BANKNIFTY1811825600PE,PE,2018-01-15 09:15:00,35.0,2018-01-18 15:30:00,0.05,Friday Closing,34.95,0.3505,34.599500000000006,341.796875,11945.800781250002,11826.000976562502,1.1945800781250002,1.1826000976562503,2018,24800,BANKNIFTY1811824800PE,3.5,0.05,-3.45,-1179.19921875,10646.801757812502,1.0646801757812503,BANKNIFTY,1,11.574835817996826,12.902836691716006,-1.32800087371918
371,2018-01-05,10664.2,10520.15,144.0500000000011,10682.55,40%,10740.17,10624.929999999998,high,10600,2018-01-18,3,NIFTY1811810600PE,PE,2018-01-15 09:39:00,,2018-01-18 15:30:00,,Friday Closing,,,,1415.0943396226419,,,,,2018,10400,NIFTY1811810400PE,0.0,0.0,0.0,0.0,,,NIFTY,1,,,
373,2018-01-12,10887.4,10597.7,289.6999999999989,10829.2,40%,10945.08,10713.320000000002,high,10700,2018-01-25,3,NIFTY18JAN10700PE,PE,2018-01-22 14:57:00,9.55,2018-01-25 15:30:00,0.05,Friday Closing,9.5,0.096,9.404,1401.8691588785045,13317.757009345793,13183.177570093456,1.3317757009345794,1.3183177570093456,2018,10500,NIFTY18JAN10500PE,4.4,0.05,-4.3500000000000005,-6098.130841121496,7085.04672897196,0.708504672897196,NIFTY,1,12.283340490894021,12.902836691716006,-0.6194962008219846
50,2018-01-12,26867.5,25557.8,1309.7000000000007,26615.65,50%,27270.5,25960.800000000003,high,26000,2018-01-25,2,BANKNIFTY18JAN26000PE,PE,2018-01-23 12:37:00,7.85,2018-01-25 15:30:00,0.05,Friday Closing,7.8,0.079,7.721,336.53846153846155,2625.0,2598.4134615384614,0.2625,0.25984134615384613,2018,25200,BANKNIFTY18JAN25200PE,3.95,0.05,-3.9,-1312.5,1285.9134615384614,0.12859134615384615,BANKNIFTY,1,12.411931837047867,12.902836691716006,-0.4909048546681394
374,2018-01-19,11109.6,10794.05,315.5500000000011,11079.35,40%,11205.570000000002,10953.13,low,11200,2018-02-01,0,NIFTY1820111200CE,CE,2018-02-01 12:40:00,,2018-02-01 13:40:00,,SL Hit,,,,1339.2857142857142,,,,,2018,11400,NIFTY1820111400CE,0.0,0.0,0.0,0.0,,,NIFTY,2,,,
51,2018-01-26,27651.35,27047.1,604.25,27017.4,50%,27319.525,26715.275,low,27300,2018-02-08,6,BANKNIFTY1820827300CE,CE,2018-02-02 10:18:00,52.55,2018-02-08 15:30:00,0.05,Expiry Closing,52.5,0.5259999999999999,51.974,320.5128205128205,16826.923076923074,16658.333333333332,1.6826923076923075,1.6658333333333333,2018,28100,BANKNIFTY1820828100CE,5.0,0.05,-4.95,-1586.5384615384614,15071.794871794871,1.507179487179487,BANKNIFTY,2,13.919111324227353,13.919111324227353,0.0
375,2018-01-26,11171.3,10879.35,291.9499999999989,10938.2,40%,11054.98,10821.420000000002,low,11050,2018-02-08,6,NIFTY1820811050CE,CE,2018-02-02 14:07:00,,2018-02-08 15:30:00,,Expiry Closing,,,,1357.4660633484164,,,,,2018,11250,NIFTY1820811250CE,0.0,0.0,0.0,0.0,,,NIFTY,2,,,
376,2018-02-09,10617.85,10398.35,219.5,10596.2,40%,10684.0,10508.4,low,10700,2018-02-22,6,NIFTY18FEB10700CE,CE,2018-02-16 11:34:00,18.55,2018-02-22 15:30:00,0.05,Expiry Closing,18.5,0.186,18.314,1401.8691588785045,25934.579439252335,25673.83177570093,2.5934579439252334,2.567383177570093,2018,10900,NIFTY18FEB10900CE,3.3,0.05,-3.25,-4556.07476635514,21117.75700934579,2.111775700934579,NIFTY,2,16.03088702516193,16.03088702516193,0.0
52,2018-02-09,25810.25,25214.2,596.0499999999993,25511.95,50%,25809.975,25213.925000000003,low,25800,2018-02-22,6,BANKNIFTY18FEB25800CE,CE,2018-02-16 13:47:00,50.65,2018-02-22 15:30:00,0.05,Expiry Closing,50.6,0.507,50.093,339.1472868217054,17160.852713178294,16988.90503875969,1.7160852713178294,1.698890503875969,2018,26600,BANKNIFTY18FEB26600CE,6.1,0.05,-6.05,-2051.8410852713178,14937.063953488374,1.4937063953488374,BANKNIFTY,2,17.52459342051077,17.52459342051077,0.0
