,Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Cumulative ROI%,Running Max ROI%,Drawdown
539,2021-05-07,14966.8,14650.1,316.6999999999989,14749.4,40%,14876.08,14622.72,high,14600,2021-05-20,3,NIFTY2152014600PE,PE,2021-05-17 14:03:00,22.35,2021-05-20 15:30:00,0.1,Friday Closing,22.25,0.2245,22.0255,1027.3972602739725,22859.58904109589,22628.93835616438,2.285958904109589,2.2628938356164383,2021,14300,NIFTY2152014300PE,5.7,0.05,-5.65,-5804.7945205479455,16824.143835616436,1.6824143835616436,NIFTY,5,200.1702909645692,210.67927740420387,-10.508986439634668
196,2021-05-14,34140.65,32119.9,2020.75,33559.8,50%,34570.175,32549.425000000003,high,32500,2021-05-27,6,BANKNIFTY21MAY32500PE,PE,2021-05-21 14:49:00,35.8,2021-05-27 15:30:00,0.05,Friday Closing,35.75,0.3584999999999999,35.3915,269.2307692307692,9625.0,9528.48076923077,0.9625,0.952848076923077,2021,31500,BANKNIFTY21MAY31500PE,14.75,0.05,-14.7,-3957.6923076923076,5570.788461538462,0.5570788461538463,BANKNIFTY,5,200.72736981072305,210.67927740420387,-9.951907593480826
541,2021-05-14,15137.1,14592.15,544.9500000000007,14987.8,40%,15205.78,14769.82,high,14750,2021-05-27,3,NIFTY21MAY14750PE,PE,2021-05-24 09:15:00,10.5,2021-05-27 15:30:00,0.1,Friday Closing,10.4,0.106,10.294,1016.9491525423726,10576.271186440676,10468.474576271185,1.0576271186440676,1.0468474576271185,2021,14450,NIFTY21MAY14450PE,4.25,0.05,-4.2,-4271.186440677965,6197.2881355932195,0.619728813559322,NIFTY,5,201.34709862428238,210.67927740420387,-9.332178779921492
542,2021-05-21,15383.35,14986.4,396.9500000000007,15421.2,40%,15579.98,15262.42,high,15250,2021-06-03,3,NIFTY2160315250PE,PE,2021-05-31 15:14:00,18.15,2021-06-03 15:30:00,0.05,Friday Closing,18.1,0.182,17.918,983.6065573770492,17803.27868852459,17624.262295081968,1.780327868852459,1.7624262295081967,2021,14950,NIFTY2160314950PE,6.55,0.05,-6.5,-6393.44262295082,11230.819672131147,1.1230819672131147,NIFTY,5,202.4701805914955,210.67927740420387,-8.209096812708367
197,2021-05-28,35722.9,34935.25,787.6500000000015,35657.85,50%,36051.675,35264.024999999994,low,36100,2021-06-10,6,BANKNIFTY2161036100CE,CE,2021-06-04 13:28:00,156.15,2021-06-10 15:30:00,0.1,Expiry Closing,156.05,1.5625,154.4875,242.38227146814407,37823.75346260388,37445.03116343491,3.7823753462603884,3.744503116343491,2021,37200,BANKNIFTY2161037200CE,32.45,0.05,-32.400000000000006,-7853.185595567869,29591.845567867043,2.9591845567867043,BANKNIFTY,6,205.42936514828222,210.67927740420387,-5.249912255921657
543,2021-05-28,15703.55,15374.9,328.64999999999964,15712.5,40%,15843.96,15581.04,low,15850,2021-06-10,1,NIFTY2161015850CE,CE,2021-06-09 14:44:00,5.0,2021-06-10 09:39:00,1.95,SL Hit,3.05,0.0695,2.9805,946.372239747634,2886.4353312302837,2820.6624605678235,0.2886435331230284,0.2820662460567824,2021,16150,NIFTY2161016150CE,1.85,0.75,-1.1,-1041.0094637223974,1779.652996845426,0.1779652996845426,NIFTY,6,205.60733044796675,210.67927740420387,-5.071946956237127
198,2021-06-04,35804.35,34645.8,1158.5499999999956,35324.65,50%,35903.925,34745.375,low,35900,2021-06-17,3,BANKNIFTY2161735900CE,CE,2021-06-14 09:22:00,51.35,2021-06-17 15:30:00,0.1,Expiry Closing,51.25,0.5145000000000001,50.7355,243.73259052924791,12491.295264623956,12365.894846796658,1.2491295264623954,1.236589484679666,2021,37000,BANKNIFTY2161737000CE,12.35,0.05,-12.3,-2997.9108635097496,9367.98398328691,0.9367983983286909,BANKNIFTY,6,206.54412884629545,210.67927740420387,-4.135148557908423
545,2021-06-04,15800.45,15567.7,232.75,15796.45,40%,15889.55,15703.35,low,15900,2021-06-17,3,NIFTY2161715900CE,CE,2021-06-14 09:25:00,19.35,2021-06-14 13:53:00,42.6,SL Hit,-23.25,0.6195,-23.8695,943.3962264150944,-21933.962264150945,-22518.396226415094,-2.1933962264150946,-2.2518396226415094,2021,16200,NIFTY2161716200CE,3.1,3.6,0.5,471.6981132075472,-22046.698113207545,-2.2046698113207546,NIFTY,6,204.3394590349747,210.67927740420387,-6.339818369229164
544,2021-06-04,15800.45,15567.7,232.75,15796.45,40%,15889.55,15703.35,high,15700,2021-06-17,2,NIFTY2161715700PE,PE,2021-06-15 09:53:00,22.8,2021-06-17 15:30:00,6.25,Friday Closing,16.55,0.2905,16.2595,955.4140127388536,15812.101910828027,15534.55414012739,1.5812101910828027,1.553455414012739,2021,15400,NIFTY2161715400PE,6.35,0.05,-6.3,-6019.108280254777,9515.445859872612,0.9515445859872612,NIFTY,6,205.29100362096196,210.67927740420387,-5.388273783241914
547,2021-06-11,15901.2,15607.75,293.4500000000007,15756.5,40%,15873.88,15639.12,low,15850,2021-06-24,6,NIFTY21JUN15850CE,CE,2021-06-18 09:52:00,42.0,2021-06-24 15:30:00,0.05,Expiry Closing,41.95,0.4205,41.529500000000006,946.372239747634,39700.31545741325,39302.36593059937,3.9700315457413247,3.930236593059937,2021,16150,NIFTY21JUN16150CE,6.8,0.05,-6.75,-6388.01261829653,32914.35331230284,3.2914353312302835,NIFTY,6,208.58243895219223,210.67927740420387,-2.0968384520116388
200,2021-06-11,35377.7,34382.9,994.7999999999956,34735.15,50%,35232.55,34237.75,low,35200,2021-06-24,6,BANKNIFTY21JUN35200CE,CE,2021-06-18 10:00:00,137.15,2021-06-24 15:30:00,0.05,Expiry Closing,137.1,1.372,135.72799999999998,248.57954545454544,34080.25568181818,33739.20454545454,3.4080255681818175,3.3739204545454538,2021,36300,BANKNIFTY21JUN36300CE,30.5,0.05,-30.45,-7569.247159090908,26169.95738636363,2.616995738636363,BANKNIFTY,6,211.1994346908286,211.1994346908286,0.0
546,2021-06-11,15901.2,15607.75,293.4500000000007,15756.5,40%,15873.88,15639.12,high,15650,2021-06-24,2,NIFTY21JUN15650PE,PE,2021-06-22 09:39:00,20.7,2021-06-24 15:30:00,0.05,Friday Closing,20.65,0.2075,20.4425,958.4664536741215,19792.332268370606,19593.450479233226,1.9792332268370607,1.9593450479233225,2021,15350,NIFTY21JUN15350PE,6.8,0.05,-6.75,-6469.64856230032,13123.801916932905,1.3123801916932907,NIFTY,6,212.5118148825219,212.5118148825219,0.0
199,2021-06-11,35377.7,34382.9,994.7999999999956,34735.15,50%,35232.55,34237.75,high,34200,2021-06-24,2,BANKNIFTY21JUN34200PE,PE,2021-06-22 09:47:00,36.55,2021-06-24 15:30:00,0.05,Friday Closing,36.5,0.3659999999999999,36.134,255.84795321637424,9338.45029239766,9244.809941520467,0.933845029239766,0.9244809941520468,2021,33200,BANKNIFTY21JUN33200PE,14.15,0.05,-14.1,-3607.4561403508765,5637.353801169591,0.5637353801169591,BANKNIFTY,6,213.07555026263884,213.07555026263884,0.0
548,2021-06-25,15915.35,15667.65,247.70000000000076,15705.85,40%,15804.93,15606.77,high,15600,2021-07-08,3,NIFTY2170815600PE,PE,2021-07-05 09:23:00,13.6,2021-07-08 15:30:00,0.05,Friday Closing,13.55,0.1365,13.4135,961.5384615384614,13028.846153846152,12897.596153846152,1.3028846153846152,1.2897596153846154,2021,15300,NIFTY2170815300PE,3.5,0.05,-3.45,-3317.307692307692,9580.288461538461,0.9580288461538461,NIFTY,7,214.03357910879268,214.03357910879268,0.0
201,2021-06-25,35575.3,34656.7,918.6000000000058,34728.1,50%,35187.4,34268.8,high,34300,2021-07-08,3,BANKNIFTY2170834300PE,PE,2021-07-05 14:04:00,27.8,2021-07-08 15:30:00,0.05,Friday Closing,27.75,0.2785,27.4715,255.10204081632654,7079.081632653061,7008.035714285714,0.7079081632653061,0.7008035714285714,2021,33300,BANKNIFTY2170833300PE,9.45,0.05,-9.4,-2397.9591836734694,4610.076530612245,0.4610076530612245,BANKNIFTY,7,214.4945867618539,214.4945867618539,0.0
549,2021-07-02,15913.95,15636.3,277.65000000000146,15688.25,40%,15799.31,15577.19,high,15600,2021-07-15,2,NIFTY2171515600PE,PE,2021-07-13 13:02:00,11.1,2021-07-15 15:30:00,0.05,Friday Closing,11.05,0.1115,10.9385,961.5384615384614,10625.0,10517.78846153846,1.0625,1.051778846153846,2021,15300,NIFTY2171515300PE,3.1,0.05,-3.0500000000000003,-2932.6923076923076,7585.0961538461515,0.7585096153846151,NIFTY,7,215.2530963772385,215.2530963772385,0.0
202,2021-07-02,35810.5,34637.35,1173.1500000000017,35163.75,50%,35750.325,34577.175,high,34600,2021-07-15,1,BANKNIFTY2171534600PE,PE,2021-07-14 12:49:00,11.85,2021-07-15 15:30:00,0.05,Friday Closing,11.8,0.119,11.681,252.89017341040463,2984.104046242775,2954.0101156069363,0.2984104046242775,0.2954010115606936,2021,33600,BANKNIFTY2171533600PE,6.0,0.05,-5.95,-1504.6965317919075,1449.3135838150288,0.1449313583815029,BANKNIFTY,7,215.39802773562002,215.39802773562002,0.0
203,2021-07-09,35984.65,34862.2,1122.4500000000044,35977.95,50%,36539.175,35416.72499999999,low,36500,2021-07-22,3,BANKNIFTY2172236500CE,CE,2021-07-19 09:15:00,18.4,2021-07-22 15:30:00,0.05,Expiry Closing,18.35,0.1845,18.1655,239.72602739726028,4398.972602739726,4354.743150684932,0.43989726027397263,0.43547431506849316,2021,37600,BANKNIFTY2172237600CE,7.45,0.05,-7.4,-1773.9726027397262,2580.770547945205,0.25807705479452053,BANKNIFTY,7,215.65610479041453,215.65610479041453,0.0
550,2021-07-09,15952.15,15633.45,318.6999999999989,15958.35,40%,16085.83,15830.87,low,16100,2021-07-22,3,NIFTY2172216100CE,CE,2021-07-19 09:15:00,5.1,2021-07-22 15:30:00,0.05,Expiry Closing,5.05,0.0515,4.9985,931.6770186335405,4704.968944099379,4656.987577639752,0.4704968944099379,0.4656987577639752,2021,16400,NIFTY2172216400CE,2.25,0.05,-2.2,-2049.689440993789,2607.298136645963,0.2607298136645963,NIFTY,7,215.91683460407913,215.91683460407913,0.0
551,2021-07-16,15961.3,15578.6,382.6999999999989,15856.8,40%,16009.88,15703.72,low,16000,2021-07-29,2,NIFTY21JUL16000CE,CE,2021-07-27 13:12:00,5.2,2021-07-29 15:30:00,0.1,Expiry Closing,5.1000000000000005,0.053,5.047000000000001,937.5,4781.250000000001,4731.562500000001,0.47812500000000013,0.4731562500000001,2021,16300,NIFTY21JUL16300CE,2.1,0.05,-2.0500000000000003,-1921.8750000000002,2809.687500000001,0.2809687500000001,NIFTY,7,216.19780335407913,216.19780335407913,0.0
552,2021-07-23,15899.5,15514.65,384.8500000000004,15800.6,40%,15954.54,15646.66,high,15650,2021-08-05,2,NIFTY2180515650PE,PE,2021-08-03 09:58:00,9.95,2021-08-05 15:30:00,0.15,Friday Closing,9.8,0.1009999999999999,9.698999999999998,958.4664536741215,9392.971246006391,9296.166134185301,0.9392971246006391,0.9296166134185301,2021,15350,NIFTY2180515350PE,4.25,0.05,-4.2,-4025.5591054313104,5270.6070287539915,0.5270607028753992,NIFTY,8,216.72486405695452,216.72486405695452,0.0
204,2021-07-23,35185.85,34117.7,1068.1500000000017,34698.75,50%,35232.825,34164.675,high,34200,2021-08-05,2,BANKNIFTY2180534200PE,PE,2021-08-03 15:05:00,17.9,2021-08-05 15:30:00,0.05,Friday Closing,17.849999999999998,0.1795,17.670499999999997,255.84795321637424,4566.88596491228,4520.96125730994,0.45668859649122795,0.45209612573099406,2021,33200,BANKNIFTY2180533200PE,7.05,0.1,-6.95,-1778.143274853801,2742.8179824561394,0.27428179824561394,BANKNIFTY,8,216.99914585520014,216.99914585520014,0.0
553,2021-08-06,16375.0,16162.8,212.20000000000076,16385.7,40%,16470.58,16300.82,high,16300,2021-08-18,5,NIFTY2181816300PE,PE,2021-08-13 11:11:00,37.8,2021-08-18 15:30:00,0.15,Friday Closing,37.65,0.3794999999999999,37.2705,920.2453987730062,34647.23926380368,34298.00613496933,3.4647239263803686,3.4298006134969325,2021,15950,NIFTY2181815950PE,8.55,0.1,-8.450000000000001,-7776.073619631903,26521.932515337423,2.652193251533742,NIFTY,8,219.65133910673387,219.65133910673387,0.0
205,2021-08-06,36315.3,35532.8,782.5,36000.75,50%,36392.0,35609.5,low,36400,2021-08-18,0,BANKNIFTY2181836400CE,CE,2021-08-18 14:29:00,2.9,2021-08-18 15:30:00,0.35,Expiry Closing,2.55,0.0325,2.5175,240.38461538461536,612.9807692307692,605.1682692307692,0.06129807692307691,0.060516826923076916,2021,37500,BANKNIFTY2181837500CE,2.1,0.1,-2.0,-480.7692307692307,124.39903846153845,0.012439903846153845,BANKNIFTY,8,219.66377901058001,219.66377901058001,0.0
554,2021-08-13,16701.25,16385.0,316.25,16382.5,40%,16509.0,16256.0,high,16250,2021-08-26,6,NIFTY21AUG16250PE,PE,2021-08-20 09:50:00,39.6,2021-08-26 15:30:00,0.1,Friday Closing,39.5,0.397,39.103,923.0769230769232,36461.53846153847,36095.07692307693,3.646153846153847,3.6095076923076927,2021,15900,NIFTY21AUG15900PE,11.1,0.05,-11.05,-10200.000000000002,25895.07692307693,2.5895076923076927,NIFTY,8,222.25328670288772,222.25328670288772,0.0
206,2021-08-13,36257.4,35434.85,822.5500000000029,35146.5,50%,35557.775,34735.225,high,34700,2021-08-26,2,BANKNIFTY21AUG34700PE,PE,2021-08-24 12:03:00,35.2,2021-08-26 09:16:00,9.25,SL Hit,25.950000000000003,0.4445,25.5055,252.1613832853026,6543.5878962536035,6431.502161383286,0.6543587896253604,0.6431502161383286,2021,33700,BANKNIFTY21AUG33700PE,9.45,3.0,-6.449999999999999,-1626.4409221902017,4805.0612391930845,0.4805061239193084,BANKNIFTY,8,222.73379282680702,222.73379282680702,0.0
555,2021-08-20,16711.55,16377.1,334.4499999999989,16642.55,40%,16776.329999999998,16508.77,high,16500,2021-09-02,3,NIFTY2190216500PE,PE,2021-08-30 09:15:00,15.5,2021-09-02 15:30:00,0.05,Friday Closing,15.45,0.1555,15.2945,909.090909090909,14045.454545454544,13904.090909090908,1.4045454545454543,1.390409090909091,2021,16150,NIFTY2190216150PE,4.6,0.05,-4.55,-4136.363636363636,9767.727272727272,0.9767727272727271,NIFTY,8,223.71056555407975,223.71056555407975,0.0
207,2021-08-20,35907.55,34818.9,1088.6500000000017,35559.75,50%,36104.075,35015.425,high,35000,2021-09-02,3,BANKNIFTY2190235000PE,PE,2021-08-30 10:40:00,28.1,2021-09-02 15:30:00,0.05,Friday Closing,28.05,0.2815,27.7685,250.0,7012.5,6942.125,0.70125,0.6942125,2021,34000,BANKNIFTY2190234000PE,10.3,0.05,-10.25,-2562.5,4379.625,0.4379625,BANKNIFTY,8,224.14852805407975,224.14852805407975,0.0
557,2021-09-03,17436.2,17212.55,223.65000000000143,17363.55,40%,17453.01,17274.09,low,17450,2021-09-16,3,NIFTY2191617450CE,CE,2021-09-13 10:09:00,27.15,2021-09-14 09:33:00,57.1,SL Hit,-29.950000000000003,0.8425,-30.792500000000004,859.5988538681949,-25744.98567335244,-26469.19770773639,-2.574498567335244,-2.646919770773639,2021,17800,NIFTY2191617800CE,2.6,2.05,-0.5500000000000003,-472.7793696275074,-26941.9770773639,-2.69419770773639,NIFTY,9,221.45433034634337,224.14852805407975,-2.694197707736379
556,2021-09-03,17436.2,17212.55,223.65000000000143,17363.55,40%,17453.01,17274.09,high,17250,2021-09-16,1,NIFTY2191617250PE,PE,2021-09-15 10:16:00,9.2,2021-09-16 15:30:00,0.05,Friday Closing,9.15,0.0925,9.0575,869.5652173913044,7956.521739130435,7876.086956521739,0.7956521739130434,0.787608695652174,2021,16900,NIFTY2191616900PE,2.65,0.05,-2.6,-2260.8695652173915,5615.217391304348,0.5615217391304348,NIFTY,9,222.0158520854738,224.14852805407975,-2.1326759686059518
208,2021-09-03,37138.65,36153.6,985.0500000000028,36608.45,50%,37100.975,36115.925,high,36100,2021-09-16,0,BANKNIFTY2191636100PE,PE,2021-09-16 10:11:00,4.7,2021-09-16 15:30:00,0.1,Friday Closing,4.6000000000000005,0.048,4.5520000000000005,242.38227146814407,1114.9584487534628,1103.3240997229918,0.11149584487534628,0.11033240997229918,2021,35000,BANKNIFTY2191635000PE,3.1,0.05,-3.0500000000000003,-739.2659279778395,364.0581717451523,0.036405817174515236,BANKNIFTY,9,222.0522579026483,224.14852805407975,-2.0962701514314404
558,2021-09-10,17644.1,17269.65,374.4499999999971,17709.65,40%,17859.43,17559.870000000003,low,17850,2021-09-23,6,NIFTY2192317850CE,CE,2021-09-17 14:32:00,22.45,2021-09-23 09:15:00,2.9,SL Hit,19.55,0.2535,19.2965,840.3361344537816,16428.57142857143,16215.546218487398,1.6428571428571432,1.6215546218487398,2021,18200,NIFTY2192318200CE,4.3,1.35,-2.95,-2478.9915966386557,13736.554621848742,1.373655462184874,NIFTY,9,223.42591336483318,224.14852805407975,-0.7226146892465692
209,2021-09-10,37717.2,36328.9,1388.2999999999956,37929.5,50%,38623.65,37235.350000000006,low,38600,2021-09-23,3,BANKNIFTY2192338600CE,CE,2021-09-20 14:52:00,29.7,2021-09-23 12:13:00,6.6,SL Hit,23.1,0.363,22.737,226.6839378238342,5236.39896373057,5154.112694300518,0.5236398963730571,0.5154112694300519,2021,39800,BANKNIFTY2192339800CE,10.55,2.8,-7.750000000000001,-1756.8005181347153,3397.312176165803,0.3397312176165803,BANKNIFTY,9,223.76564458244977,224.14852805407975,-0.38288347162998093
559,2021-09-17,17843.25,17326.5,516.75,17897.45,40%,18104.15,17690.75,low,18100,2021-09-30,2,NIFTY21SEP18100CE,CE,2021-09-28 12:22:00,9.5,2021-09-30 15:30:00,0.1,Expiry Closing,9.4,0.096,9.304,828.7292817679559,7790.055248618785,7710.497237569061,0.7790055248618785,0.7710497237569061,2021,18450,NIFTY21SEP18450CE,3.3,0.05,-3.25,-2693.3701657458564,5017.1270718232045,0.5017127071823204,NIFTY,9,224.2673572896321,224.2673572896321,0.0
560,2021-09-24,17947.45,17576.45,371.0,17531.9,40%,17680.300000000003,17383.5,high,17400,2021-10-07,3,NIFTY21100717400PE,PE,2021-10-04 09:52:00,31.45,2021-10-07 15:30:00,0.1,Friday Closing,31.35,0.3155,31.0345,862.0689655172414,27025.862068965518,26753.87931034483,2.702586206896552,2.675387931034483,2021,17050,NIFTY21100717050PE,7.05,0.05,-7.0,-6034.48275862069,20719.396551724138,2.0719396551724136,NIFTY,10,226.3392969448045,226.3392969448045,0.0
210,2021-09-24,38366.55,37316.0,1050.550000000003,37140.4,50%,37665.675,36615.125,high,36600,2021-10-07,3,BANKNIFTY21100736600PE,PE,2021-10-04 10:59:00,54.35,2021-10-07 15:30:00,0.05,Friday Closing,54.3,0.544,53.75600000000001,239.07103825136613,12981.557377049181,12851.50273224044,1.298155737704918,1.285150273224044,2021,35500,BANKNIFTY21100735500PE,13.25,0.05,-13.2,-3155.7377049180327,9695.765027322408,0.9695765027322408,BANKNIFTY,10,227.30887344753674,227.30887344753674,0.0
211,2021-10-01,38105.75,36894.85,1210.9000000000017,37906.4,50%,38511.850000000006,37300.95,high,37300,2021-10-14,2,BANKNIFTY21101437300PE,PE,2021-10-12 14:16:00,26.45,2021-10-14 15:30:00,0.05,Friday Closing,26.4,0.265,26.135,234.58445040214474,6193.029490616621,6130.864611260053,0.6193029490616621,0.6130864611260053,2021,36200,BANKNIFTY21101436200PE,10.4,0.1,-10.3,-2416.219839142091,3714.6447721179616,0.37146447721179615,BANKNIFTY,10,227.68033792474853,227.68033792474853,0.0
561,2021-10-01,17884.5,17453.15,431.34999999999854,17886.85,40%,18059.39,17714.309999999998,high,17700,2021-10-14,1,NIFTY21101417700PE,PE,2021-10-13 09:15:00,8.4,2021-10-14 15:30:00,0.05,Friday Closing,8.35,0.0845,8.2655,847.457627118644,7076.271186440677,7004.661016949151,0.7076271186440678,0.7004661016949151,2021,17350,NIFTY21101417350PE,2.9,0.1,-2.8,-2372.881355932203,4631.779661016948,0.4631779661016948,NIFTY,10,228.1435158908502,228.1435158908502,0.0
562,2021-10-08,18349.25,17840.5,508.75,18500.1,40%,18703.6,18296.6,low,18700,2021-10-21,1,NIFTY21102118700CE,CE,2021-10-20 12:15:00,6.75,2021-10-20 13:15:00,4.75,SL Hit,2.0,0.115,1.885,802.139037433155,1604.27807486631,1512.032085561497,0.16042780748663096,0.15120320855614972,2021,19050,NIFTY21102119050CE,2.2,1.95,-0.2500000000000002,-200.5347593582889,1311.497326203208,0.1311497326203208,NIFTY,10,228.27466562347053,228.27466562347053,0.0
212,2021-10-15,40199.45,39300.15,899.2999999999956,40192.65,50%,40642.3,39743.0,high,39700,2021-10-28,3,BANKNIFTY21OCT39700PE,PE,2021-10-25 09:15:00,76.3,2021-10-28 15:30:00,190.0,Friday Closing,-113.7,2.6630000000000003,-116.363,220.4030226700252,-25059.823677581866,-25646.75692695214,-2.5059823677581865,-2.564675692695214,2021,38500,BANKNIFTY21OCT38500PE,20.85,0.1,-20.75,-4573.362720403023,-30220.119647355164,-3.0220119647355164,BANKNIFTY,10,225.252653658735,228.27466562347053,-3.022011964735526
563,2021-10-15,18602.35,18048.75,553.5999999999985,18230.7,40%,18452.14,18009.260000000002,low,18450,2021-10-28,3,NIFTY21OCT18450CE,CE,2021-10-25 09:48:00,19.85,2021-10-28 15:30:00,0.15,Expiry Closing,19.700000000000003,0.2,19.500000000000004,813.0081300813008,16016.260162601628,15853.658536585368,1.6016260162601628,1.5853658536585369,2021,18800,NIFTY21OCT18800CE,5.35,0.15,-5.199999999999999,-4227.642276422764,11626.016260162603,1.1626016260162604,NIFTY,10,226.41525528475125,228.27466562347053,-1.8594103387192717
213,2021-10-15,40199.45,39300.15,899.2999999999956,40192.65,50%,40642.3,39743.0,low,40600,2021-10-28,0,BANKNIFTY21OCT40600CE,CE,2021-10-28 14:47:00,3.4,2021-10-28 15:30:00,0.25,Expiry Closing,3.15,0.0365,3.1135,215.51724137931035,678.8793103448276,671.0129310344828,0.06788793103448275,0.06710129310344827,2021,41800,BANKNIFTY21OCT41800CE,1.75,0.35,-1.4,-301.7241379310345,369.2887931034483,0.03692887931034483,BANKNIFTY,10,226.4521841640616,228.27466562347053,-1.8224814594089196
564,2021-10-22,18340.75,17800.8,539.9500000000007,17833.05,40%,18049.03,17617.07,low,18050,2021-11-03,5,NIFTY21110318050CE,CE,2021-10-29 09:22:00,67.7,2021-11-03 15:30:00,0.15,Expiry Closing,67.55,0.6785000000000001,66.8715,831.0249307479226,56135.73407202217,55571.8836565097,5.6135734072022165,5.557188365650971,2021,18400,NIFTY21110318400CE,14.25,0.1,-14.15,-11759.002770083105,43812.880886426596,4.38128808864266,NIFTY,10,230.83347225270427,230.83347225270427,0.0
565,2021-10-29,18010.85,17615.3,395.5499999999993,18040.2,40%,18198.42,17881.98,low,18200,2021-11-11,3,NIFTY21111118200CE,CE,2021-11-08 09:23:00,26.3,2021-11-08 12:50:00,44.05,SL Hit,-17.749999999999996,0.7034999999999999,-18.453499999999995,824.1758241758242,-14629.120879120877,-15208.928571428569,-1.4629120879120878,-1.5208928571428568,2021,18550,NIFTY21111118550CE,3.05,2.95,-0.0999999999999996,-82.4175824175821,-15291.34615384615,-1.529134615384615,NIFTY,11,229.30433763731966,230.83347225270427,-1.5291346153846064
214,2021-10-29,40160.2,38453.1,1707.0999999999983,39674.05,50%,40527.600000000006,38820.5,low,40500,2021-11-11,0,BANKNIFTY21111140500CE,CE,2021-11-11 09:15:00,4.8,2021-11-11 15:30:00,0.15,Expiry Closing,4.65,0.0495,4.600499999999999,216.04938271604937,1004.6296296296297,993.935185185185,0.10046296296296296,0.09939351851851849,2021,41700,BANKNIFTY21111141700CE,3.2,0.05,-3.1500000000000004,-680.5555555555555,313.37962962962945,0.03133796296296294,BANKNIFTY,11,229.33567560028263,230.83347225270427,-1.4977966524216413
566,2021-11-05,18112.1,17799.5,312.59999999999854,17977.6,40%,18102.64,17852.559999999998,high,17850,2021-11-18,6,NIFTY21111817850PE,PE,2021-11-12 14:39:00,32.9,2021-11-18 10:13:00,68.9,SL Hit,-36.00000000000001,1.0180000000000002,-37.01800000000001,840.3361344537816,-30252.100840336145,-31107.563025210093,-3.0252100840336147,-3.1107563025210094,2021,17500,NIFTY21111817500PE,7.6,1.8,-5.8,-4873.949579831933,-35981.51260504202,-3.598151260504202,NIFTY,11,225.73752433977842,230.83347225270427,-5.095947912925851
215,2021-11-05,39674.05,38348.25,1325.800000000003,38707.15,50%,39370.05,38044.25,low,39400,2021-11-18,1,BANKNIFTY21111839400CE,CE,2021-11-17 09:15:00,17.65,2021-11-18 15:30:00,0.25,Expiry Closing,17.4,0.179,17.221,222.08121827411173,3864.2131979695437,3824.4606598984783,0.3864213197969543,0.3824460659898478,2021,40600,BANKNIFTY21111840600CE,8.0,0.1,-7.9,-1754.4416243654828,2070.0190355329955,0.20700190355329956,BANKNIFTY,11,225.94452624333172,230.83347225270427,-4.888946009372546
567,2021-11-05,18112.1,17799.5,312.59999999999854,17977.6,40%,18102.64,17852.559999999998,low,18100,2021-11-18,0,NIFTY21111818100CE,CE,2021-11-18 09:31:00,3.25,2021-11-18 15:30:00,0.1,Expiry Closing,3.15,0.0335,3.1165,828.7292817679559,2610.497237569061,2582.734806629834,0.2610497237569061,0.2582734806629834,2021,18450,NIFTY21111818450CE,1.3,0.05,-1.25,-1035.9116022099447,1546.8232044198894,0.15468232044198893,NIFTY,11,226.09920856377371,230.83347225270427,-4.734263688930554
216,2021-11-12,39114.95,37749.15,1365.7999999999956,38232.15,50%,38915.05,37549.25,low,38900,2021-11-25,3,BANKNIFTY21NOV38900CE,CE,2021-11-22 10:27:00,33.3,2021-11-25 15:30:00,0.1,Expiry Closing,33.2,0.334,32.86599999999999,224.9357326478149,7467.866323907455,7392.737789203083,0.7467866323907455,0.7392737789203082,2021,40100,BANKNIFTY21NOV40100CE,10.9,0.15,-10.75,-2418.05912596401,4974.678663239072,0.4974678663239072,BANKNIFTY,11,226.59667643009763,230.83347225270427,-4.236795822606638
568,2021-11-12,18209.6,17688.85,520.75,17796.25,40%,18004.55,17587.95,low,18000,2021-11-25,3,NIFTY21NOV18000CE,CE,2021-11-22 10:31:00,16.25,2021-11-25 15:30:00,0.05,Expiry Closing,16.2,0.163,16.037,833.3333333333331,13499.999999999996,13364.166666666662,1.3499999999999996,1.3364166666666664,2021,18350,NIFTY21NOV18350CE,4.0,0.05,-3.95,-3291.666666666666,10072.499999999996,1.0072499999999998,NIFTY,11,227.60392643009763,230.83347225270427,-3.2295458226066387
569,2021-11-19,17796.25,17216.8,579.4500000000007,17338.75,40%,17570.53,17106.97,low,17550,2021-12-02,6,NIFTY21120217550CE,CE,2021-11-26 10:55:00,25.9,2021-12-02 15:30:00,0.05,Expiry Closing,25.85,0.2595,25.5905,854.7008547008546,22094.017094017094,21872.22222222222,2.2094017094017095,2.187222222222222,2021,17900,NIFTY21120217900CE,5.65,0.05,-5.6000000000000005,-4786.324786324786,17085.897435897434,1.7085897435897432,NIFTY,11,229.31251617368738,230.83347225270427,-1.5209560790168837
